No,Url,Valid,Message,Issue-url,Tag,Category,
0,https://api.github.com/repos/mdn/kuma/commits/0c027aa7f037fe13ebcafbfebeed9f72bb874586,FALSE, bump docutils 0.12 0.17.1 7958, , ,None,
1,https://api.github.com/repos/mdn/kuma/commits/14f23b1d4beddbabc7d4a55f0d20fdb5618953ae,FALSE, bump elasticsearch dsl 7.3.0 7.4.0 7961, , ,None,
2,https://api.github.com/repos/mdn/kuma/commits/e6fc6f44dadb850cd94c69649c5d1ec58b27a7e7,FALSE, bump sentry sdk 1.3.0 1.3.1 7960, , ,None,
3,https://api.github.com/repos/mdn/kuma/commits/2c8194209dc835f8bac080ed844eb4b2728dd496,FALSE, bump pytz 2019.3 2021.1 7956, , ,None,
4,https://api.github.com/repos/mdn/kuma/commits/ab01e6e65895d7f6817c568ef0a716b642c41294,FALSE, calm dependabot 7962, , ,None,
5,https://api.github.com/repos/mdn/kuma/commits/6051451e2653abf9fc019821b2e355c21dc77550,FALSE, bump pytest django 3.10.0 4.4.0 7955, , ,None,
6,https://api.github.com/repos/mdn/kuma/commits/d89a4f01cb31469e519e84c005b2e7668680176c,FALSE, bump pytest base url 1.4.1 1.4.2 7957, , ,None,
7,https://api.github.com/repos/mdn/kuma/commits/89a65918ee067c60cfbbcbd6543a44b4cb013e4a,FALSE, bump pytest 5.3.5 6.2.4 7950, , ,None,
8,https://api.github.com/repos/mdn/kuma/commits/488c15fa515d4c93b6f787330ea65d696a399b5b,FALSE, bump jinja2 2.11.3 3.0.1 7954, , ,None,
9,https://api.github.com/repos/mdn/kuma/commits/a6231fdd576c40d94f8187d7bcba73a371014fb2,FALSE, bump pytest cov 2.8.1 2.12.1 7952, , ,None,
10,https://api.github.com/repos/mdn/kuma/commits/76c0b485020e1acda40dcbd472cc1d9b0eff09fd,FALSE, bump pygments 2.7.4 2.9.0 7953, , ,None,
11,https://api.github.com/repos/mdn/kuma/commits/f5bb8b79ab968ad89f56fa70ab005938465b15c8,FALSE, bump black 21.6b0 21.7b0 7951, , ,None,
12,https://api.github.com/repos/mdn/kuma/commits/174b95141d2559563859f8808f639caf3c369a15,FALSE, bump gevent 20.5.2 21.1.2 7890, , ,None,
