No,Url,Valid,Message,Issue-url,Tag,Category,
0,https://api.github.com/repos/mulesoft/api-designer/commits/1d5892f31530f1829830ffa99776c28448ad128e,FALSE, last scope fix update dist, , ,None,
1,https://api.github.com/repos/mulesoft/api-designer/commits/471f2bbbfe51c96cdd4473df7896bfc86bf0ea44,FALSE, scope error fix, , ,None,
2,https://api.github.com/repos/mulesoft/api-designer/commits/be61c2968b47c978df3298b744314cdb9bb709f0,FALSE, fix upgrade button, , ,None,
3,https://api.github.com/repos/mulesoft/api-designer/commits/0f5db935d4ad25e029566561166b67800e1b3d81,FALSE, fix eof, , ,None,
4,https://api.github.com/repos/mulesoft/api-designer/commits/7bac66c8ff47360583fb942652606d40f7d63acc,FALSE, migration delete old enable new one, , ,None,
5,https://api.github.com/repos/mulesoft/api-designer/commits/b9695e1a82741aa2b025fa11b2c5f6b61b5ba6d4,FALSE, fix digest error migrating ms1, , ,None,
6,https://api.github.com/repos/mulesoft/api-designer/commits/e770c6cf980d1eaad8fd61057fb5557600da800f,FALSE, update dist, , ,None,
7,https://api.github.com/repos/mulesoft/api-designer/commits/728a0f3dbe4809a59b6554961f2d1594e4a98543,FALSE, fix url enabling, , ,None,
8,https://api.github.com/repos/mulesoft/api-designer/commits/f7fc4b1a3cb563374bc86bb787fcfebc9199118d,FALSE, new version, , ,None,
9,https://api.github.com/repos/mulesoft/api-designer/commits/0463f18362b768e080f5d3516b59f4eb26225dad,FALSE, update dist, , ,None,
10,https://api.github.com/repos/mulesoft/api-designer/commits/e9160ec06459a8cc1e1fe529e17b9b6a2e09a688,FALSE, use ms2 origin api designer legacy mocking request, , ,None,
11,https://api.github.com/repos/mulesoft/api-designer/commits/ef156fb7f4a6adaf79640acae4daf66cd97df0e2,FALSE, fix mocking migration detection, , ,None,
12,https://api.github.com/repos/mulesoft/api-designer/commits/1c6e77f9983020d93621625ac52e980c90edb165,FALSE, update dist, , ,None,
13,https://api.github.com/repos/mulesoft/api-designer/commits/55b23909daf5f0418fd49decf5dffa003cff7061,FALSE, bump console version v3.0.34, , ,None,
14,https://api.github.com/repos/mulesoft/api-designer/commits/2d2560372904b49b0799439df8cb3b453bf11d87,FALSE, designer 4231 add api designer requester mocking service call, , ,None,
15,https://api.github.com/repos/mulesoft/api-designer/commits/14a501df322fbb01aff3c149c6654d39ba75901b,FALSE, delete legacy mock migration, , ,None,
16,https://api.github.com/repos/mulesoft/api-designer/commits/9e5bfef9231a37c2e48c980fe410f0c90390d326,FALSE, designer 4213 mocking service migration hint, , ,None,
17,https://api.github.com/repos/mulesoft/api-designer/commits/37567dfc29b9c8de9ce0dba9a864150669e40601,FALSE, designer 3439 fix token, , ,None,
18,https://api.github.com/repos/mulesoft/api-designer/commits/913f8f7137c4e8deacac74442b172a236cd24bfd,FALSE, version 0.5.0, , ,None,
19,https://api.github.com/repos/mulesoft/api-designer/commits/7df3cdcd98e26485db60e926c2f56f0aa4e7e92c,FALSE, add resolution bower, , ,None,
20,https://api.github.com/repos/mulesoft/api-designer/commits/462dc96ec8190af86f4d3bbb09c40d567025108a,FALSE, remove unused code, , ,None,
21,https://api.github.com/repos/mulesoft/api-designer/commits/ed0af58afa16550c1b88f11e0bea954f4d7ef1ea,FALSE, designer 3439 fix test, , ,None,
22,https://api.github.com/repos/mulesoft/api-designer/commits/7823b2cb4a183370dbe8d688b5daf9f08b55cad8,FALSE, designer 3439 mocking service integration, , ,None,
23,https://api.github.com/repos/mulesoft/api-designer/commits/e015aed4a8b72ee3b4a5f9afb95304c391a61367,FALSE, update dist, , ,None,
24,https://api.github.com/repos/mulesoft/api-designer/commits/69f66698bc1528f9087f0ff77730f368d422f7c9,FALSE, designer 2924 file upload importing zip, , ,None,
25,https://api.github.com/repos/mulesoft/api-designer/commits/1671d213b4f036872ab3132aa8f8a660cb0eada8,TRUE, merge pull request 532 mulesoft update font update dist font,https://api.github.com/repos/mulesoft/api-designer/issues/532, ,None,
26,https://api.github.com/repos/mulesoft/api-designer/commits/097eac7d3ba7c039d2c9646e26dbd523bd7cb540,FALSE, update dist font, , ,None,
27,https://api.github.com/repos/mulesoft/api-designer/commits/7289bd31666fd4bf50cd0b69520ac23cccb34bc5,TRUE, merge pull request 531 mulesoft update dist update dist,https://api.github.com/repos/mulesoft/api-designer/issues/531, ,None,
28,https://api.github.com/repos/mulesoft/api-designer/commits/b27c9a60e2baa7bee5e97cc4dc38d60fb52795ce,FALSE, trying fix polyfills, , ,None,
29,https://api.github.com/repos/mulesoft/api-designer/commits/a7e8381ee680856c1eed326a4432911e0c5f6322,TRUE, merge pull request 530 mulesoft update dist update dist,https://api.github.com/repos/mulesoft/api-designer/issues/530, ,None,
30,https://api.github.com/repos/mulesoft/api-designer/commits/77a4d5473d679f31fe0481586222ede05eac8a0b,FALSE, update dist, , ,None,
31,https://api.github.com/repos/mulesoft/api-designer/commits/dd1fcf54147ac44f956d04c7624f67dbd98e6614,TRUE, merge pull request 529 mulesoft polyfills polyfills,https://api.github.com/repos/mulesoft/api-designer/issues/529, ,None,
32,https://api.github.com/repos/mulesoft/api-designer/commits/86be95f18e006ee5697b8fd5926b5e5ad47da570,FALSE, polyfills, , ,None,
33,https://api.github.com/repos/mulesoft/api-designer/commits/1e560f464a18365e0ecc6c83358ba1ef51692635,TRUE, merge pull request 527 mulesoft update dependency bump oas raml converter raml suggestion,https://api.github.com/repos/mulesoft/api-designer/issues/527, ,None,
34,https://api.github.com/repos/mulesoft/api-designer/commits/a8f86a9d269a63df9a8a43d2175a37ea42ffb6aa,FALSE, bump oas raml converter raml suggestion, , ,None,
35,https://api.github.com/repos/mulesoft/api-designer/commits/848a3ed4282ce2820b618b14beb778b013bd5936,TRUE, merge pull request 523 mulesoft update dist update dist,https://api.github.com/repos/mulesoft/api-designer/issues/523, ,None,
36,https://api.github.com/repos/mulesoft/api-designer/commits/77450a5240c7245ca1281eb9ce5682ff44efdf51,FALSE, merge branch master update dist, , ,None,
37,https://api.github.com/repos/mulesoft/api-designer/commits/d57b3d5672627754bda35e50bb19f9e5f9cbf921,FALSE, update dist, , ,None,
38,https://api.github.com/repos/mulesoft/api-designer/commits/3137c60ea72a62ce98b111599d8d8a48bde32a76,TRUE, merge pull request 522 mulesoft designer 2727 designer 2727,https://api.github.com/repos/mulesoft/api-designer/issues/522, ,None,
39,https://api.github.com/repos/mulesoft/api-designer/commits/4b53a6ec308b0e8792eaf03d07bdd7dce34789c8,FALSE, v0.4.14, , ,None,
40,https://api.github.com/repos/mulesoft/api-designer/commits/2cfb4e8049072d3c07ee368b18c51d5cfc158921,FALSE, bump api console raml suggestion oas raml converter version, , ,None,
41,https://api.github.com/repos/mulesoft/api-designer/commits/242e39c68add9db86e46dbc9a2866f4d1bd54359,TRUE, merge pull request 521 mulesoft new version new version,https://api.github.com/repos/mulesoft/api-designer/issues/521, ,None,
42,https://api.github.com/repos/mulesoft/api-designer/commits/740ff2c169f7a9abdd9cb97f7762ea130dc2d314,FALSE, 0.4.13, , ,None,
43,https://api.github.com/repos/mulesoft/api-designer/commits/1d424853e75504c6f07e2fd461ea32d11fb89f10,FALSE, designer 2595 bump raml parser 1.1.45, , ,None,
44,https://api.github.com/repos/mulesoft/api-designer/commits/9693935f87578cae035397c7ba12bd72a7f24883,TRUE, merge pull request 520 mulesoft 0.4.12 0.4.12,https://api.github.com/repos/mulesoft/api-designer/issues/520, ,None,
45,https://api.github.com/repos/mulesoft/api-designer/commits/0f6af193f19dc19f98c9a0181feeeb45e7415675,FALSE, 0.4.12, , ,None,
46,https://api.github.com/repos/mulesoft/api-designer/commits/a2173d3e90b2ee54f2134a9ee5fa0fdaac6e9220,TRUE, merge pull request 517 mulesoft bump dependency bump parser version 1.1.43 console version 3.0.29,https://api.github.com/repos/mulesoft/api-designer/issues/517, ,None,
47,https://api.github.com/repos/mulesoft/api-designer/commits/4fef71ddda8aa1d6aec82917cbfef89c46067474,FALSE, bump parser version 1.1.43 console version 3.0.29, , ,None,
48,https://api.github.com/repos/mulesoft/api-designer/commits/b0dc8713d6943173457fdfc96d6068622704ea7f,TRUE, merge pull request 516 mulesoft bump dependency 0.4.11,https://api.github.com/repos/mulesoft/api-designer/issues/516, ,None,
49,https://api.github.com/repos/mulesoft/api-designer/commits/a8fd068e3f6eb87039ff377206644a28adb720fa,FALSE, merge branch master bump dependency, , ,None,
50,https://api.github.com/repos/mulesoft/api-designer/commits/01e29f5ea1f37b9ad2d3308924387c616b6dd536,FALSE, 0.4.11, , ,None,
51,https://api.github.com/repos/mulesoft/api-designer/commits/2dc81cadea34d3fb4b172291131198b4e9a02768,TRUE, merge pull request 515 mulesoft bump dependency bump dependency,https://api.github.com/repos/mulesoft/api-designer/issues/515, ,None,
52,https://api.github.com/repos/mulesoft/api-designer/commits/daaad0c255f87b69b2eaa5c8a3d435ed8b95be6e,FALSE, bump raml suggestion version 0.0.48, , ,None,
53,https://api.github.com/repos/mulesoft/api-designer/commits/e2c60dbeea4dfa9f79620c23ebdc2d04cbe09c4d,FALSE, bump oas raml converter version 1.1.32, , ,None,
54,https://api.github.com/repos/mulesoft/api-designer/commits/9c818b2328acb102c3f128beb2b6d9ba3724fca9,FALSE, bump api console version 3.0.28, , ,None,
55,https://api.github.com/repos/mulesoft/api-designer/commits/f95ae9723482170ffdeac092e2374e0d7506aa3f,TRUE, merge pull request 514 mulesoft raml expander ramlexpander discarding extra property,https://api.github.com/repos/mulesoft/api-designer/issues/514, ,None,
56,https://api.github.com/repos/mulesoft/api-designer/commits/84064b4aac8862465f49e40029f5fa0beb395718,FALSE, ramlexpander discarding extra property, , ,None,
57,https://api.github.com/repos/mulesoft/api-designer/commits/6263005b4825f86a862bb2605f025269de85b07f,TRUE, merge pull request 513 mulesoft designer 2045 update dep designer 2045 updating dependency meet security issue,https://api.github.com/repos/mulesoft/api-designer/issues/513, ,General,
58,https://api.github.com/repos/mulesoft/api-designer/commits/f201e34a576a73c9b24a8855e72c8208399cf208,FALSE, designer 2045 updating dependency meet security issue, , ,General,
59,https://api.github.com/repos/mulesoft/api-designer/commits/7329d4303e193ee9f2b7e046acc335933cc4612f,TRUE, merge pull request 512 mulesoft bump console bump console version 3.0.27,https://api.github.com/repos/mulesoft/api-designer/issues/512, ,None,
60,https://api.github.com/repos/mulesoft/api-designer/commits/038f3fed11d43006359d13ea4c1479b1a824637d,FALSE, bump oas raml converter raml suggestion, , ,None,
61,https://api.github.com/repos/mulesoft/api-designer/commits/7aa01297836c6959fcfcba7faae503beea54cdfb,FALSE, bump console version 3.0.27, , ,None,
62,https://api.github.com/repos/mulesoft/api-designer/commits/7f75206f9bb05543dbcb7d69bce559cc02a8acb2,TRUE, merge pull request 510 mulesoft fix fix,https://api.github.com/repos/mulesoft/api-designer/issues/510, ,None,
63,https://api.github.com/repos/mulesoft/api-designer/commits/7fee4f36901c26422e146f8e803505c2c0581a40,FALSE, 0.4.9, , ,None,
64,https://api.github.com/repos/mulesoft/api-designer/commits/7614a7148afe22bed961c99fa025e89e072830d0,FALSE, bump console version 3.0.26, , ,None,
65,https://api.github.com/repos/mulesoft/api-designer/commits/6276263ab888f2e202f638386c6801a9813eac09,FALSE, add run karma test, , ,None,
66,https://api.github.com/repos/mulesoft/api-designer/commits/786bc8fcf9e919838ccc3033e362670b93915b22,FALSE, adding sandbox flag chromeheadless, , ,None,
67,https://api.github.com/repos/mulesoft/api-designer/commits/41edfe8806020d6c498d58b6f53e6eb96199740a,FALSE, fix, , ,None,
68,https://api.github.com/repos/mulesoft/api-designer/commits/2c9f600259ee75fffe3be60feafa3a23b40ffa0d,TRUE, merge pull request 507 mulesoft xmas xmas,https://api.github.com/repos/mulesoft/api-designer/issues/507, ,None,
69,https://api.github.com/repos/mulesoft/api-designer/commits/75fcaa4ac8fac02ee878591017e15bbaa6b8117c,FALSE, bump console version 3.0.25, , ,None,
70,https://api.github.com/repos/mulesoft/api-designer/commits/f6ae548d5d835b66d578f3fab5ca090fef483aa2,FALSE, designer 1881 fix travis build, , ,None,
71,https://api.github.com/repos/mulesoft/api-designer/commits/6d8f763ce077b39d18d828eac590a3baeb8fc7e8,FALSE, designer 1882 change node version travis, , ,None,
72,https://api.github.com/repos/mulesoft/api-designer/commits/8662cb850d68d9c3b6a089b3dfecd6bb33653273,FALSE, designer 1882 changing karma test execution, , ,None,
73,https://api.github.com/repos/mulesoft/api-designer/commits/d1384178dde841d32558089a2c7da192bf838aba,FALSE, designer 1845 improve code style, , ,None,
74,https://api.github.com/repos/mulesoft/api-designer/commits/47e16dab023bcec456058e60e445d1ea261fedd2,FALSE, fix designer 1845, , ,None,
75,https://api.github.com/repos/mulesoft/api-designer/commits/ae1906973752f5336111a455ea984f904854ed89,FALSE, change mocking service standalone baseuri, , ,None,
76,https://api.github.com/repos/mulesoft/api-designer/commits/44ccc4948d414095a14b1ac716393507b06b05d1,FALSE, update api console version v3.0.24, , ,None,
77,https://api.github.com/repos/mulesoft/api-designer/commits/ad43b5cad376adc03f701576959f23ebee76670e,FALSE, bump console version 3.0.23, , ,None,
78,https://api.github.com/repos/mulesoft/api-designer/commits/9143e4bd1d7f7f47a1dc3fada16fbe5ab20cb788,TRUE, merge pull request 505 mulesoft mnbattaglia patch update readme,https://api.github.com/repos/mulesoft/api-designer/issues/505, ,None,
79,https://api.github.com/repos/mulesoft/api-designer/commits/7d18e7d0bb0ca9ea46de41232b8ad3ba64507abd,FALSE, update readme, , ,None,
80,https://api.github.com/repos/mulesoft/api-designer/commits/1222ae14902c2bfd5a600bfcf7e60e02e12d2207,TRUE, merge pull request 504 mulesoft develop designer 1364 bump console version v3.0.22,https://api.github.com/repos/mulesoft/api-designer/issues/504, ,None,
81,https://api.github.com/repos/mulesoft/api-designer/commits/0db862644d008e1095e020bfe4fec308ea94191c,FALSE, update version, , ,None,
82,https://api.github.com/repos/mulesoft/api-designer/commits/b42c7c5ae8ec8f57310ed6ff7aa12dd70e611f39,FALSE, designer 1364 bump console version v3.0.22, , ,None,
83,https://api.github.com/repos/mulesoft/api-designer/commits/b7dc8ca4e180d8393aeaf8a823c73d6874d53a96,TRUE, merge pull request 503 mulesoft develop update console version,https://api.github.com/repos/mulesoft/api-designer/issues/503, ,None,
84,https://api.github.com/repos/mulesoft/api-designer/commits/96312a1f6df72b2b4c149a94c328e7853742b3bd,FALSE, merge branch master develop, , ,None,
85,https://api.github.com/repos/mulesoft/api-designer/commits/be52d1bc623efc259e0c693932fe894c8410ca03,FALSE, update console version, , ,None,
86,https://api.github.com/repos/mulesoft/api-designer/commits/2e2a18c385e26bd44f849c6df444c050777cb476,TRUE, merge pull request 502 mulesoft develop fix gitter url,https://api.github.com/repos/mulesoft/api-designer/issues/502, ,None,
87,https://api.github.com/repos/mulesoft/api-designer/commits/97edca67a79a6815445193ad4af2442d6c5cf0a6,TRUE, merge pull request 501 noplanman patch fix url gitter chat,https://api.github.com/repos/mulesoft/api-designer/issues/501, ,None,
