No,Sha,Valid,Message,Issue-url,Tag,Category
0,ff1a0b60c0903bf10a66e79fd75f01bcc5430b22,False,dependency parent graphql, , ,None
1,564f6f55bdecc82c7a30641b87068bc447a40a30,False,integration javalin improve kotlin graphql, , ,None
2,6b194bbf64d86a85d199f0d19be4d39b06976548,False,staticfiles, , ,None
3,ede6f3ab081ff504195885bc285c5ef998023ab0,False,predicate rename filtering staticfiles, , ,None
4,8e1bdfcfac5f484c6d05687d8ff0c6ad1543ae04,False,configuration filter static handler staticfiles option, , ,None
5,95ab1d2a75ed6af3b6863c9dd8af6ab29acb59ac,False,housekeeping warning, , ,None
6,cb49fbb9255e3543ceee6ec0cce97fd4f6d6d04d,False,query lazily parameter contextprevent creation order single value whenevermethod commitintializes lazily future, , ,None
7,918fe93e255e070a7b6ca5bcca7918ce37324716,False,sponsor discord gitter, , ,None
8,862f489edd491dfad5f41c449cc1a777a6a7b1ac,False,sponsor, , ,None
9,975f465c5861030b3b30d09a3c21e4f13f9b9064,False,trying parent loader class, , ,None
10,0ac79f7f05a7f1aefdf66251db3ab0b80bb93aa7,False,readme javalin version, , ,None
11,38e2aa54fc0700329c3e1c4fe14d409c6c905b42,False,jetty, , ,None
12,d3ade3ba9a97446cca9ff739eaa068e9ee2c2fd2,False,simplify declaration staticfiles, , ,None
13,4de228afb2e751e639a7d964ea4adc0ae49f9c2a,False,remove context, , ,None
14,eb1c0ddf958b3b5936ea5ab4acf966da86c28a78,False,multiple params, , ,None
15,d776c2c88785e186d925520f84fad34a6f63e212,False,release plugin iteration prepare maven development, , ,None
16,7cbc2549c7789d8b9f6c74686a6915f7dafdf1e5,False,release plugin prepare javalin maven parent, , ,None
17,2e354355de3402c0c8ce413806b3b74610fd4fea,True,improvement javadoc revert,https://api.github.com/repos/Soundnode/soundnode-app/issues/1303, ,None
18,6ec747f6d51ee1aedfaf5dec47afbc2546f6107c,False,small simplification routingsmall simplification routingcomment review, , ,None
19,090e1c2f118610b038a2be044c0e6dc9cce2f009,False,testtools param change, , ,None
20,fa413dd4499f28331c862737f71191eee67825c5,False,simplify testtools interface, , ,None
21,003191ea24860d76ed960712396267e49eefeb76,False,exception message routing invalid include, , ,None
22,74882374186a1c544204d5b7c351367a78a1bb81,False,throw exception colon routing contains, , ,None
23,acd4c6d23d42aebf90ff5688f98d75e634276529,False,routing based bracket switch parser, , ,None
24,b11d451b2323250a77426f488d5ffa0c4174814f,False,release pretty since print, , ,None
25,e99bb99a0328bd9a669bc8aecf4980e2d5dc5b75,False,build startup together version, , ,None
26,8139a525e0b490ba144777e20f1627756509ba78,False,housekeeping method break service, , ,None
27,6be3262f29072f415bdf91cf4b61f2a37e07b6c1,False,information, , ,None
28,36c5abbaecefa1c42f5988cfb91e675b7e8ea000,False,housekeeping cleanup, , ,None
29,c0fc98d4e1b62343f9742f09b93df78add500dfc,False,housekeeping cleanup, , ,None
30,98e5034c05d846461d4e8210442a1ef34dc5a120,False,housekeeping cleanup handlertype httpcode, , ,None
31,39f390946627f624951d7550b3f725f527f4909b,False,housekeeping cleanup plugin, , ,None
32,ed176e9f141b416f261c376e7a33d9f477902695,False,housekeeping plugin compression cleanup package, , ,None
33,9dde9d6ed4201a577e6878f92964b981ddea4d4a,False,custom small example filter, , ,None
34,340c6a1cf3c5b5260b1361c5a1942adff5bf4fb1,False,asclass bring suffix method context reified, , ,None
