No,Sha,Valid,Message,Issue-url,Tag,Category
0,32bcf757e455ab3b87c9201247b9a6b091d44ea0,True, merge pull request 3257 opennota master syntax improve gooctalerror highlight group,https://api.github.com/repos/fatih/vim-go/issues/3257, ,None
1,9a5ed795a06acf184dea20c029a0a7a9d2da63a6,True, syntax improve gooctalerror highlight group fix 3253,https://api.github.com/repos/fatih/vim-go/issues/3253, ,None
2,d6a58a1ab6e01aed1b08c2c2a831c625748306bf,True, update changelog.md 3058,https://api.github.com/repos/fatih/vim-go/issues/3058, ,None
3,18bf81cdd7a070dfb9667116f099ef6ccd5f8b5b,True, merge pull request 3058 bhcleek lsp show message lsp show message user,https://api.github.com/repos/fatih/vim-go/issues/3058, ,None
4,353d60e771c4bbf213a4eef84b3c10158373310b,True, update changelog.md 3095,https://api.github.com/repos/fatih/vim-go/issues/3095, ,None
5,a3daf1e9912a6e441ec76641ee6aa2fe8ed5222c,True, merge pull request 3095 bhcleek keyify gopath keyify disable gokeyify except gopath mode,https://api.github.com/repos/fatih/vim-go/issues/3095, ,None
6,716569aa4acd9000647224322298308f040176cb,True, update changelog.md 3256,https://api.github.com/repos/fatih/vim-go/issues/3256, ,None
7,c7cab1e95683eb37c9b6c145646eaf15fb2a7171,True, merge pull request 3256 bhcleek debug print call debug add support printing call result,https://api.github.com/repos/fatih/vim-go/issues/3256, ,None
8,a754330d481e2825b32f1d0f3107f7fa8f7c1c60,True, debug add support printing call result add support printing call result debugger call result printed using call similarly delve cli close 3250,https://api.github.com/repos/fatih/vim-go/issues/3250,debugger,None
9,e32b1a46ad5fc1fcb6765ef6150726c0af174c68,True, update changelog.md 3248,https://api.github.com/repos/fatih/vim-go/issues/3248, ,None
10,13108b0e16005abeecbc631022dc81014905a326,True, merge pull request 3248 bhcleek revive lint use revive instead golint,https://api.github.com/repos/fatih/vim-go/issues/3248, ,None
11,4fc88921edd45db0f170a7a487a6f6a32f26cf22,True, merge pull request 3249 mdvthu neovim package instruction,https://api.github.com/repos/fatih/vim-go/issues/3249, ,None
12,b39ad4e10d21cce89855f9b7dace1ede733fa110,True, update changelog.md 3252,https://api.github.com/repos/fatih/vim-go/issues/3252, ,None
13,1d5220bcf2d2cdd8282cd0e350ca2bf149b9b405,True, merge pull request 3252 bhcleek lsp hover doc add go_doc_balloon,https://api.github.com/repos/fatih/vim-go/issues/3252, ,None
14,446b104c06ddbbc2229e5179020541481bc72e21,False, tool remove unneeded substitution balloon message remover unneeded semicolon extraction semicolon seem used gopls hover result singleline property longer relevant signature, , ,None
15,db3b155fb5863a84a67fc891dd16d8b719532ba3,False, lsp optionally include godoc synopsis hover add go_doc_balloon allow godoc synopsis included hover window tool describeballoon used, , ,None
16,ee5cede8a850c7b83e7836bfdb7e824a582148c6,False, lsp comment debug message comment debugging message mistakenly included previous commits, , ,None
17,69113845aa603aa75ef4fef33dded85c19243129,False, neovim package instruction, , ,None
18,57e01d258804fa8a0a2f2e62b33130ecd7d1b57f,True, update changelog.md 3226,https://api.github.com/repos/fatih/vim-go/issues/3226, ,None
19,3770b1517d0c3481fcec24a073a25606dd0747e9,True, merge pull request 3226 bhcleek plugin install module plugin install tool module aware mode,https://api.github.com/repos/fatih/vim-go/issues/3226, ,None
20,68fffcad778db431470ec0817377e49e1d667bf2,False, lint use revive golint, , ,None
21,1cf84930cfa843a8b8e202ebf5627363e79d4e06,False, lint replace golint revive golangci lint linters use revive golangci lint instead golint golint officially deprecated, , ,None
22,edd8c160e54c2861a617777192a48d0a64704192,True, update changelog.md 3241,https://api.github.com/repos/fatih/vim-go/issues/3241,improvement,None
23,749b88280c5f2c5488d96e8146e4372a694f1fe2,True, merge pull request 3244 bhcleek lsp missing lsp hookup noop sendmessage gopls missing,https://api.github.com/repos/fatih/vim-go/issues/3244, ,None
24,e3dae34013972e5019f446c254bd46b9e53930ac,True, lsp hookup noop sendmessage gopls missing fix 3241,https://api.github.com/repos/fatih/vim-go/issues/3241,improvement,None
25,696c4a4ef79fc1fb8f090353cf404df95614ce46,True, update changelog.md 3240,https://api.github.com/repos/fatih/vim-go/issues/3240, ,None
26,dae732c710500c84b1ee90ceda5ce7663983c272,True, merge pull request 3240 bhcleek coverage browser args coverage pas test args,https://api.github.com/repos/fatih/vim-go/issues/3240, ,None
27,e01b041a34e295ad5ae1cf42afd9603bc2c01a62,False, coverage pas test args, , ,None
28,70cd0009f89d8d4ed0e36924e5a3d58f14e88c34,True, merge pull request 3236 bhcleek doc doc remove claim gopls,https://api.github.com/repos/fatih/vim-go/issues/3236, ,None
29,21699ad2219a34f642e2ba82ad66e03665a8045b,False, doc remove claim gopls remove claim gopls return reference across package, , ,None
30,92328dcface63223fc7b0a1a61377e4dcf942582,True, update changelog.md 3231,https://api.github.com/repos/fatih/vim-go/issues/3231,bug,None
31,161bfa587b2f27e97b55e41d9522c7a082824aff,True, merge pull request 3232 bhcleek lsp applytextedit fix lsp fix applytextedits,https://api.github.com/repos/fatih/vim-go/issues/3232, ,None
32,632e6250c8d042672b05b3a90fbcc500b4d7bc80,True, lsp fix applytextedits fix applytextedits correctly calculate prefix replacement text fix 3231,https://api.github.com/repos/fatih/vim-go/issues/3231,bug,None
33,8c883d7f30c220d572177e8ff1d3945f618b492a,True, update changelog.md 3227,https://api.github.com/repos/fatih/vim-go/issues/3227, ,None
34,7f4cb8f8d42b15e19625825075df1c3a6c49d62a,True, merge pull request 3227 bhcleek tool latest plugin install latest release tool,https://api.github.com/repos/fatih/vim-go/issues/3227, ,None
35,3a3848d79dad335b8af73a07133f35a1b85b3e15,True, update changelog.md 3221,https://api.github.com/repos/fatih/vim-go/issues/3221, ,None
36,dd078165dc7af34352025cf429a518e54769f816,True, merge pull request 3221 elagergren spideroak debug register debug add delve register support,https://api.github.com/repos/fatih/vim-go/issues/3221, ,None
37,5705e6df5e8ea2ca59bd33769566bcc26b87db13,False, plugin install latest release tool install latest release tool possible instead latest master branch, , ,None
38,aee6ac57e63d952fa61d148b7716cec844c4203a,False, plugin install tool module aware mode, , ,None
39,a624a502160696a13014a634d8e88c643796a904,True, merge pull request 3225 bhcleek golangci lint golint deprecation sort linting error test,https://api.github.com/repos/fatih/vim-go/issues/3225, ,None
40,1d82a1d97b4ffe3100cbae7caec53dfeb5fd3b03,False, sort linting error test sort linting error test work around non deterministic ordering, , ,None
41,b9122fd9e731d1a7fbee5ea504d8e6aaf55b192f,True, merge pull request 3224 bhcleek gotags update readme,https://api.github.com/repos/fatih/vim-go/issues/3224, ,None
42,94bc71bd5605ff54ccd883560a85f4de078bd3a0,True, merge pull request 3223 bhcleek golangci lint golint deprecation adjust linting error tool change,https://api.github.com/repos/fatih/vim-go/issues/3223, ,None
