No,Sha,Valid,Message,Issue-url,Tag,Category
0,21130c47e9d42cf72ccbdb87910864cd8b2bf7e3,False, prepare v3.1.134.dev, , ,None
1,3cbdac4987ce14a2f180e0828b70ad661f2eb9dd,False, v3.1.133, , ,None
2,6a4f8d4cb045821473cc3634d2a6cd28d9094563,True, merge pull request 3020 ksurl release changelog add changelog link release,https://api.github.com/repos/Flexget/Flexget/issues/3020, ,None
3,be74d38876c32c82c11e97a0b35fb3940a6d203f,False, format link text, , ,None
4,6b1154c7383d1febd86456cb0d2a39e15201f76a,False, change release body changelog link, , ,None
5,79b962ba2a30dbca302380b81e55ce84b6b4594c,False, merge branch develop github.com ksurl flexget release changelog, , ,None
6,6c43d652c283db9ef2109d81323b0cf7a514aef5,False, prepare v3.1.133.dev, , ,None
7,5fbdcb4a0462e27090ff1320f2524195686390a6,False, v3.1.132, , ,None
8,7b3487a94d81239cda1690c484b7bb9ccd400d27,False, fix verbose log message decompress plugin 3071, , ,None
9,ed41e678ac5e5e700cde7c2345b7004d2c1e03ef,False, prepare v3.1.132.dev, , ,None
10,ad5d0c84245d846c55dd4e429da3b15fd5d7c78e,False, v3.1.131, , ,None
11,8307541ea275fcd9cfb8efe23918de49ce18c680,True, merge pull request 2977 modlemac patch change add field from_rtorrent,https://api.github.com/repos/Flexget/Flexget/issues/2977, ,None
12,0d1b4e217e366cb5f708ea7cc7edc854784c5d83,True, merge pull request 3052 karlson2k lostfilm update5 change lostfilm plugin added new mirror,https://api.github.com/repos/Flexget/Flexget/issues/3052, ,None
13,d261bc03900194e388d9869aec41716e1c751048,True, merge pull request 3018 soloam fix letterboxd handle tmdb,https://api.github.com/repos/Flexget/Flexget/issues/3018, ,None
14,37aa9507033c76652d1bc4bfb51d237fa498fb81,False, manually run pip compile, , ,None
15,1a7fe1b71c099349a61c5fb51e9ec2921d74b3e1,True, merge pull request 3061 flexget dependabot pip gitpython 3.1.18 bump gitpython 3.1.17 3.1.18,https://api.github.com/repos/Flexget/Flexget/issues/3061,dependencies,None
16,6181ea244e4217fd1af12b8fe9f3af34e9fc9cf0,True, merge pull request 3059 flexget dependabot pip isort 5.9.1 bump isort 5.8.0 5.9.1,https://api.github.com/repos/Flexget/Flexget/issues/3059,dependencies,None
17,767b28bad90eeb4844553f43a189727191798a1e,False, bump gitpython 3.1.17 3.1.18 bump gitpython http github.com gitpython developer gitpython 3.1.17 3.1.18 release note http github.com gitpython developer gitpython release changelog http github.com gitpython developer gitpython blob main change commits http github.com gitpython developer gitpython compare 3.1.17 ... 3.1.18  updated dependency dependency name gitpython dependency type direct development update type version update semver patch ... signed dependabot bot support github.com, , ,None
18,d9f58378df732f67251bd92b81a2c4f549fe7a80,True, merge pull request 3060 flexget dependabot pip pytest xdist 2.3.0 bump pytest xdist 2.2.1 2.3.0,https://api.github.com/repos/Flexget/Flexget/issues/3060,dependencies,None
