No,Url,Valid,Message,Issue-url,Tag,Category,
0,https://api.github.com/repos/elm/core/commits/65cea00afa0de03d7dda0487d964a305fc3d58e3,FALSE, update set pull, , ,None,
1,https://api.github.com/repos/elm/core/commits/8e99db3fcbb101838c36d534a7be7add6b6d739e,TRUE, use according firefox fix http github.com elm core issue 1081,https://api.github.com/repos/elm/core/issues/1081, ,None,
2,https://api.github.com/repos/elm/core/commits/a6e6ee2982666f2807a6a1446bafdf7a18dd4540,FALSE, delete changelog.md, , ,None,
3,https://api.github.com/repos/elm/core/commits/a30ebe487adfeebcb6470856c8818b82d6472407,TRUE, merge pull request 1087 jfmengels readme import consistency make import prelude consistent,https://api.github.com/repos/elm/core/issues/1087, ,None,
4,https://api.github.com/repos/elm/core/commits/3c28a89db576581b997ab3df0fb4358eeace5128,TRUE, merge pull request 1094 ryan1729 patch replace refernce modby,https://api.github.com/repos/elm/core/issues/1094, ,None,
5,https://api.github.com/repos/elm/core/commits/adb4ce7e51562b6b53393ee9bba6a3f2bd06291b,FALSE, replace refernce modby ran runtime error caused calling basics.modby argument wrong order leading value first argument error link 1.0.0 version page edited http github.com elm core blob 1.0.0 hint 11.md understanding removed language favor remainderby modby given old version page would still around old version elm changing reference modby seems better mentioned issue comment http github.com elm core issue 1034 issuecomment 503159937 remainderby currently return nan instead leading page mention, , ,None,
6,https://api.github.com/repos/elm/core/commits/d1f7e1388cc250ce2b5c47de04d1747982ce625d,FALSE, make import prelude consistent space around imported type make import consistent removing space one , , ,None,
7,https://api.github.com/repos/elm/core/commits/22eefd207e7a63daab215ae497f683ff2319c2ca,FALSE, add newlines get formatting right, , ,None,
8,https://api.github.com/repos/elm/core/commits/ae911cfe7b9c0a610cb65970173c40ad545e336d,FALSE, add newlines get formatting right, , ,None,
9,https://api.github.com/repos/elm/core/commits/84f38891468e8e153fc85a9b63bdafd81b24664e,FALSE, bump 1.0.5 synchronous event fix, , ,None,
10,https://api.github.com/repos/elm/core/commits/6503eaf66f4b0a1cfeab30996f55f8c333d0eaed,FALSE, stop reusing variable pair produced init, , ,None,
11,https://api.github.com/repos/elm/core/commits/ccd61a7047e6b568308485935e6ed557f36c3c43,FALSE, stop shadowing variable name outer scope, , ,None,
12,https://api.github.com/repos/elm/core/commits/1dc9574162798dccb3f5390da289402305c17b16,TRUE, merge pull request 1078 decioferreira fix result variable scope fix missing scope declaration variable,https://api.github.com/repos/elm/core/issues/1078, ,None,
13,https://api.github.com/repos/elm/core/commits/0b753659b9cb8c88f49df237a971fd037fa43f1d,FALSE, fix missing scope declaration variable, , ,None,
14,https://api.github.com/repos/elm/core/commits/866792d8ffb32c36c0df9312931027afc771c878,TRUE, merge pull request 1077 supermario master add workflow set expectation issue pull request,https://api.github.com/repos/elm/core/issues/1077, ,None,
15,https://api.github.com/repos/elm/core/commits/e0a16222e49bae7501f953f516dc8d49e2c23b18,FALSE, add workflow set expectation issue pull request, , ,None,
16,https://api.github.com/repos/elm/core/commits/f88d6a6de98802f5cc2d99dc1a0c2734cc5bdd7b,FALSE, bump fix issue unsafe_comps string.uncons, , ,None,
17,https://api.github.com/repos/elm/core/commits/fdfa57ec5db388a0cb63242cb3bf0dda1a1e3ae7,FALSE, add example sum product fix http github.com elm core pull 1065, , ,None,
18,https://api.github.com/repos/elm/core/commits/bbfb3b1257b4fab0480119186a4c2643af6a6ca2,FALSE, use isnan people use unsafe_comps uglifyjs uglifyjs would convert word word gave different result nan, , ,None,
19,https://api.github.com/repos/elm/core/commits/207361a4566345c41c0ea4e7139cf25aa11d939c,FALSE, bump 1.0.3 bug fix minor documentation improvement, , ,None,
