No,Sha,Valid,Message,Issue-url,Tag,Category
0,4886ae23abaff1f4f1e7f5d15c4f2670a9de54be,False,cache refactor command, , ,None
1,4f8ca2936a85109757fb3225e9d6cf9aae9714e2,False,attachment typingattachment typing nevertyping updateauthored dtrombetttyping chorefetchreply typing choreauthored dtrombett, , ,None
2,690c121aa9575f7b878030229b0fedd56c3a1a87,False,required option command, , ,None
3,c8ca7bfd2c5e7b29e54987a78301e9bdfa4a717b,False,finding invite assert guildauditlog target, , ,None
4,870a0de53c01331c9357df4808fc0979ff17b9a4,False,message, , ,None
5,5e706941fcf2977ac73ed42d3207abe2364f64b1,False,correct definition, , ,None
6,cd47a524afa9cd5af0dfe05d98fa7ab473192bcc,False,patch combine message refactor method, , ,None
7,328501bd8ee343edfd3492f8ba81d5c57006d496,False,readonly property refactor, , ,None
8,07017a9699eecc4af7824ace39dd91e8b689f3c6,False,replace undefined fetchuser stickerauthored enterprise apokalypt, , ,None
9,85865058ed3ab13e3850908a44f9ca81a1c027b9,False,parameter resolveid datamanagerauthored enterprise apokalypt, , ,None
10,1e90be8f7a7290886cbbebc0e6cbe15075dd2fd9,False,colorresolvable readonly tuple, , ,None
11,5addcd15d8e6e151a3c4ad05d0fc567ab6bd6bfd,False,instead single accept array optionresolver refactor, , ,None
12,02f55f09712af5d6a6f67b5ac369b1969801e23f,False,nan, , ,None
13,8ccfd6e07b3208568c495110c80990366637818e,False,exportplease describe merged changeexportedstatus versioning classificationchange tested discordtyping update updating, , ,None
14,54d6a3a0708105acd6a3a709a8e1636d00c81fc8,False,guild stickerauthored spaceeecauthored kyradiscord antonioauthored thatiemsz tiemenauthored frangu kingdgrizzleauthored bannerbombauthored icrawltogoauthored notsugden sugden, , ,None
15,76888e6c1bfcd15e009b021a778ce3c189a04f38,False,update discord chore, , ,None
16,77784aca431709ff3c17095bd06f9e4016fbd11d,False,change option collection array, , ,None
17,8ea04b295da2f499eec23aac239690033dc69313,False,correct identity scope identify update, , ,None
18,63ce065fc3cee478a593cc278e40775dbbcdc6a6,False,change interface const enums refactorrevert constchange interface const enums refactor, , ,None
19,9f039a86798352e360d7e47d62d1b9c011c2ec71,False,createdat guildpreviewauthored spaceeec, , ,None
20,c40c0f934a571c100e4b3aa633a80fe48661d836,False,invite guildchannel fetch specific channel, , ,None
21,f293132345294e33e80866272feaedf2e4a70d45,False,authored notsugden sugden, , ,None
22,4d53d0fd115e3a31e7a431c5dece8fc251c2115d,False,actionsmanager complex refactorauthored cowleyauthored dtrombettauthored vaporoxauthored, , ,None
23,366f3c910a370ff1e184afae054f957db9a98293,False,parameter fetch force instanceauthored almeidx almeida, , ,None
24,ef5ba05996ba45b56dde0f1f624347777b1de0ae,False,message nullable thread, , ,None
25,de384047b302f70b4667c36c8cb5675bcdf96b48,False,apirequest remove mention choreauthored, , ,None
26,5ca97c93515d4dfaa2b4951a020abc000115ed4d,False,remove timer utility client refactor, , ,None
27,f200f14a409a56df5efe788de0ae45fc061bb46d,False,information agent append required additionalauthored frangu kingdgrizzle, , ,None
28,8db6df3d1eb58c542624e875f7da2a848153d11c,False,cachewithlimits option, , ,None
29,576eee8de26bf9e62f5487f6e25e9d5f5eaaa882,False,typing remove refactor cachingauthored dtrombett, , ,None
30,4206e35b2316431c1a009664636dcda85d39fff8,False,conditional client ready typing, , ,None
31,60148c6a78d905719bdd864bee1869dc4bbb041d,False,change return interaction inguild, , ,None
32,a9e7ebd94fa430bfcccdb9fb5250784aee163e31,False,deletemessage apimessage union, , ,None
33,98c60789a2bc38a9939b2493c3e9346eb0a0446e,False,interaction overload function, , ,None
34,1dcad051a835407bc24de3446dbd0ac3c0efeefc,False,revert nested support handling error array, , ,None
35,dee5c83fc0d1147d5b65151a8f91a4a089687a73,False,number convert, , ,None
36,a8984bc68c8ac6be615b8fd50eac667879720ab5,False,remove guild, , ,None
37,d433fe8a0827e6275e2a7ceed537be38411f4f67,False,channel check action, , ,None
38,f72ce7c136cf2dfe31a67b190c00e30ba7d70bfa,False,guildchannel clone, , ,None
39,d6c43a50bd608c233919e6386683c126cf821346,False,reaction partialauthored, , ,None
40,5b6be0cebc4aefd936781dde3c627edfdecebea7,False,channel create overload, , ,None
41,637c8e0fdfb4ce15361646017718c72c3d6af538,False,added presence presenceupdate nullable getterauthored vaporoxauthored, , ,None
42,6301728d35cfdc8b3ea62db5f73298de99a0902a,False,channel refactor change, , ,None
43,b170fb5ce8a487c385b75b92082dff25207832bc,False,example replyauthored dtrombett, , ,None
44,67e9ce46933c6471fad60d38255f19ce4318c7d2,False,component interaction update wording generalize, , ,None
45,c1eaa78ab7cef55f2a4dcb36d0876963d42ef1ec,False,typing, , ,None
46,9cd5e7ed6104e40c038d17456abd0cc4a3778b9e,False,manager refactor rename, , ,None
47,28b5ffb4d67d9b8bae25fc8adfcea7c186ad7e76,False,clientuser nullable shardidclientuser nullable shardidlowercase clientuser consistencyauthored frangu kingdgrizzleauthored frangu kingdgrizzle, , ,None
48,7322547172e2d34bd04ef131db277801fccf7f99,False,unreachable overload fixed, , ,None
49,58bbcd591e01894594dffba8bdafb95c99670fb1,False,optionoptionupdateparam error, , ,None
50,98a5b52d8bb09ccca5c30d6ab583bc72d3f1b6ff,False,unused remove refactor assignment, , ,None
51,4eb3a2a885efd480a953a23c5e5289912364ccd4,False,rename opcode enums moved object refactor, , ,None
52,755c180659c125532fe6f8e33e6c3b56e275311b,False,returned allow fetch guild channel uncachedauthored kyradiscord antonio, , ,None
53,2e078e44883c1ef5f85ef973d61a305ce2a34251,False,change incorrect revert unknownauthored dtrombett, , ,None
54,c0a814fdb35cb1fa7418bb3bdd3cec0a8a130bf5,False,event collector betterauthored kyradiscord antonio, , ,None
55,4c0426c469304d7ce8886ee9397153468fcf6274,False,jsdoc typing create messagepayload fixed several, , ,None
56,ded93feb5759ded880ab0f00ffc2ecffa8516bb9,False,simplify presence presencemanager extend refactorsimplify presence presencemanager extend refactorpresence super style emptyauthoredauthored, , ,None
57,afbd5db404c711fd966122a97ecf63493b35ff15,False,remove presence guildmember refactor nullableclient presenceupdate, , ,None
58,8d9ab741c8037c2f6ca708e1afdc047ae4eb9eba,False,setlocked method threadchannel documentation, , ,None
59,162d89a42fe33ab32dd6081d77fa0b0bc3b9c2f9,False,presence client definition property missing, , ,None
60,93e2c04ec27c44a8c955e576944023dc25075647,False,scope added missing invitescope, , ,None
61,03fe6ee4e4daabebf1bc18be544f482c2a91b0e1,False,notpropertyof utility, , ,None
62,3022b0f5b1bcdd069d52a68994b2befa18d749e4,False,remove intent computed short refactor, , ,None
63,28c57246d1d3cd7a22384ddc7970ab5263a4ace0,False,message failifnotexists clientoptionsauthored, , ,None
64,31d31293d314492562104f02511d4d1e117711f3,False,exportexportremove privatetyping, , ,None
65,34708d6d18f94b5c8d9c582973d057e1f89bfe1f,False,array provided empty value, , ,None
66,1a27f57950d51597f5c642a8c2a680a47df8c7a5,False,remove guildmember lastmessage property refactor, , ,None
67,676118ab0f5cc36cf0fdd7cb897ae68020394778,False,general typing refactor cleanup, , ,None
68,e3d877d542518d0f82c476d921968338a859722b,False,invite cachedmanager manager guild extendauthored spaceeec, , ,None
69,fe5d56c9b11b3e5f05933c6d746237b9f353b392,False,incorrect return teammember fixed, , ,None
70,c6e55216874f1892727db927f55db3de6a1712d8,False,enforce scope generateinvite client passingauthored kyradiscord antonioauthored spaceeec, , ,None
71,9e08b02df2c9b31cfd91eac3ad008dab94855a59,False,managerauthored shubhamparihar ishibiauthored frangu kingdgrizzleauthored notsugden sugdenauthored kyradiscord antonioauthored spaceeecauthored spaceeecauthored icrawltogo icrawl, , ,None
72,c4aa9feee238db453c87cb66e054922a8302c355,False,option extendauthored kyradiscord antonio, , ,None
73,185e37602b0fabf6f06a02886128aead9239c5d9,False,definition library voicevoiceadded paddingauthoredauthored, , ,None
74,a7c6678c7246025c4b358a5396dbacf4a73148ee,False,change refactorchange refactorupdate managerauthoredauthored, , ,None
75,281072be4488cba05f4db6c5cd6c7e3c49a9380f,False,remove unnecessary getter chore, , ,None
76,ab0b3b9a07f5e4987e4f25e41b2a007f2db06322,False,remove structure, , ,None
77,db60e367b4a455ae0055f8d25bd8b42139784c55,False,option required document messagemanager param, , ,None
