sha,message,catetory,matched
e648939f3660f4e1a922311c04c2d348c3d89a3c,"['crash', 'transaction', 'issue']",General,{'crash': 100}
fc6f4c48809cc195e4871b2a08b4629ae8910a69,"['security', 'subdependency', 'vulnerability', 'upgrade']",General,{'security': 100}
4f6832c2e0c83ea3d02b107a8633fa193c24035d,"['toolkit', 'crash', 'fitlers', 'category', 'issue']",General,{'crash': 100}
1a7bef07175b55515006476f9f40c0e9dca2468c,"['budget', 'balanceerror', 'crash', 'preventsfeature', 'ensures']",General,{'crash': 100}
