sha,message,catetory,matched
3466db060f4c2d881aacae9ed9abce4711b17d66,"['crash', 'target']",General,{'crash': 100}
6f55a6e0186d459872b8100b60e31cf0380dafb8,"['swift', 'crash', 'device', 'lookingcrash', 'device', 'lookingcrash', 'betterunknown', 'changelength', 'lowercaseprefix']",General,{'crash': 100}
e0ae5124692d120c6a5469624dbfe10767189602,"['swift', 'version', 'radar', 'xcode', 'crash', 'compiler', 'earlierguardmirrorimage', 'comment', 'workingunknowndevice', 'renamedplease']",General,{'crash': 100}
