sha,message,catetory,matched,labels
edbdd6a3af3fc174455abdc6ac2d22c96e0340ae,"['exception', 'encounter', 'intellij', 'crash', 'sqldelight']",Risky_resource_management,{'crash': 100},
00e2fa7aa8420322429a67e4d46d47177b19c68a,"['fddaeb', 'mergesquare', 'request', 'mergebuild', 'plugin', 'shouldnt', 'crash', 'sqldelight']",Risky_resource_management,{'crash': 100},
285bebe7c293ef57bca5d512872c9bcf2e00e603,"['plugin', 'shouldnt', 'crash', 'sqldelight']",Risky_resource_management,{'crash': 100},
