message,fuzzy
"['composer', 'updateissue', 'newerfossar', 'issue', 'selfoss']",{'issue': 100}
"['composer', 'transcoder', 'revert', 'switchreverts', 'installexecute', 'checkout', 'reset', 'fatal', 'bcffcddeaefa']",{'fatal': 100}
"['support', 'playlist', 'youtube', 'spoutfossar', 'issue', 'selfoss']",{'issue': 100}
"['client', 'parcel', 'upgradecleaner', 'version', 'parcel', 'issue', 'bundler', 'parcel', 'precache', 'target', 'entry', 'issue', 'scope', 'directory', 'asset', 'service', 'parcel', 'bundler', 'point', 'worker']",{'issue': 100}
"['issue', 'phpstan']",{'issue': 100}
"['cloudsmith', 'upload', 'artifactbintray', 'sunset', 'substitutefossar', 'issue', 'selfoss']",{'issue': 100}
"['controller', 'stringify', 'fossar', 'datetimeendpoint', 'viewhelper', 'forgot', 'stringify', 'preprocessentrythough', 'bumpingfossar', 'issue', 'selfoss']",{'issue': 100}
"['client', 'layout', 'article', 'content', 'previouslyheight', 'delay', 'framefossar', 'issue', 'selfoss']",{'issue': 100}
"['buttonclick', 'suffer', 'clickable', 'article', 'level', 'element', 'parent', 'title', 'single', 'handler', 'eventclick', 'behaviour', 'workaround', 'weirder', 'eventfossar', 'issue', 'selfoss']",{'issue': 100}
"['controller', 'return', 'alwaysformat', 'openapi', 'field', 'datetime', 'datetime', 'offsetjavascript', 'valid', 'unableobject', 'datetime', 'convertstrict', 'subset', 'formatparameter', 'updatedsince', 'bumpingdatabase', 'engineincorrect', 'support', 'hyrumfossar', 'issue', 'selfoss']",{'issue': 100}
"['reload', 'navigation', 'entriespagefossar', 'issue']",{'issue': 100}
"['client', 'crash', 'entry', 'invalidinvalid', 'construct', 'constructor', 'suppliedobject', 'stringifyearlyfossar', 'issue', 'selfoss']","{'crash': 100, 'issue': 100}"
"['crash', 'storage', 'helper', 'unableincorrect', 'levelcrash', 'return', 'sincevalue']",{'crash': 100}
"['client', 'jquery', 'upgradefossar', 'issue', 'selfoss']",{'issue': 100}
"['composer', 'updatefossar', 'issue', 'selfoss', 'favicons']",{'issue': 100}
"['client', 'downgrade', 'autoprefixerpostcss', 'requiresparcel', 'issue', 'bundler']",{'issue': 100}
"['double', 'navbar', 'entitylegacy', 'source', 'selfoss', 'double', 'server', 'template', 'fossar', 'ampersand', 'escapingclient', 'compatibility', 'database', 'unescape', 'backwards', 'party', 'value', 'server', 'breakfossar', 'issue', 'selfoss']",{'issue': 100}
"['undefined', 'error', 'arrayconsole', 'applicationignores', 'notice', 'issue', 'level', 'framework', 'fatfree', 'various', 'interactionfossar', 'issue', 'selfoss']",{'issue': 100}
"['client', 'button', 'search', 'keepingfossar', 'issue', 'selfoss']",{'issue': 100}
"['function', 'distros', 'error', 'undefined', 'debian', 'print', 'message', 'default', 'extensionclose', 'issue', 'ssilence', 'selfoss']",{'issue': 100}
"['common', 'injectiondependency', 'spoutloader', 'instance', 'injection', 'fresh', 'spout', 'configuredcreate', 'fresh', 'instance', 'aware', 'createdlogger', 'selfoss', 'instance', 'respectingswitch', 'simplifylevelissue', 'ssilence', 'selfoss']",{'injection': 100}
"['crash', 'spoutloaders', 'exception', 'class']",{'crash': 100}
