sha,message,catetory,matched
acc983338b29f5c3c4ce00529a6a93debe509efb,"['vulnerability', 'security', 'report', 'project']",General,{'security': 100}
0b59725d0a239894647513a0623134d98a7a8bf0,"['bugfix', 'aviod', 'swipe', 'crash']",General,{'crash': 100}
afc01fe98673b1f62508db96532aac2c98881d6c,"['insecure', 'attack', 'implementcommit', 'invalid', 'ignore', 'server']",General,{'insecure': 100}
427813071d2482e9fef32c8627719375e003f757,"['login', 'request', 'vitlibar', 'login', 'crash']",General,{'crash': 100}
6c74b4472969c0d43448400ec80ea39cf7322a89,"['login', 'crash']",General,{'crash': 100}
59d5cff1fed61390b2928d29236314cfc4660674,"['cddda', 'mergepoint', 'request', 'polygon', 'clickhouse', 'possible', 'pointinpolygon', 'setting', 'crash']",General,{'crash': 100}
edce77803f07a29efd32190bc7c3053325894113,"['mergeupdate', 'libpq', 'request', 'kssenii', 'mergepostgresql', 'engine', 'scram', 'authentication', 'crash']",General,{'crash': 100}
ca063c3a7055e4e665eac1115b673a29490b1669,"['efbdbcrequest', 'argument', 'dictget', 'vitlibar', 'crashdictget', 'crash']",General,{'crash': 100}
8b4fabe60ce6aa3c5e62c2bb799ff76a36a71181,"['dictget', 'crash']",General,{'crash': 100}
011ed015fa49c8e1a37f6f103c28def5e637a23f,"['cafee', 'mergerequest', 'startup', 'kitaisreal', 'crashstartup', 'crash']",General,{'crash': 100}
a83e4f7b3ee4c4546f1c2947c3077294b9f42184,"['bccaf', 'mergepatch', 'request', 'karneades', 'mergesmall', 'security', 'changelog']",General,{'security': 100}
4501f4d86d3ef628313e78b345dc6a7bf6cb8890,"['small', 'security', 'changelog']",General,{'security': 100}
caf5e85e410c2ebe42ce272899a1e1ad2f3cd676,"['startup', 'crash']",General,{'crash': 100}
a163453e74bd94a1a2619717ba270990f1c61af7,"['efeee', 'mergeclickhouse', 'request', 'mergeexplain', 'syntax', 'cross', 'crash']",General,{'crash': 100}
194dd91f0ca826861e0cddd4148fade9453ca842,"['syntax', 'cross', 'crash']",General,{'crash': 100}
a73f1b9ebeb6ff885b14e4ce52fab518663e3f6c,"['syntax', 'cross', 'crash']",General,{'crash': 100}
3b0757bb52e33e2e1d96bd1d0a582f4afaa3f45b,"['ccefdaea', 'mergeavogar', 'arrow', 'request', 'mergearrow', 'possible', 'buffer', 'overflow']",Risky_resource_management,{'buffer overflow': 100}
af5d0e24870c0018336ab6dfd8038f57757f36db,"['possible', 'buffer', 'overflow']",Risky_resource_management,{'buffer overflow': 100}
1aff716f18afec2694ad7cc00ed92d283c8da836,"['ffabab', 'mergeclickhouse', 'request', 'virtual', 'crash']",General,{'crash': 100}
110a68b1966b296743a24dca5861b3397ac78d65,"['mergebranch', 'deadlock', 'mappind', 'master']",Risky_resource_management,{'deadlock': 100}
0d3462afc89e4c6c9abceeb307468b44351ae5dd,"['mergedeadlock', 'nikitamikhaylov', 'request', 'thread', 'mergethreadpool', 'deadlock']",Risky_resource_management,{'deadlock': 100}
ab774890d30de7fea9b790d02bdd6419d9250921,"['dacba', 'mergebranch', 'deadlock', 'master', 'thread']",Risky_resource_management,{'deadlock': 100}
19c0f508a3c48d23de9b5b7ed73b84dd95f794ab,"['eaeee', 'mergebranch', 'deadlock', 'mappind', 'master']",Risky_resource_management,{'deadlock': 100}
af1eaea3e545c41adc22989775ca3b221618c253,"['mergeamosbird', 'simdjsonfix', 'request', 'mergealloc', 'simdjson', 'crash']",General,{'crash': 100}
fe6a956499b3f2a077cc759b20c27ae58a2db652,"['simdjson', 'crash']",General,{'crash': 100}
e5cff95cc86abc61a8fe4eb3864cd804d11c5b26,"['usage', 'deadlock']",Risky_resource_management,{'deadlock': 100}
4bb56849b37c625d4810e8ccbc5b7e1b55858088,"['mergeamosbird', 'rowfilterfix', 'request', 'mergeeffect', 'filter', 'policy', 'result', 'empty', 'prewhere', 'crash']",General,{'crash': 100}
44112587d414cb9be64734ad16e52b03e06ad484,"['ecbaaf', 'mergepacket', 'unknown', 'request', 'clickhouse', 'unknown', 'crash']",General,{'crash': 100}
adc103e33891908885ea44bd8e3245f54cc528f6,"['mergerequest', 'excitoon', 'sstscredentials', 'favorite', 'mergeprovider', 'credential', 'insecure']",General,{'insecure': 100}
d59bdfd45d24a9400b02571712318a2ee3ce47ba,"['order', 'inversion', 'deadlock', 'potential', 'threadsanitizergraph', 'order', 'mutex', 'threadclickhouselinux', 'contrib', 'clickhouse', 'libcxxlibcxx', 'contrib', 'clickhouse', 'linuxlinux', 'contrib', 'clickhouse', 'libcxxconst', 'linux', 'interpreter', 'getlock', 'context', 'clickhousegetschedulepool', 'const', 'linux', 'interpreter', 'context', 'clickhouselinux', 'storage', 'xbecda', 'mergetree', 'clickhouseclickhouse', 'startup']",Risky_resource_management,{'deadlock': 100}
a61ae26729c34e31e4ad02c96105e81a1a5db6a7,"['order', 'inversion', 'deadlock', 'potential', 'threadsanitizergraph', 'order', 'mutex', 'threadclickhouselinux', 'contrib', 'clickhouse', 'libcxxlibcxx', 'contrib', 'clickhouse', 'linuxlinux', 'contrib', 'clickhouse', 'libcxxconst', 'linux', 'interpreter', 'getlock', 'context', 'clickhousegetschedulepool', 'const', 'linux', 'interpreter', 'context', 'clickhouselinux', 'storage', 'xbdea', 'mergetree', 'clickhouseclickhouse', 'startup']",Risky_resource_management,{'deadlock': 100}
3056d2c5d1bfb5ad4c8627d45307c01f76d6eaca,"['context', 'shutdown', 'threadsanitizerwrite', 'threadreset', 'linux', 'false', 'optional', 'contrib', 'clickhouse', 'libcxxlinux', 'shutdown', 'interpreter', 'clickhouselinux', 'shutdown', 'interpreter', 'context', 'clickhouseconst', 'linux', 'allocator', 'server', 'vector', 'program', 'clickhouse', 'operatorconst', 'invoke', 'linux', 'common', 'allocator', 'server', 'vector', 'clickhouseconst', 'linux', 'common', 'allocator', 'server', 'vector', 'clickhouseconst', 'xaacb', 'linux', 'allocator', 'server', 'vector', 'program', 'clickhouseclickhouse', 'contrib', 'application', 'linuxlinux', 'server', 'program', 'clickhouse', 'xaabecontrib', 'clickhouse', 'linuxprogram', 'clickhouse', 'linux', 'serverprogram', 'clickhouse', 'linuxwrite', 'thread', 'previous', 'mutexesconst', 'linux', 'false', 'optional', 'contrib', 'clickhouse', 'libcxxconst', 'systemlogs', 'linux', 'optional', 'contrib', 'clickhouse', 'libcxx', 'operatorlinux', 'interpreter', 'context', 'getquerylog', 'clickhouseconst', 'linux', 'interpreter', 'context', 'readbuffer', 'clickhouseconst', 'linux', 'executequery', 'allocator', 'interpreter', 'context', 'clickhouselinux', 'runimpl', 'server', 'tcphandler', 'clickhousetcphandler', 'clickhouse', 'linux', 'servercontrib', 'clickhouse', 'linux', 'startcontrib', 'clickhouse', 'linux', 'xbfeepooledthread', 'linux', 'contrib', 'foundation', 'clickhousenamespace', 'runnableholder', 'linux', 'contrib', 'anonymous', 'foundation', 'clickhouserunnableentry', 'linux', 'threadimpl', 'contrib', 'foundation', 'clickhouselocation', 'block', 'threadxaaae', 'clickhouse', 'operatorlinux', 'memory', 'linux', 'interpreter', 'context', 'clickhouseconst', 'xaaee', 'linux', 'allocator', 'server', 'vector', 'program', 'clickhouseclickhouse', 'contrib', 'application', 'linuxlinux', 'server', 'program', 'clickhouse', 'xaabecontrib', 'clickhouse', 'linuxprogram', 'clickhouse', 'linux', 'serverprogram', 'clickhouse', 'mutexclickhouselinux', 'contrib', 'clickhouse', 'libcxxlibcxx', 'contrib', 'clickhouse', 'linuxclickhouse', 'linux', 'interpreterlinux', 'memory', 'linux', 'interpreter', 'context', 'clickhouseconst', 'xaaee', 'linux', 'allocator', 'server', 'vector', 'program', 'clickhouseclickhouse', 'contrib', 'application', 'linuxlinux', 'server', 'program', 'clickhouse', 'xaabecontrib', 'clickhouse', 'linuxprogram', 'clickhouse', 'linux', 'serverprogram', 'clickhouse', 'tcphandler', 'thread', 'createdxabfb', 'clickhouseclickhouse', 'threadimpl', 'linux', 'releasepolicy', 'startimpl', 'contrib', 'foundation', 'sharedptr', 'runnableclickhouse', 'linux', 'contrib', 'foundation', 'thread', 'runnablepooledthread', 'linux', 'contrib', 'foundation', 'clickhouselinux', 'threadpool', 'contrib', 'foundation', 'clickhouseconst', 'linux', 'allocator', 'xaaef', 'server', 'vector', 'program', 'clickhouseclickhouse', 'contrib', 'application', 'linuxlinux', 'server', 'program', 'clickhouse', 'xaabecontrib', 'clickhouse', 'linuxprogram', 'clickhouse', 'linux', 'serverprogram', 'clickhouse', 'linuxreset', 'linux', 'summary', 'false', 'threadsanitizer', 'optional', 'contrib', 'libcxxsystemlogs', 'deadlock', 'shutdown', 'context']",Risky_resource_management,{'deadlock': 100}
c3a9cbe01c1c07d21cd1f89b31291a194fc21b25,"['cbbad', 'mergetoken', 'overflow', 'request', 'buffer', 'extractor', 'clickhouse', 'mergetoken', 'extractor', 'buffer', 'overflow']",Risky_resource_management,{'buffer overflow': 100}
7db8fcdebd573287fe2b8e9e6dc04cbf4c594526,"['tokenextractor', 'buffer', 'overflow']",Risky_resource_management,{'buffer overflow': 100}
858d1fe5939c3911dca2d6975e102219509d1569,"['function', 'table', 'return', 'wrongmutation', 'deadlock', 'delete', 'table', 'predicate', 'containsfunction', 'table', 'return', 'wrongbuildbetterupdatecluster', 'configalesapin']",Risky_resource_management,{'deadlock': 100}
090e558da4a93741dbe8de5415781fe1951d82c1,"['ebfec', 'mergeavogar', 'deadlock', 'request', 'catboost', 'mergemodel', 'deadlock', 'catboost', 'execution']",Risky_resource_management,{'deadlock': 100}
bf888b7e5f34d95fa0f91183e18f30dc3af22450,"['deadlock', 'catboost', 'execution']",Risky_resource_management,{'deadlock': 100}
092b0b49f02bda79fe21b8ffd1b65b76ab2e51b3,"['socketfoundprocess', 'child', 'detachingprint', 'server', 'literal', 'substr', 'invalidparent', 'major', 'process', 'exportotherwise', 'security', 'descriptorbreach', 'extraaddress', 'clickhouseextra', 'clickhouse']",General,{'security': 100}
289712f19dad24d0a670ec4c07e30ec51269f411,"['mergemultiple', 'request', 'element', 'kitaisreal', 'array', 'crashelement', 'array', 'multiple', 'crash']",General,{'crash': 100}
642c45d769c05421c890e3b9d5b59ecfe1e78964,"['element', 'crash', 'podarray']",General,{'crash': 100}
af2135ef9dc72f16fa4f229b731262c3f0a8bbdc,"['affbda', 'mergeclickhouse', 'request', 'mergemutation', 'deadlock', 'delete', 'table', 'predicate', 'contains']",Risky_resource_management,{'deadlock': 100}
aff86b1da22c29520846a4b67ce3b664c23e3a02,"['mutation', 'deadlock', 'delete', 'table', 'predicate', 'contains']",Risky_resource_management,{'deadlock': 100}
879d9206c1a30eb04a4444cc5a30cf1455089176,"['level', 'security', 'prewhere']",General,{'security': 100}
dcabbc95ed4b4781f82d2667d1d40243bb201d09,"['abeddfe', 'mergefunction', 'source', 'kitaisreal', 'dictionaryfunction', 'source', 'dictionary', 'crash']",General,{'crash': 100}
b2c09f002f592a2bec866ff7e698aa0f0a89ff57,"['function', 'source', 'dictionary', 'crash']",General,{'crash': 100}
ae73600fb0b1b673973199e9213db2b535572458,"['level', 'security', 'refactor']",General,{'security': 100}
