message,fuzzy
"['windowaction', 'issue', 'checkoutaction', 'issue', 'checkout']",{'issue': 100}
"['buggy', 'revert', 'upgradeelectron', 'userland', 'issue', 'builder']",{'issue': 100}
"['removelossless', 'issuecomment', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['release', 'remotewindow', 'issue', 'causedlossless']",{'issue': 100}
"['issue', 'template']",{'issue': 100}
"['template', 'update', 'issue']",{'issue': 100}
"['issue', 'alignment']",{'issue': 100}
"['issue', 'hotkey']",{'issue': 100}
"['removable', 'medium', 'permission']",{'permission': 100}
"['template', 'update', 'issue']",{'issue': 100}
"['disablebuild', 'issue']",{'issue': 100}
"['sandbox', 'issue']",{'issue': 100}
"['minor', 'issue']",{'issue': 100}
"['current', 'length', 'level', 'timeline', 'percentage']",{'length': 100}
"['existingselect', 'format', 'allowextension', 'issue', 'outputconfirm', 'editing']",{'issue': 100}
"['lossless', 'attempt', 'issue']",{'issue': 100}
"['videolossless', 'issue']",{'issue': 100}
"['window', 'titlelossless', 'issue']",{'issue': 100}
"['removedlossless', 'issuecomment', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['frame', 'capturelossless', 'issue']",{'issue': 100}
"['encode', 'filepathlossless', 'issue']",{'issue': 100}
"['supportlossless', 'issue']",{'issue': 100}
"['filenamelossless', 'issue']",{'issue': 100}
"['alternative', 'method', 'developingelectron', 'compile', 'issue']",{'issue': 100}
