message,fuzzy
"['security', 'minimist', 'issue']","{'Security': 100, 'issue': 100}"
"['mergemerge', 'compliance', 'request', 'basic', 'zjhmale', 'optionbasic', 'option', 'issue']",{'issue': 100}
"['basic', 'option', 'issue']",{'issue': 100}
"['template', 'update', 'issue']",{'issue': 100}
"['mergemaster', 'epugh', 'requestcertifi', 'command', 'issue', 'generate', 'magic']",{'issue': 100}
"['command', 'issue', 'certificate', 'generate', 'magic']",{'issue': 100}
"['mergechill', 'update', 'issue', 'security', 'dependency']","{'issue': 100, 'Security': 100}"
"['issue', 'security', 'common', 'packageissue']","{'issue': 100, 'Security': 100}"
"['request', 'template', 'issuetemplate', 'request', 'issue']",{'issue': 100}
"['template', 'request', 'issue']",{'issue': 100}
"['interface', 'issue', 'network', 'style']",{'issue': 100}
