sha,message,catetory,matched,labels
2401ef3e6930c7c5c20c96c1284e97732d9abc8f,"['provider', 'option', 'security', 'tokenprovider', 'option', 'security', 'tokenupdate']",General,{'security': 100},
b3fc731514fa731a1e07832bfa530891130afe6d,"['temporary', 'amazon', 'credential', 'fetch', 'requesttemporaryinclude', 'header', 'security', 'additional', 'tokensignature', 'general', 'request']",General,{'security': 100},
6587e16c303b741b124fb0a17da6f36b70d20434,"['email', 'adapteremail', 'functionaldelivery', 'crash', 'query', 'revert', 'mailgun']",Risky_resource_management,{'crash': 100},
7cbe94821abbb7a15e79f18896763db13154da75,"['security', 'revert']",General,{'security': 100},
833236de531521581679cf0432797069d69c299f,"['security', 'update']",General,{'security': 100},
6459ca057bd4118d62b0d3906cd8ce922cbef00e,"['release', 'securityupdate', 'offscreen', 'addedinteger', 'security', 'propertyarray', 'overflowsecurity', 'default', 'appropriate', 'webview']",General,{'security': 100},
