message,fuzzy
"['offsetof', 'issue']",{'issue': 100}
"['issue', 'finish', 'request', 'product', 'mattt', 'thompson']",{'issue': 100}
"['issue', 'weakification', 'nshashtablecommit', 'reverts']",{'issue': 100}
"['cargobay', 'issue']",{'issue': 100}
"['issue', 'weakification']",{'issue': 100}
"['typedef', 'issue']",{'issue': 100}
"['crash', 'fixedmaybe', 'jailbreak', 'malicious', 'repro', 'crash', 'report']",{'crash': 100}
"['mergeterhechte', 'master', 'request', 'mergereference', 'crash', 'system']",{'crash': 100}
"['issue', 'success', 'reference', 'failure']",{'issue': 100}
"['function', 'static', 'private', 'issue', 'specifier']",{'issue': 100}
"['functionality', 'verification', 'receipt', 'private', 'expose', 'headerfunction', 'couldleast']",{'expose': 100}
"['transaction', 'expose', 'receipt', 'verification']",{'expose': 100}
"['instantiate', 'thread', 'sandbox', 'implementation', 'production', 'client']",{'thread': 100}
"['exception', 'verification', 'receipt', 'message', 'crash', 'failure']",{'crash': 100}
"['framework', 'making', 'optional', 'security']",{'Security': 100}
"['verification', 'implementation', 'receipt', 'initial', 'issue']",{'issue': 100}
"['object', 'issue', 'block', 'condition', 'success', 'crash', 'failure']","{'issue': 100, 'crash': 100}"
"['acceptable', 'content', 'plain', 'apple', 'wrong', 'issue']",{'issue': 100}
