message,fuzzy
"['issue', 'title']",{'issue': 100}
"['template', 'chore', 'issue']",{'issue': 100}
"['template', 'update', 'chore', 'issue']",{'issue': 100}
"['mergedevelop', 'timvisee', 'minor', 'issue']",{'issue': 100}
"['minor', 'issue']",{'issue': 100}
"['issue', 'duplicate', 'command']",{'issue': 100}
"['template', 'update', 'chore', 'issue']",{'issue': 100}
"['template', 'chore', 'issue']",{'issue': 100}
"['davidrios', 'issue', 'tmbundle']",{'issue': 100}
"['mergedevelop', 'crash', 'opacity', 'thanks', 'theme']",{'crash': 100}
"['patch', 'vluzrmos', 'requestknown', 'annotation', 'issue']",{'issue': 100}
"['mergepatch', 'vluzrmos', 'requestknown', 'annotation', 'issue']",{'issue': 100}
"['annotation', 'issue']",{'issue': 100}
"['darker', 'theme', 'color', 'issue', 'update']",{'issue': 100}
"['action', 'asset', 'update', 'overflow']",{'overflow': 100}
