sha,message,catetory,matched
33488fa3bcdf6a11a90740b5d9d47565a7d43a73,"['update', 'reason', 'security', 'pillow']",General,{'security': 100}
23360be322e8ae9b12da8b17b072cf1685f89cb8,"['crash', 'tilelayingtool']",General,{'crash': 100}
d66363bbf44b0a1976b6855736f418d3228cb2e3,"['hygieneevery', 'crash']",General,{'crash': 100}
b4c497af5af6315fd4b0d484a8e79da3c129bb86,"['crash', 'boatbuilder', 'workaround']",General,{'crash': 100}
62f4f056c9cb59f61400ad4eaa45aec22809236b,"['minimap', 'crash']",General,{'crash': 100}
234848c220cafc8df14183360d9ca4472062b8e1,"['crash', 'minimap']",General,{'crash': 100}
61cf8508ebdc7ea818b7e4cfe416c7ec4661eee6,"['crash', 'buildtool', 'causedrecent', 'tracebackextension', 'package', 'updateeventextension', 'package', 'pychancallback', 'kwargsextension', 'package', 'pychaneventextension', 'package', 'pychanextension', 'package', 'pychanreturn', 'kwargsmodule', 'unknown', 'horizonunknown', 'horizonunknown', 'horizonworldunknown', 'horizonunknown', 'horizonmousetools', 'unknown', 'horizonattribute', 'attributeerror', 'nonetype', 'cursor', 'pausehowever', 'problem', 'surfacedrecent', 'tracebackmoduleoptionstart', 'horizon', 'reiner', 'projekte', 'unknownengine', 'horizon', 'reiner', 'projekte', 'unknownengine', 'horizon', 'reiner', 'projekte', 'unknownreiner', 'unknown', 'projekte', 'horizonhorizon', 'reiner', 'projekte', 'mousetools', 'unknowninstancehorizon', 'reiner', 'unknown', 'projekte', 'wrappedattribute', 'attributeerror', 'nonetype', 'objectcheck', 'navigation', 'instance', 'exitedalready', 'callback']",General,{'crash': 100}
0f5b44d26877bedc5f7e7016fcda05c3b918597f,"['crash', 'speed', 'initial', 'anythingdefine', 'valueinstance', 'attribute']",General,{'crash': 100}
fb1db584f8333efb499051ad01364925c96ee2d3,"['animate', 'crash', 'sailorjanexx', 'grafics']",General,{'crash': 100}
fb256e1436ed1cf1858135e8c345bc4df22f8b5b,"['click', 'crash']",General,{'crash': 100}
22c27febb4e30d3bbbe35941d849805aaf3852ad,"['crash', 'issue', 'class', 'unshown']",General,{'crash': 100}
05acbbbcdfe9f5e934067df0b56d1aadac52d3fd,"['crash', 'savegame', 'clickingroute']",General,{'crash': 100}
