message,fuzzy
"['variable', 'integer', 'unbound']",{'integer': 100}
"['stack', 'release']",{'stack': 100}
"['stack', 'badge', 'elastic']",{'stack': 100}
"['stack', 'variantclose']",{'stack': 100}
"['expose', 'logstash']",{'expose': 100}
"['stack', 'update', 'swarmswarm', 'password', 'delay', 'increase', 'setup']",{'stack': 100}
"['information', 'clarify', 'security']",{'Security': 100}
"['incorrect', 'usageclose']",{'incorrect': 100}
"['stack', 'default', 'trial', 'enable', 'featuresoares']",{'stack': 100}
"['stack', 'rename']",{'stack': 100}
"['template', 'github', 'issue']",{'issue': 100}
"['matulko', 'request', 'encodingwindow', 'shell', 'issue', 'script']",{'issue': 100}
"['window', 'shell', 'issue', 'script']",{'issue': 100}
