message,fuzzy
"['overflow', 'screen', 'small', 'setting']",{'overflow': 100}
"['insensitive', 'saveditempane']",{'Sensitive': 90}
"['flickr', 'issue', 'styling', 'setting']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['issue', 'template']",{'issue': 100}
"['overflow', 'console', 'codemirror']",{'overflow': 100}
"['expose', 'window', 'notification', 'alertsservice']",{'expose': 100}
"['issue', 'firefox', 'layout']",{'issue': 100}
"['resource', 'logic', 'generation']",{'generation': 100}
"['permission', 'downloads']",{'permission': 100}
"['permission', 'downloads']",{'permission': 100}
