sha,message,catetory,matched
f87a324633c2a1ebe5de4602a612c85aad34c101,"['crash', 'alternative', 'search', 'source', 'target', 'invalid', 'situation', 'valid', 'source', 'target', 'phantom', 'node', 'edge', 'zero', 'weight', 'heap', 'assertion', 'alternative', 'search', 'code', 'empty', 'heap']",General,{'crash': 100}
3451d1ec8237914b4a598e6f5f82147d5a45bf77,"['lock', 'access', 'object', 'wrap', 'access', 'partway', 'access', 'lead', 'crash']",General,{'crash': 100}
717406043aa5d97480b9872ead743620fd3630f2,"['node', 'binary', 'environment', 'upgrade', 'environment', 'node', 'pull', 'security', 'package', 'dependency', 'node', 'binary', 'downloads', 'http', 'github', 'project', 'osrm', 'osrm', 'backend', 'issue']",General,{'security': 100}
5b2af6ef09d022e82cbf8acecb1f2434dbf9a0e6,"['restore', 'user', 'osmium', 'thread', 'pool', 'instance', 'pool', 'instance', 'reader', 'ctor', 'parameter', 'list', 'potential', 'deadlock', 'pool', 'shutdown']",Risky_resource_management,{'deadlock': 100}
2ed4f6eb0ce89af71c33a5438cfbfd80cfd8f46a,"['suppression', 'libtbb', 'memory', 'leak']",Risky_resource_management,{'memory leak': 100}
43a4e8db12a2da422d9ea9422079e6c1eaaa2262,"['osmium', 'thread', 'pool', 'instance', 'advantage', 'number', 'thread', 'libosmium', 'potential', 'deadlock', 'pool', 'shutdown', 'http', 'github', 'osmcode', 'libosmium', 'pull']",Risky_resource_management,{'deadlock': 100}
23c74af2b5556e4af8284a3d8e7c186f66801a7d,"['crash', 'support', 'code', 'annotation']",General,{'crash': 100}
299d071e9d33f8ab086dfe5991e26d78f6f50ef2,"['asan', 'leak', 'osrm', 'partition', 'osrm', 'partition', 'debug', 'bell', 'whistle', 'verbose', 'error', 'leaksanitizer', 'memory', 'leak', 'direct', 'leak', 'byte', 'object', 'operator', 'long', 'libsanitizer', 'asan', 'xfab', 'libtbb', 'summary', 'byte', 'allocation', 'paste', 'address', 'result', 'echo', 'libtbb', 'xfab', 'llvm', 'symbolizer', 'look', 'finalizer', 'static', 'global', 'dtor', 'optional', 'intel', 'building', 'block', 'intel', 'default', 'intel', 'creates', 'task', 'scheduler', 'time', 'thread', 'task', 'scheduling', 'service', 'destroys', 'thread', 'exit', 'http', 'index', 'reference', 'explicit', 'instanz', 'algorithm', 'global', 'scheduler', 'singleton', 'leak', 'program', 'exit', 'phew']",Risky_resource_management,{'memory leak': 100}
97dcf4eef96cd008386488751a804889112cafe0,"['compiler', 'crash', 'window']",General,{'crash': 100}
6f885b5bdb2d220eb49e7d0fabcd520f56f2b419,"['decfd', 'decfd', 'release', 'update', 'protozero', 'version', 'code', 'system', 'compiles', 'warning', 'buffer', 'overflow', 'release', 'bfab', 'update', 'protozero', 'idset', 'workaround', 'test', 'work', 'system', 'endian', 'endianness', 'test', 'macro', 'subtree', 'libosmium', 'subtree']",Risky_resource_management,{'buffer overflow': 100}
2d13116487dff16b58805b23cbc8a5e64f2b4022,"['memory', 'leak', 'char', 'initialization']",Risky_resource_management,{'memory leak': 100}
3f0f0e306b3c2ee5eada6512c3ce3ab00b1b0460,"['directional', 'destination', 'cucumber', 'test', 'scenario', 'post', 'review', 'comment', 'code', 'refactor', 'possible', 'sceanrios', 'destination', 'code', 'direction', 'backward', 'test', 'changelog', 'store', 'direction', 'taginfo', 'dumb', 'error', 'boolean', 'flag', 'null', 'pointer', 'check', 'null', 'pointer', 'check']",Risky_resource_management,{'null pointer': 100}
fb4834458eb0157c06075c85dca3e791a05d1d6e,"['hard', 'crash', 'datastore']",General,{'crash': 100}
363d2145bdd28f389284855ca0b9618f62271669,"['register', 'node', 'function', 'profile', 'function', 'result', 'node', 'local', 'node', 'warning', 'libosmium', 'location', 'cache', 'location', 'node', 'crash', 'runtime', 'switch', 'libosmium', 'cache', 'work', 'node']",General,{'crash': 100}
51d153a5f717ed2f7d79b818c0bd4c107ac8b716,"['integer', 'overflow']",Risky_resource_management,{'integer overflow': 100}
911427a36114af829415d383444d332d1d865395,"['crash', 'berlin', 'guidance']",General,{'crash': 100}
2e762d05f9e8a112df9c578c6ec32fc32d582f95,"['ensure', 'command', 'line', 'program', 'cucumber', 'test', 'osrm', 'extract', 'crash', 'startup', 'test', 'return', 'exit', 'code', 'zero', 'catch', 'behavior', 'inconsistent', 'command', 'line', 'program']",General,{'crash': 100}
06f2738c03df35d1cad794db71985d57efd72459,"['stricter', 'compiler', 'warning', 'standard', 'compliance', 'default', 'wall', 'wextra', 'pedantic', 'problem', 'wall', 'wextra', 'backward', 'compatibility', 'clang', 'overkill', 'development', 'wunreachable', 'code', 'guard', 'undefined', 'behavior', 'reading', 'unreachable', 'code', 'wstrict', 'overflow', 'compiler', 'warns', 'optimization', 'integer', 'overflow', 'undefined', 'behavior', 'strcpy', 'strncpy', 'cheap', 'useful', 'buffer', 'overflow', 'protection', 'reference', 'http', 'onlinedocs', 'warning', 'option', 'html', 'http', 'fortify', 'http', 'wiki', 'debian']",Risky_resource_management,{'buffer overflow': 100}
4b583e8ce96aae9838d5eb5ab7cdf8fd84a6b5d6,"['insecure', 'rand', 'random', 'number', 'generation', 'coverity', 'issue']",General,{'insecure': 100}
2e5876d488a3c7d299650c3ca0b5a3b5203696e2,"['data', 'race', 'initialization', 'environment', 'rename', 'function', 'name', 'camel', 'case', 'noise']",Risky_resource_management,{'data race': 100}
020d0cfb499024c74361eef783dcaa414e240ee0,"['staticrtree', 'serialization', 'constructor', 'static', 'function', 'clang', 'crash', 'ubuntu', 'lambda', 'expression', 'static', 'member', 'function']",General,{'crash': 100}
885cd05f1abc5b7ff580e5a64abb1de045d6822e,"['data', 'race', 'simplelogger', 'making', 'state', 'indicator']",Risky_resource_management,{'data race': 100}
410120adeea12eba994ad09d9fa27761f15d38f1,"['context', 'memory', 'leak', 'shutdown']",Risky_resource_management,{'memory leak': 100}
de7c56c6bc5388bd706a42af285544099617f81c,"['null', 'pointer', 'nullptrs']",Risky_resource_management,{'null pointer': 100}
