message,fuzzy
"['module', 'angular', 'issue']",{'issue': 100}
"['vulnerability', 'chore', 'audit', 'issue']",{'issue': 100}
"['upgrade', 'angularquote', 'double', 'refactorgoogle', 'quote', 'styleguidegoogle', 'variable', 'refactorpalantir', 'tslint', 'issueunnecessary', 'angular', 'reference', 'deletedupgrade', 'package', 'refactor', 'angularupgrade', 'obsolete', 'angular', 'package', 'dependency', 'insecure']",{'insecure': 100}
"['incorrect', 'function', 'description']",{'incorrect': 100}
"['template', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['exists', 'issue', 'filterby', 'property', 'doesnt']",{'issue': 100}
"['systemjs', 'issue']",{'issue': 100}
"['filterby', 'issue']",{'issue': 100}
"['noimplictany', 'issue']",{'issue': 100}
"['issue', 'slugify']",{'issue': 100}
