message,fuzzy
"['result', 'buffer', 'mysql', 'query']",{'buffer': 100}
"['issue', 'yargs']",{'issue': 100}
"['relation', 'relationid', 'field', 'generation', 'disallow']",{'generation': 100}
"['ignore', 'schema', 'postgis', 'generation', 'table']",{'generation': 100}
"['issue', 'tslint']",{'issue': 100}
"['generation', 'index']",{'generation': 100}
"['generation', 'duplicate', 'field']",{'generation': 100}
"['complex', 'generation', 'manytomany', 'relationshiprelation', 'column']",{'generation': 100}
"['generation', 'strictmode', 'option']",{'generation': 100}
"['sensitive', 'column']",{'Sensitive': 100}
"['relation', 'custom', 'generation', 'manytomany', 'table']",{'generation': 100}
"['relation', 'postgres', 'duplicate', 'generation']",{'generation': 100}
"['current', 'classclass', 'relationid', 'current', 'setting', 'generation', 'decoratorgreat', 'thanks']",{'generation': 100}
"['relation', 'index', 'column', 'proper', 'unique', 'generation']",{'generation': 100}
"['issue', 'problem', 'complex', 'server', 'schema']",{'issue': 100}
"['issue', 'postgres']",{'issue': 100}
"['fatal', 'custom']",{'fatal': 100}
"['column', 'length']",{'length': 100}
"['template', 'index', 'typeorm', 'column', 'generation']",{'generation': 100}
"['generation', 'model']",{'generation': 100}
