message,fuzzy
"['mergeebraminio', 'master', 'request', 'mergeresolve', 'noreferrer', 'issue']",{'issue': 100}
"['store', 'category', 'expose', 'entry']",{'expose': 100}
"['hunterhacker', 'upgrade', 'reason', 'issue', 'performance']",{'issue': 100}
"['thread', 'daemon']",{'thread': 100}
"['filter', 'crash']",{'crash': 100}
"['revamp', 'security']",{'Security': 100}
"['directive', 'issue']",{'issue': 100}
"['available', 'signature', 'documentation', 'class', 'runtime', 'method', 'expose']",{'expose': 100}
"['script', 'groovy', 'issue', 'processor']",{'issue': 100}
"['default', 'thread', 'factory']",{'thread': 100}
"['subtome', 'firefox', 'storage', 'permission', 'local']",{'permission': 100}
"['mergemagefroh', 'request', 'mergeupdate', 'database', 'changelog', 'issue']",{'issue': 100}
"['thread', 'finish']",{'thread': 100}
"['active', 'thread', 'metric']",{'thread': 100}
"['point', 'injection']",{'injection': 100}
"['force', 'moment', 'issue', 'unread', 'reading', 'performance']",{'issue': 100}
"['aktuelles', 'issue']",{'issue': 100}
"['mysql', 'order', 'issue']",{'issue': 100}
"['timezones', 'issue']",{'issue': 100}
"['generation', 'script']",{'generation': 100}
"['quote', 'issue']",{'issue': 100}
"['localization', 'issue']",{'issue': 100}
"['thread', 'update', 'setting', 'database']",{'thread': 100}
"['record', 'thread']",{'thread': 100}
"['thread', 'sleep']",{'thread': 100}
"['cleanup', 'injection']",{'injection': 100}
"['plugin', 'deployment', 'issue', 'openshift']",{'issue': 100}
"['object', 'security', 'return', 'response']",{'Security': 100}
"['overflow', 'entry']",{'overflow': 100}
"['point', 'injection']",{'injection': 100}
"['thread', 'update', 'duplicate']",{'thread': 100}
"['thread', 'update', 'database']",{'thread': 100}
"['thread', 'transaction']",{'thread': 100}
"['length', 'column']",{'length': 100}
"['downgrade', 'firefox', 'click', 'bootstrap', 'issue', 'twitter', 'middle']",{'issue': 100}
"['thread', 'number', 'scale', 'background']",{'thread': 100}
"['reuse', 'session', 'security']",{'Security': 100}
"['thread', 'restarts', 'application']",{'thread': 100}
"['thread', 'admin', 'setting', 'background']",{'thread': 100}
"['sidebar', 'issue']",{'issue': 100}
"['insensitive', 'login']",{'Sensitive': 90}
"['reset', 'length', 'maximum', 'index']",{'length': 100}
"['content', 'empty', 'character', 'issue']",{'issue': 100}
"['generation', 'service']",{'generation': 100}
"['title', 'entity', 'issue']",{'issue': 100}
"['space', 'permgen', 'issue']",{'issue': 100}
"['issue', 'label']",{'issue': 100}
