message,fuzzy
"['truncatetitle', 'wildcards', 'transformation', 'title', 'truncatetitle', 'accessible', 'transformation', 'tolowercase', 'availablereplace', 'function', 'field', 'operation', 'regex', 'title', 'replacement', 'example', 'issue']",{'issue': 100}
"['issue', 'jekyll']",{'issue': 100}
"['tablet', 'attachment', 'issue', 'popup']",{'issue': 100}
"['wildcard', 'issue']",{'issue': 100}
"['extraction', 'issue', 'annotationprevious', 'current', 'right', 'space', 'exclude', 'characterelement', 'contains']",{'issue': 100}
"['mozilla', 'issue']",{'issue': 100}
"['sensitive', 'registry', 'lookupclose']",{'Sensitive': 100}
"['issue', 'watchfolder']",{'issue': 100}
"['mozilla', 'issue']",{'issue': 100}
"['issue', 'annotation']",{'issue': 100}
"['space', 'issue', 'extraction', 'annotation']",{'issue': 100}
"['issue', 'repush']",{'issue': 100}
"['issue', 'certainissuemozilla', 'issuecommit', 'problem', 'solvedmozilla']",{'issue': 100}
"['issue', 'websire', 'opening']",{'issue': 100}
"['search', 'tablet', 'crash']",{'crash': 100}
"['compatibility', 'issue']",{'issue': 100}
"['alert', 'problem', 'suppressingmozilla', 'reportzotero', 'forum', 'thread', 'zotfile']",{'thread': 100}
"['issue', 'functionality', 'automaticallyzotfile', 'discussion', 'detail', 'issue', 'jlegewie']",{'issue': 100}
"['issue', 'extraction', 'annotationannotation', 'simple', 'comparison']",{'issue': 100}
"['persists', 'attempt', 'issue']",{'issue': 100}
