message,fuzzy
"['mergebilibili', 'extractor', 'request', 'mergevideo', 'incorrect', 'extractor', 'quality', 'issue', 'bilibili', 'audio']","{'incorrect': 100, 'issue': 100}"
"['video', 'incorrect', 'extractor', 'quality', 'issue', 'bilibili', 'audioaudio', 'quality', 'issuevideo', 'incorrect']","{'incorrect': 100, 'issue': 100}"
"['mergerequest', 'mergeextractor', 'issue']",{'issue': 100}
"['extractor', 'issue']",{'issue': 100}
"['mergeiawia', 'cookie', 'bilibili', 'requestbilibili', 'extractor', 'cookie', 'issue']",{'issue': 100}
"['bilibili', 'extractor', 'cookie', 'issue']",{'issue': 100}
"['abbeca', 'mergejoeke', 'request', 'mergeextract', 'format', 'issue']",{'issue': 100}
"['extract', 'format', 'issue']",{'issue': 100}
"['mergechinuno', 'master', 'limitlength', 'filename', 'issue']",{'issue': 100}
"['limitlength', 'filename', 'issue']",{'issue': 100}
"['copyright', 'issue']",{'issue': 100}
"['miaopai', 'issue']",{'issue': 100}
"['mergerequest', 'joekyo', 'masterrequest', 'issue']",{'issue': 100}
"['headline', 'issue']",{'issue': 100}
"['request', 'issue']",{'issue': 100}
"['clarity', 'issue']",{'issue': 100}
"['format', 'issue']",{'issue': 100}
