message,fuzzy
"['issue', 'style']",{'issue': 100}
"['audit', 'security']",{'Security': 100}
"['mergemerge', 'issue', 'request', 'lgandeckitestdoubles']",{'issue': 100}
"['apparent', 'issue']",{'issue': 100}
"['standard', 'issue']",{'issue': 100}
"['issue', 'webpack', 'example']",{'issue': 100}
"['doubleobject', 'expose', 'heavy', 'module']",{'expose': 100}
"['issue', 'solvedcallingfilterer', 'function', 'finder', 'everywhere']",{'issue': 100}
"['circular', 'expose', 'structureimplementation']",{'expose': 100}
"['generation', 'changelog', 'automate']",{'generation': 100}
"['expose', 'reset']",{'expose': 100}
"['separate', 'entrypoint', 'global', 'browserify', 'expose']",{'expose': 100}
"['browserify', 'expose', 'global', 'testdouble']",{'expose': 100}
"['global', 'browserify', 'expose']",{'expose': 100}
"['version', 'lifecycle', 'scriptversion', 'access', 'script', 'preversionversion', 'buildwrong', 'version', 'number', 'variableprior', 'version', 'lifecycle', 'buildingaccess', 'script', 'bumpedversion', 'reference', 'correctpostversion', 'generation', 'scriptcommitexecute', 'commitversion', 'purpose', 'indexversion', 'script']",{'generation': 100}
