sha,message,catetory,matched,labels
3f7261d7d9c70118a890d2f08d61d7d44404aa32,"['unavailable', 'crash', 'wayland', 'presentation']",Risky_resource_management,{'crash': 100},
eb01efe0cb9c7a83fcfb052faa8971e9468e3e8c,"['content', 'crash', 'nvfbccontent', 'finish']",Risky_resource_management,{'crash': 100},
d385b49f5fe869ac746f59bcde35fa619af59ed5,"['integer', 'overflow', 'runningavg', 'commoncompute', 'store', 'value', 'receivedouble']",Risky_resource_management,{'integer overflow': 100},
b00c25a822b61c6392a4eea515f1e7837eaf9ad4,"['compilation', 'crash', 'linux', 'commonmacro', 'printtrace', 'empty', 'definescompilation']",Risky_resource_management,{'crash': 100},
54da11a20682923ea53a1ca35e0c547679dc2275,"['propercapture', 'crash', 'interfaceremoval', 'mouse', 'movedstart', 'calledwould', 'invalid', 'cursor', 'mouse', 'memory', 'access']",Risky_resource_management,{'crash': 100},
5ad70ccc4149f540138514497371c3ce88ba41d6,"['generate', 'sigsegv', 'linux', 'crash', 'commongenerate', 'abort', 'insteaddesirable', 'client', 'followingreasondetail', 'inspect', 'stacktrace', 'accessunable', 'sigsegv', 'symbol', 'debug', 'handlerimpossible', 'making', 'driver', 'debug']",Risky_resource_management,{'crash': 100},
7e15ec5e66e6a16c2d0fcdf9c8d528369d8ccd49,"['trace', 'window', 'crash', 'handler', 'stack', 'library', 'dbghelp', 'windowgenerate', 'function', 'trace', 'number', 'stackadvantage']",Risky_resource_management,{'crash': 100},
fa50b7824c6133daeb791203c0bd88ea95475755,"['restart', 'shutdown', 'crash']",Risky_resource_management,{'crash': 100},
dcce288a986f88b8adff99097a57917f6f3cf368,"['deadlock', 'potential']",Risky_resource_management,{'deadlock': 100},
8d5a42c2338308e540fb3673b0075c0c0b14fdc4,"['deadlock', 'potential']",Risky_resource_management,{'deadlock': 100},
94a35a65583c3291c1cd74387394b75bbe564949,"['client', 'buffer', 'buffer', 'overflow']",Risky_resource_management,{'buffer overflow': 100},
86f4256b5a72266ac7e9ba000197747babbd479f,"['texture', 'crash', 'client']",Risky_resource_management,{'crash': 100},
ce9b94e93da817c8ed62efcb4d5fce080ed4a91e,"['config', 'invalid', 'parse', 'crash', 'failure', 'option']",Risky_resource_management,{'crash': 100},
32bd6d96e322271b5b58a4ee1cee05b45e83d1c7,"['linux', 'crash', 'handler']",Risky_resource_management,{'crash': 100},
611216286e463edd463d3aa1efe091c099daed8a,"['initial', 'crash']",Risky_resource_management,{'crash': 100},
8df850023c78d7ca0d3c0e8070cfdb56878a7da5,"['deadlock', 'update']",Risky_resource_management,{'deadlock': 100},
22dcb39adb1be759429e4f5bf86f21f5466c57a5,"['deadlock', 'reinit']",Risky_resource_management,{'deadlock': 100},
4f8fa6e7aad980cf9029e8e946b69da7187f7dd7,"['double', 'crash', 'client']",Risky_resource_management,{'crash': 100},
73a2597c8acc8861b070ee4f51923b5aaaed574b,"['crash', 'release', 'failure']",Risky_resource_management,{'crash': 100},
b8a1743d8fdec2283539851c75f4ac4e6a825172,"['crash', 'command', 'shmfile', 'client']",Risky_resource_management,{'crash': 100},
df5aa13029153bf9711e202cf4e8a6d3ff6f4d4a,"['crash', 'handler']",Risky_resource_management,{'crash': 100},
4829c0413ce2cb16ee6de4c5d93d738a47e5bad3,"['client', 'security']",General,{'security': 100},
01b10b3ee135f5d0486b059aaf546118799dc583,"['background', 'program', 'windowstart', 'intentional', 'nvfbc', 'likelyprevent', 'security']",General,{'security': 100},
1566118ac5865b46e3432238d867357bcf51f3d2,"['cluster', 'marker', 'crash']",Risky_resource_management,{'crash': 100},
6c4c0f1e338c8918df8d1d5ecca76c58e75a88f7,"['crash', 'handler', 'order', 'zoomstart']",Risky_resource_management,{'crash': 100},
02a869bf60d60a3e0b43349a35d8756b6094e345,"['crash', 'animation']",Risky_resource_management,{'crash': 100},
