sha,message,catetory,matched
32776dbb86f79bc106a7629bee67cb46d827e041,"['method', 'instantiation', 'scope', 'implicit', 'lookingtuscope', 'member', 'assumestuscope', 'reset', 'translation', 'function', 'templatemethod', 'trigger', 'crash', 'quitescenario', 'complexscope', 'tuscope', 'ensure', 'explicitlymethod', 'lookup', 'availableexample', 'postedbuild', 'repro', 'minimal']",General,{'crash': 100}
91c0b55f7f11c2852a0be75f1a598a72d26ab0a7,"['crash', 'usingdeclaration', 'aroundhappens', 'assert']",General,{'crash': 100}
8f648796746a30fd48031e05435282654e191b4b,"['target', 'support', 'inline', 'style', 'libclang', 'inline', 'crash', 'clang', 'assemblyincorrect']",General,{'crash': 100}
b46124b1d12a3310103a95df97fb2556700b0a16,"['issue', 'restore', 'default', 'mappinglonger', 'automaticallydefault', 'codedcolumn', 'overrun']",Risky_resource_management,{'overrun': 100}
35c894bc095ca98c9f5fbb352fd463a12b61633e,"['crash', 'clang', 'reportedissue', 'detail', 'includeseems', 'clang', 'tryingincomplete', 'instantiate', 'constructor', 'destructorsinstantiate', 'implicit', 'check', 'explicitlyctors', 'class', 'dtorsdelta', 'changedrevision']",General,{'crash': 100}
