message,fuzzy
"['hyperloop', 'crash', 'defineclasstimob']",{'crash': 100}
"['issue', 'title']",{'issue': 100}
"['issue', 'title']",{'issue': 100}
"['commits', 'action', 'issue', 'update', 'backport']",{'issue': 100}
"['reason', 'print', 'error', 'native', 'stack']",{'stack': 100}
"['crash', 'production']",{'crash': 100}
"['crash', 'android']",{'crash': 100}
"['crash', 'issue', 'tryingtimob']","{'crash': 100, 'issue': 100}"
"['property', 'android', 'event', 'crash', 'settingtimob']",{'crash': 100}
"['property', 'showscontrols', 'videoplayer', 'crash']",{'crash': 100}
"['failure', 'opening', 'scenario', 'dialogerror', 'violation', 'security', 'dialog', 'preventdecryptiontimob']",{'Security': 100}
"['android', 'error', 'remote', 'policy', 'encryption', 'dialogtimob']",{'encryption': 100}
"['textfield', 'issue']",{'issue': 100}
"['method', 'crash', 'documentviewer', 'setannotation', 'causingtimob']",{'crash': 100}
"['update', 'device', 'chore', 'force', 'update', 'device', 'preventargument', 'titanium', 'passeddevice', 'ioslib', 'pattern', 'issue', 'ioslib', 'version', 'couldcause', 'differ', 'issuetimob']",{'issue': 100}
"['issue', 'chore']",{'issue': 100}
"['property', 'android', 'expose', 'hyperloop', 'process', 'builder']",{'expose': 100}
"['error', 'permission', 'object', 'positionchange', 'error', 'dictionary', 'error', 'report', 'locationfalse', 'successunnecessary', 'clean', 'tempmanager']",{'permission': 100}
"['property', 'android', 'expose']",{'expose': 100}
"['property', 'android', 'expose']",{'expose': 100}
"['property', 'accessors', 'expose', 'proxy', 'subclass']",{'expose': 100}
"['detect', 'crash']",{'crash': 100}
"['refactor', 'jscontext', 'tiproxy', 'current', 'instance', 'expose', 'method']",{'expose': 100}
"['krollpromise', 'titaniumkit', 'expose']",{'expose': 100}
"['startup', 'override', 'extra', 'native', 'expose', 'method']",{'expose': 100}
"['refactor', 'android', 'value', 'error', 'generate', 'boolean', 'valueof', 'integer']",{'integer': 100}
"['macos', 'crash']",{'crash': 100}
"['android', 'generation', 'platform', 'guard']",{'generation': 100}
"['remote', 'policy', 'encryption', 'check', 'listingtimob']",{'encryption': 100}
"['method', 'refactor', 'expose']",{'expose': 100}
"['expose', 'nativelytimob']",{'expose': 100}
"['property', 'android', 'tintcolor', 'activetintcolor', 'expose']",{'expose': 100}
"['refactor', 'android', 'storage', 'externalchange', 'android', 'storagetimobproperty', 'androidtimobwrite', 'android', 'storage', 'externalrefactor', 'android', 'permission', 'storage', 'neededtimobandroid', 'comment', 'timob', 'update', 'mathews', 'contactchoudhary', 'lchoudhary', 'lokesh']",{'permission': 100}
"['property', 'crash', 'datetimecolortimob']",{'crash': 100}
"['android', 'generation', 'chore', 'kroll']",{'generation': 100}
"['filter', 'androidwildcard', 'generation', 'constantsuite', 'method', 'property', 'extract', 'partial']",{'generation': 100}
"['multiple', 'crash']",{'crash': 100}
"['android', 'theme', 'appcompat', 'crash']",{'crash': 100}
"['property', 'crash', 'sectioncount', 'tableview']",{'crash': 100}
"['crash', 'audiorecord']",{'crash': 100}
"['crash', 'android']",{'crash': 100}
"['refactor', 'android', 'permission', 'webview', 'storage']",{'permission': 100}
"['spawn', 'error', 'module', 'buffer', 'unziptimob']",{'buffer': 100}
"['mediamodule', 'gaurd', 'issue', 'xcode', 'compile']",{'issue': 100}
"['mediamodule', 'gaurd', 'issue', 'xcode', 'compile']",{'issue': 100}
"['security', 'buildupdate', 'rvagg', 'securityrelease', 'rvaggcommits', 'rvagg', 'comparesupport', 'dependabot']",{'Security': 100}
"['security', 'buildupdate', 'rvagg', 'securityrelease', 'rvaggcommits', 'rvagg', 'comparesupport', 'dependabot']",{'Security': 100}
"['android', 'event', 'clearfunction', 'iterate', 'large', 'hyperloop', 'number', 'projectchance', 'issue', 'clear', 'eventconstant', 'chance', 'callback', 'nexttick']",{'issue': 100}
"['android', 'event', 'clearfunction', 'iterate', 'large', 'hyperloop', 'number', 'projectchance', 'issue', 'clear', 'eventconstant', 'chance', 'callback', 'nexttick']",{'issue': 100}
"['android', 'snapshot', 'generation', 'debug']",{'generation': 100}
"['value', 'buffer']",{'buffer': 100}
"['efficient', 'buffer']",{'buffer': 100}
"['value', 'buffer']",{'buffer': 100}
"['efficient', 'buffer']",{'buffer': 100}
"['major', 'minor', 'version', 'backport', 'integer', 'constantversion', 'minor', 'major', 'constantinteger', 'timob', 'feedback']",{'integer': 100}
"['writefrombuffer', 'event', 'callback', 'length', 'success']",{'length': 100}
"['length', 'success', 'buffer']","{'length': 100, 'buffer': 100}"
"['textfield', 'refactor', 'android', 'keyboard', 'textareakeyboard', 'period', 'current', 'ignores', 'decimal', 'timob', 'allowscomma', 'arabic', 'decimal', 'separator', 'unicode', 'supportemoji', 'filter', 'timobemoji', 'timoballow', 'letter', 'character', 'support', 'excepttextfield', 'false', 'editable', 'timob', 'textarea', 'settingandroid', 'editable', 'issue', 'keyboard', 'bettertimob']",{'issue': 100}
"['vertical', 'layout', 'crash', 'horizontal', 'tableview', 'settingtimob']",{'crash': 100}
"['issue', 'style', 'eslint']",{'issue': 100}
"['common', 'arraybuffer', 'expose']",{'expose': 100}
"['buffer', 'comparison']",{'buffer': 100}
"['clang', 'issue', 'style', 'format']",{'issue': 100}
"['refactor', 'android', 'expose', 'focus', 'internal', 'subclass']",{'expose': 100}
"['android', 'download', 'choreandroid', 'download', 'module', 'prevents', 'macos', 'popups', 'security', 'version', 'moduledescriptor', 'android', 'errorcause', 'android', 'harmless', 'descriptor', 'higherargument', 'output', 'setting', 'restoresoutput', 'androidargument', 'output', 'command', 'failure', 'buildandroid', 'timob', 'mathews', 'contact']",{'Security': 100}
"['expose', 'checkstyle', 'gradle']",{'expose': 100}
"['pythontitanium', 'generation', 'script', 'simplify', 'buildclose', 'timob']",{'generation': 100}
"['flicker', 'issue', 'navigationbar']",{'issue': 100}
