message,fuzzy
"['materia', 'issue', 'theme', 'chore', 'resvg', 'inkscape']",{'issue': 100}
"['length', 'style']",{'length': 100}
"['colorhacky', 'button', 'click', 'lengthy', 'print', 'statementoperatorpylint', 'argument', 'differspace', 'contextdisable', 'callback', 'argument', 'linkedlength', 'adheredtravis', 'forgot', 'conditionvultureargument', 'reference', 'obligatory', 'ignore', 'vulturelinters', 'variable', 'ignorelintershappy', 'travis', 'hopefullydropdown', 'stringyauhen', 'kirylau']",{'length': 92}
"['submodule', 'theme', 'update', 'plugins', 'gresources', 'oomox', 'generation']",{'generation': 100}
"['release', 'chore', 'flatpack', 'packagingproject', 'themix', 'oomox', 'issue']",{'issue': 100}
"['travis', 'issue']",{'issue': 100}
"['mimetypes', 'replacement', 'gradient', 'pluginscolourise', 'issuecomment', 'gusbemacbe', 'issue']",{'issue': 100}
"['gradient', 'update', 'theme', 'plugins', 'support', 'suruplus', 'optionalcolourise', 'gusbemacbe', 'issue']",{'issue': 100}
"['xargs', 'empty', 'packagingcolourise', 'issuecomment', 'gusbemacbe', 'issue']",{'issue': 100}
"['plugins', 'supportcolourise', 'gusbemacbe', 'issue']",{'issue': 100}
"['submodule', 'update', 'chore', 'theme', 'plugins', 'oomox', 'cinnamon', 'generation']",{'generation': 100}
"['theme', 'plugins', 'generation']",{'generation': 100}
"['expose', 'colorscheme', 'refactor', 'class']",{'expose': 100}
"['insensitive', 'chore', 'presets', 'style', 'default']",{'Sensitive': 90}
"['insensitive', 'spinner', 'operation']",{'Sensitive': 90}
"['insensitive', 'style', 'refactor', 'default']",{'Sensitive': 90}
"['materia', 'submodule', 'update', 'chore', 'theme', 'plugins', 'generation']",{'generation': 100}
"['materia', 'terminal', 'theme', 'hotfix', 'color', 'generation']",{'generation': 100}
"['schema', 'color', 'terminal', 'generation']",{'generation': 100}
"['materia', 'theme', 'submodules', 'problem', 'hotfix', 'gnome', 'shell', 'generation']",{'generation': 100}
"['materia', 'theme', 'submodules', 'problem', 'hotfix', 'gnome', 'shell', 'generation']",{'generation': 100}
"['expose', 'theme', 'oomoxify', 'spotify', 'color']",{'expose': 100}
"['generation', 'xresources']",{'generation': 100}
"['wrong', 'ratio', 'decimal', 'integer']",{'integer': 100}
"['field', 'limit', 'length', 'entry', 'colorbreak']",{'length': 100}
"['button', 'insensitive']",{'Sensitive': 90}
"['generation', 'oomoxify', 'colorschemes', 'light']",{'generation': 100}
"['workaround', 'issue', 'redraw', 'color', 'input']",{'issue': 100}
"['chore', 'iconset', 'generation']",{'generation': 100}
"['lotslogs', 'issue']",{'issue': 100}
"['readme', 'issue']",{'issue': 100}
