message,fuzzy
"['small', 'grammar', 'small', 'issue']",{'issue': 100}
"['structure', 'parent', 'foldereasier', 'inclusion', 'structure', 'folderlocal', 'projectwordpress', 'plugin', 'devinvinson', 'boilerplate', 'issue']",{'issue': 100}
"['mergechange', 'chore', 'donnapep', 'class', 'request', 'loaderclass', 'incorrect']",{'incorrect': 100}
"['class', 'incorrect']",{'incorrect': 100}
"['plugin', 'boilerplate', 'issue', 'tommcfarlin']",{'issue': 100}
"['attribute', 'setter', 'injection', 'domain', 'class']",{'injection': 100}
"['injection', 'functionality', 'dependency', 'loader']",{'injection': 100}
"['wordpress', 'plugin', 'embedder', 'andrejpavlovic', 'issue']",{'issue': 100}
"['mergerequest', 'emeraldjava', 'masterwordpress', 'plugin', 'boilerplate', 'issue', 'version']",{'issue': 100}
"['wordpress', 'plugin', 'boilerplate', 'issue', 'reference', 'projectreadme']",{'issue': 100}
"['plugin', 'description', 'update', 'issue']",{'issue': 100}
"['wordpress', 'plugin', 'boilerplate', 'issue', 'version']",{'issue': 100}
"['boilerplate', 'check', 'security']",{'Security': 100}
"['issue', 'statement']",{'issue': 100}
