message,fuzzy
"['level', 'issueissuecomment', 'minimal', 'issue', 'mmistakes', 'mistake']",{'issue': 100}
"['figure', 'helperfigure', 'figure', 'shownevaluatesstatement', 'endifempty', 'blockredundant', 'markdown', 'ignores', 'emptyinside', 'markdown', 'indentationfigure', 'closingempty', 'absence', 'process', 'markdown', 'space', 'separate', 'figure', 'renderedempty', 'space', 'issue', 'simple', 'removedescribedbasic', 'liquid', 'endif', 'hyphen']",{'issue': 100}
"['archive', 'jekyll', 'default', 'front', 'matter', 'applyingarchive', 'jekyll', 'default', 'front', 'matter', 'applyingsourceissuecomment', 'minimal', 'issue', 'mmistakes', 'mistakececddcbbadfe', 'sourcechangelog', 'update', 'history']",{'issue': 100}
"['minimal', 'compatibility', 'issue', 'paginate', 'mmistakes', 'mistake']",{'issue': 100}
"['revert', 'jqueryjquery', 'plugins', 'issue']",{'issue': 100}
"['semantics', 'search', 'inputupdateinput', 'update', 'issue', 'correctupdateissue', 'updateplaceholderfound', 'update', 'liquid', 'mmistakes', 'issueclose']",{'issue': 100}
"['hindi', 'folder', 'unknown', 'mmistakes', 'issue', 'mistake', 'minimal', 'mmistakes', 'request', 'mistake']",{'issue': 100}
"['hindi', 'translation', 'missinghindi', 'unknown', 'mmistakes', 'issue', 'mistake', 'minimal', 'mmistakes', 'request', 'mistake']",{'issue': 100}
"['stack', 'overflow']","{'stack': 100, 'overflow': 100}"
"['customize', 'issue', 'supportutterance', 'comment', 'pathname', 'issue', 'current', 'usingcustomize']",{'issue': 100}
"['parent', 'overflow', 'container', 'tableclose']",{'overflow': 100}
"['attribute', 'missingissuecomment', 'minimal', 'issue', 'mmistakes', 'mistake']",{'issue': 100}
"['clickable', 'featurepseudo', 'element', 'action', 'button', 'entireentire', 'clickable', 'archivepseudo', 'element', 'archive', 'entirechangelog', 'update', 'historyreference', 'issue']",{'issue': 100}
"['issue', 'template']",{'issue': 100}
"['sidebar', 'profile', 'emoji', 'issue', 'fixingauthor', 'sidebar', 'profile', 'emoji', 'issue', 'fixingmmistakes', 'issuedemand', 'style']",{'issue': 100}
"['issue', 'update', 'template']",{'issue': 100}
"['issue', 'update', 'template']",{'issue': 100}
"['consideration', 'status', 'issue']",{'issue': 100}
"['documentation', 'stack', 'update']",{'stack': 100}
"['translation', 'improvetranslation', 'portuguese', 'issue', 'brazilianmenos', 'translation', 'existminuto', 'leituraplural', 'reflect', 'minute', 'minutotalvez', 'gosteprevious', 'subsequent', 'lowercase', 'default', 'capitalization']",{'issue': 100}
"['ellipsis', 'overflow', 'truncate', 'archive', 'title']",{'overflow': 100}
"['index', 'clarify', 'taxonomy', 'generationissuecomment', 'taxonomy', 'generation', 'minimal', 'mmistakes', 'issue', 'clarify', 'mistake', 'index']","{'generation': 100, 'issue': 100}"
"['jekyll', 'clarify', 'archive', 'installedjekyll', 'clarify', 'archive', 'installedissuecomment', 'minimal', 'issue', 'mmistakes', 'mistake']",{'issue': 100}
"['github', 'issue', 'update', 'template']",{'issue': 100}
"['issue', 'indexclose']",{'issue': 100}
"['sidebar', 'viewport', 'scrollbar', 'vertical', 'outsideentire', 'content', 'sidebar', 'masthead', 'overflow', 'approximate', 'height', 'vertical', 'scrollbars']",{'overflow': 100}
"['pagination', 'button', 'issue', 'paddingclose']",{'issue': 100}
"['improper', 'localelevel', 'stack']","{'improper': 100, 'stack': 100}"
"['overflow', 'align', 'bottom', 'block']",{'overflow': 100}
"['github', 'issue', 'template']",{'issue': 100}
"['whitespace', 'issue']",{'issue': 100}
"['author', 'profile', 'minimal', 'issue', 'social', 'mistake', 'medium']",{'issue': 100}
"['author', 'issue', 'updatechangeavoid', 'slows', 'redirect', 'extrayoutube']",{'issue': 100}
"['white', 'markdown', 'space', 'issue']",{'issue': 100}
"['element', 'animation', 'subtle', 'intro', 'issue', 'index']",{'issue': 100}
"['webfonts', 'default', 'custom', 'removeperformance', 'stack', 'system']",{'stack': 100}
"['comment', 'issue', 'disqus']",{'issue': 100}
"['mergemerge', 'kishore', 'request', 'facebook', 'issue']",{'issue': 100}
"['facebook', 'issue']",{'issue': 100}
