message,fuzzy
"['issue', 'elementarditc', 'ardit']",{'issue': 100}
"['issue', 'stale', 'probot']",{'issue': 100}
"['mergemaster', 'chukwuemeka', 'request', 'mergeparent', 'state', 'expose', 'component', 'mouseover']",{'expose': 100}
"['parent', 'state', 'expose', 'component', 'mouseover']",{'expose': 100}
"['faaba', 'mergebranch', 'parent', 'custom', 'class', 'richardxia', 'overflow']",{'overflow': 100}
"['custom', 'class', 'style', 'overflow', 'element']",{'overflow': 100}
"['unable', 'issue']",{'issue': 100}
"['readmelibrary', 'burger', 'issue', 'glance', 'example', 'nameofanimation', 'clear', 'modification']",{'issue': 100}
"['right', 'elastic', 'issue']",{'issue': 100}
"['firefox', 'overflow']",{'overflow': 100}
"['issue', 'webpack']",{'issue': 100}
