message,fuzzy
"['github', 'issue', 'workaround', 'actionissue', 'action', 'runner']",{'issue': 100}
"['documentationworkaround', 'rushstack', 'issue']",{'issue': 100}
"['common', 'calculation', 'suffix', 'length', 'internalise']",{'length': 100}
"['chore', 'issue', 'website', 'linter']",{'issue': 100}
"['stack', 'inplural', 'parser', 'value']",{'stack': 100}
"['jsdoc', 'prepublish', 'travis', 'generation']",{'generation': 100}
"['watchr', 'updatetypechecker', 'bevry', 'watchr', 'issue']",{'issue': 100}
"['issue', 'class', 'runtime']",{'issue': 100}
"['instance', 'runtime', 'multi', 'issue']",{'issue': 100}
"['badcf', 'mergeparser', 'eemeli', 'request', 'mergeplural', 'generation', 'localization']",{'generation': 100}
"['double', 'message', 'string', 'quoteproblem', 'double', 'message', 'generation', 'double']",{'generation': 100}
