sha,message,catetory,matched
3f9b0e36ea75d8edf1de0cbcaf58f0b458842b18,"['enip', 'update', 'ethernet', 'command', 'common', 'packet', 'format', 'security', 'attribute', 'enip', 'dissector', 'object', 'certificate', 'management', 'object', 'attribute', 'size', 'mismatch']",General,{'security': 100}
05e7c6ac596bdbb17b7048d3052fa9e8bd8ee3a2,"['zero', 'duration', 'timescale', 'rare', 'potential', 'memory', 'leak']",Risky_resource_management,{'memory leak': 100}
1f12e1d26707123b5516540ec07f8c77aa437f31,"['json', 'buffer', 'overflow', 'potential', 'buffer', 'overflow', 'issue', 'redesign', 'robust', 'invalid', 'input']",Risky_resource_management,{'buffer overflow': 100}
c8ac8e74070d4ca9eccfc0c3acfde8f067139c18,"['btmesh', 'crash', 'crash', 'callback', 'various', 'format', 'check']",General,{'crash': 100}
32d97e275715c50b904f228ad6f9092b4d85a584,"['memory', 'leak']",Risky_resource_management,{'memory leak': 100}
029a7fcec5c6fc9407bd7f50ad6c3ce79f4d393b,"['proper', 'free', 'function', 'memory', 'leak', 'real', 'leak', 'pinfo', 'pool', 'garbage', 'collector', 'wrong', 'free', 'function', 'explicit', 'free']",Risky_resource_management,{'memory leak': 100}
7bc3a5629e2f9aacfcd771764002abe4166706a8,"['wslog', 'crash', 'custom', 'file']",General,{'crash': 100}
16f5269d545f2756955c2c885225f91b0bc3ed10,"['null', 'pointer', 'dereference']",Risky_resource_management,{'null pointer': 100}
64155132ea001dab7db030df96ce00b90a958277,"['null', 'pointer', 'case', 'parameter', 'invalid', 'software', 'crash', 'example', 'command', 'echo', 'frame', 'byte', 'proto', 'frame', 'sharkd']",Risky_resource_management,{'null pointer': 100}
577282f679d2bf3c4236fe916f8e1ce84c10c12c,"['null', 'dereference', 'ipsec', 'function', 'null', 'pointer', 'argument', 'dereferences', 'available', 'external', 'code', 'pointer', 'local', 'char', 'clang', 'static', 'analyzer']",Risky_resource_management,{'null pointer': 100}
6846271b76dbdf7fa96a904d1bfefeaddceeb66a,"['access', 'control', 'message']",Porous_defenses,{'access control': 100}
31297dbb82da0b3adf5c257398638d9b4da94931,"['ftype', 'protocol', 'crash', 'expert', 'literal', 'ftype', 'protocol', 'component', 'value', 'expert', 'string', 'description', 'string', 'literal', 'display', 'filter', 'protocol', 'null', 'protocol', 'term', 'literal', 'display', 'filter', 'revert', 'crash', 'empty', 'string', 'literal']",General,{'crash': 100}
7f6c5d0137c94bdc9f7b07ee249d1b3cc9396dd9,"['plug', 'memory', 'leak', 'putative', 'number', 'record', 'value', 'number', 'record', 'free', 'private', 'data', 'structure']",Risky_resource_management,{'memory leak': 100}
976ccc9a00d5abd4f1e1a6041378f8cb1292b27e,"['netscaler', 'plug', 'memory', 'leak']",Risky_resource_management,{'memory leak': 100}
618661b22e34a59b21117db723d8ff91e064d4ba,"['plug', 'memory', 'leak', 'data', 'tvbuff']",Risky_resource_management,{'memory leak': 100}
c73ab16bef0c97dd67f03fdfa7063958d1712d8b,"['memory', 'leak', 'switch', 'statement', 'exit', 'loop', 'leak', 'memory', 'loop', 'constant', 'time', 'append', 'loop', 'code', 'clearer', 'human', 'reading', 'code', 'code', 'analyzer', 'reading', 'code']",Risky_resource_management,{'memory leak': 100}
64f3f08702d09f912c2713ec830c91ead242507f,"['profile', 'parser', 'plug', 'memory', 'leak', 'return', 'pointer', 'data', 'need', 'return', 'value']",Risky_resource_management,{'memory leak': 100}
7aa828a98639242cd56a13e5c43922445a4cea57,"['stream', 'plug', 'memory', 'leak']",Risky_resource_management,{'memory leak': 100}
