sha,message,catetory,matched,labels
15d9d18ffa687ef748749d152df1de2527f73e68,"['insecure', 'origin']",General,{'insecure': 100},
1d2975d2532d5709abc8f3814710fa56b9736555,"['libcurl', 'introduce', 'insecure', 'integration', 'option']",General,{'insecure': 100},
d68555d493e038c0b652e4b11b95f7a14ef0cc7a,"['mergebranch', 'screen', 'penetration']",General,{'penetration': 100},
c52f08995f2d2c3d03da4291d0dc5a5721343170,"['mergebranch', 'screen', 'penetration']",General,{'penetration': 100},
d02f1e379c364134e7144ecc8a2a273cebaec9f3,"['dcfeac', 'mergeavoid', 'request', 'mattn', 'crashavoid', 'crash']",Risky_resource_management,{'crash': 100},
9331673dbef920537624b2f20752b4f79ccb678a,"['daffe', 'mergeglslify', 'requestalert', 'address', 'version', 'security']",General,{'security': 100},
7fe5bd3a38c01223061c26d8d092d5da1909c498,"['requeststatic', 'package', 'vulnerability', 'security', 'upgrade']",General,{'security': 100},
0488cef44fa5fe456de36b44e698394de44be104,"['static', 'vulnerability', 'check', 'security', 'glslify']",General,{'security': 100},
9a5ea80cacf9f50cce0b1600da4b5a55596b1011,"['deadlock', 'mutex', 'bugfixtransfernb', 'transfern', 'deadlock', 'attemptedfails', 'thread']",Risky_resource_management,{'deadlock': 100},
