sha,message,catetory,matched,labels
f10c6a975dbe62ddb1fa68db863f0878e3ed4a0a,"['mergemerge', 'checkr', 'package', 'requestpackage', 'security']",General,{'security': 100},
2706bbd67cbf99ec683268ecfbffddc61354ceb9,"['package', 'security']",General,{'security': 100},
4e7ce458069da58f33f0b61a95350db023bdeb9e,"['insecure', 'checkr', 'requestconfig']",General,{'insecure': 100},
