sha,message,catetory,matched
18c126a8a484e632a8d20d90e164877a0d9fea73,"['config', 'default', 'startup', 'crash']",General,{'crash': 100}
2f3c9df010e3cee3e44f8112e9f7f1a10bf3fa46,"['parent', 'system', 'classloader', 'plugin', 'letvphone', 'crash']",General,{'crash': 100}
924e61cd439e6bb1c6be92c572d8cdc11a1459ef,"['android', 'crash', 'notificationandroid', 'notification']",General,{'crash': 100}
87bdd4c2049859852a7472f5365d0ff79c4201bd,"['android', 'crash', 'notificationandroid', 'notification']",General,{'crash': 100}
f59e441a86e8aee18ea488be4d0e9fee9b93438c,"['plugin', 'compat', 'crash']",General,{'crash': 100}
7c95b0da06bca3e8477692f39deb1f2f7fa2232a,"['crash', 'bugfix']",General,{'crash': 100}
b4bf6df0aeb2120210eda573505495e8c0b99a30,"['crash', 'bugfix']",General,{'crash': 100}
