sha,message,catetory,matched,labels
a3da3c32c1e82450114a48d04a2a96021a74aa61,"['confuse', 'cflagsextra', 'number', 'dcddbcadedceda', 'commitdetermine', 'warning', 'configure', 'support', 'addingioctlsort', 'compilationcross', 'compilation', 'incorrectcross', 'formerdifferent', 'cross', 'problemcompiler', 'supportlinuxlinux', 'security', 'qualifier', 'wformat', 'wlogical', 'parameter', 'declaration', 'style', 'externcompare', 'string', 'limit', 'wsign', 'wtype', 'style', 'definition', 'wwriteinclude', 'sysrootcommand', 'error', 'option', 'wemptycommand', 'qualifier', 'error', 'optioncommand', 'wlogical', 'error', 'command', 'parameter', 'error', 'optioncommand', 'declaration', 'style', 'error', 'optionlimit', 'command', 'wtype', 'error', 'optionerrorinsteadinsteadinsteadredirectsubstituteschampheleire']",General,{'security': 100},
9f2980bd2c077be67fbcf680cdb0cb40d342208e,"['integer', 'overflow', 'checkcheck', 'integer', 'overflowsystem']",Risky_resource_management,{'integer overflow': 100},
59281fc8a1f8c996be862f98d6c3812012f2c3db,"['sysentry', 'syscall', 'security', 'nonexistentlinuxlinux']",General,{'security': 100},
4182981f6d025d8e753f3da635df5832c0c6d99d,"['debian', 'security', 'debian', 'advice', 'followhandle', 'enable', 'maximum', 'untrustedpatch', 'waldeck', 'markus']",General,{'security': 100},
b98689ad23d79c4854957255ef9219562b5ef5a6,"['mouse', 'crash', 'instance', 'different', 'buttonilspy', 'icsharpcode', 'issue']",Risky_resource_management,{'crash': 100},
284d88121e72cbe9d85a0b3ce3032c5d2b1d13ab,"['crash', 'avalonedit']",Risky_resource_management,{'crash': 100},
37c974f8e503b72ccbf29acdfba7ef96364844d9,"['crash', 'filename']",Risky_resource_management,{'crash': 100},
7b9c5e0a17c2f76618f06188d48cb048b125bcce,"['support', 'crash', 'virtual', 'caret', 'space']",Risky_resource_management,{'crash': 100},
9ac086a6bcfc936bf038d6c77dbf68866ca2e4ec,"['crash', 'workaround', 'reproduction']",Risky_resource_management,{'crash': 100},
8f869dd6d15d79019700d8314a4ec351ee0834d1,"['machine', 'formatter', 'crash', 'textview', 'reusesharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
f46c73d458b364298621223131931a78526b87cd,"['crash', 'property', 'style', 'valuesharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
c5b46c856bf66b14251165d52c59219cfbbc1cf8,"['crash', 'combinationsharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
32e4f06d30b87840a5cfd30539eb77647289ea9c,"['avalonedit', 'random', 'clipboard', 'crash', 'fixedsharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
abc284b7c206944c5460c0925c6e725aec81ade4,"['crash', 'anchorinline', 'uielement', 'focussharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
e25c15f4633f08984e4687a209ef9e324b1a848d,"['crash', 'visual', 'measuringsharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
5e232f15610fd950c55dd5ec854bc45f3502785c,"['crash', 'splitsplit', 'gridsplittersharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
2eb9da6761abae8610fe5eaf1f1feebf659ba0f2,"['support', 'imementocapablecontrol', 'avalonedit', 'crash', 'focus', 'issue', 'infinitesharpdevelop', 'ccfad', 'trunk', 'cefbc']",Risky_resource_management,{'crash': 100},
8452ab0880f1c07144dbb4fa2e69ec3b99c065d1,"['crash', 'statement', 'broadcast', 'order']",Risky_resource_management,{'crash': 100},
d97c965bd07519d4c17d19404478768cf2a2324d,"['crash', 'plugin', 'attempt']",Risky_resource_management,{'crash': 100},
0814f291f057c295f1fd20ff4106ec370d18d04b,"['transport', 'crash', 'occurs']",Risky_resource_management,{'crash': 100},
1cd53aefd6c3f8372ba66b84d8acf2573fec25d2,"['crash', 'pluginui']",Risky_resource_management,{'crash': 100},
b28d8697bca173f5a5fe7f690091b6157276c7d1,"['silence', 'warning', 'security']",General,{'security': 100},
