sha,message,catetory,matched,labels
9d1a28447fcd94c4c6cbaeb9bcfad7b7e636ffbe,"['crash', 'calledinitialize', 'openalpr', 'library', 'happend', 'threadinitialization', 'libraryissue']",Risky_resource_management,{'crash': 100},
8abb853d187c5b250ace53966baee38023c6f805,"['source', 'deadlock', 'resolution', 'possible', 'symbol']",Risky_resource_management,{'deadlock': 100},
fce2447e7d042ad3f9313716e78cadb91a02e908,"['owner', 'check', 'present', 'crash']",Risky_resource_management,{'crash': 100},
358db2bbdc59775f4bdc06344032d85e8400d7e0,"['intermittent', 'header', 'crash', 'addedintermittent', 'crash']",Risky_resource_management,{'crash': 100},
01682b00eaa8e59c7b645ac99e46106d6136bfab,"['setextraheader', 'crash']",Risky_resource_management,{'crash': 100},
35080e72d04e432db061959d1dff4d165a54dbac,"['crash', 'potential', 'memory']",Risky_resource_management,{'crash': 100},
2e75457a3027663212be199e643c73a9fd419425,"['crash', 'android']",Risky_resource_management,{'crash': 100},
6154222f88fe6702906f34ae213282dc198be32a,"['crash', 'hashmap']",Risky_resource_management,{'crash': 100},
856628553002ba516faea1079b198d49d29fe367,"['javatomcobject', 'converter', 'includemethod', 'parameter', 'converter', 'crash']",Risky_resource_management,{'crash': 100},
1803dacb3cc7dac752141d85a932b2ca64c1e6c3,"['updatejniexport', 'jnicall', 'jobjectincorrect', 'getmethodid', 'parameter', 'crash', 'passedmethod', 'jmethodid', 'getmethodidmethod', 'getmethodid', 'jmethodid', 'object', 'ljava']",Risky_resource_management,{'crash': 100},
8cb9d38d66a0791d91be775498a8c17a3b9fac9e,"['crash', 'parse', 'error']",Risky_resource_management,{'crash': 100},
4751e53d81bc0ffd7ba40c2f2e632b73fb856599,"['crash', 'validator', 'account']",Risky_resource_management,{'crash': 100},
21e4e5812bd807a0408dfe58652e94005281672f,"['string', 'crash', 'empty']",Risky_resource_management,{'crash': 100},
7bddee7c6dec63b889734803510ca39f99e90357,"['crash', 'disconnection']",Risky_resource_management,{'crash': 100},
9fe56188c8547b00bc3f2c99027333914c6ab4d7,"['parse', 'address', 'crash']",Risky_resource_management,{'crash': 100},
f89a13948857907067abb5e80eaa8922a1568435,"['japanese', 'mcdata', 'crash', 'return']",Risky_resource_management,{'crash': 100},
587aa463682393d40e3666f32d5823363ad47a34,"['crash', 'sender']",Risky_resource_management,{'crash': 100},
2809c1d417029074d298e52d61edf7e78e96bc80,"['crash', 'potential']",Risky_resource_management,{'crash': 100},
9f76b56e41d2407c7eea2e01ad756b91d23af4a5,"['crash', 'download', 'message']",Risky_resource_management,{'crash': 100},
bc12979236e6dcd97319aef674dfe63fb7454ad2,"['crash', 'potential']",Risky_resource_management,{'crash': 100},
0480c8997054a8b3ea5537419b8a4f3812bc44f5,"['crash', 'mcindexset']",Risky_resource_management,{'crash': 100},
79253cf925c48e3740f28d75ece8c0a319872678,"['content', 'description', 'crash']",Risky_resource_management,{'crash': 100},
4d26945576b34192b10148df7f1d5879d0448f18,"['recipient', 'crash']",Risky_resource_management,{'crash': 100},
a50dcb62b2101695deb7cdfd10b4f0f3e595d62f,"['crash', 'hassuffix']",Risky_resource_management,{'crash': 100},
657774eaad0802a8e76c48e93c56556c6f2e1593,"['crash', 'forwardheader', 'replyheader']",Risky_resource_management,{'crash': 100},
30b99acbc48498182974aedd4acf8f6c782b2b5b,"['crash', 'empty', 'namespace']",Risky_resource_management,{'crash': 100},
78f82a77e7ce7ee4b0eebd171781458fd2d6dcb4,"['eaadcyellowandy', 'master', 'requestbuilder', 'crash', 'empty', 'message']",Risky_resource_management,{'crash': 100},
7e0aa6dc34bcd39f694caf8ff7605f31d260ac61,"['updateflatten', 'string', 'crash', 'empty']",Risky_resource_management,{'crash': 100},
afab116499d85750b5f26bec8332eebe9d533a31,"['crash', 'progress']",Risky_resource_management,{'crash': 100},
d05199011feb82312749db9e231191dad62bcfac,"['deadlock', 'operationqueue']",Risky_resource_management,{'deadlock': 100},
a6c2d0465b25351689a1b4761f191201275f2b52,"['revert', 'deadlock', 'operationqueuecrash']",Risky_resource_management,{'deadlock': 100},
c4353b9989faac04ad5b2e0e45fb35220123eb9f,"['deadlock', 'operationqueue']",Risky_resource_management,{'deadlock': 100},
387900efaee7609642ad7a46883c7e64afa8a9d9,"['crash', 'session']",Risky_resource_management,{'crash': 100},
6fbe6f212003b97860a23c254e5124f0b2578366,"['crash', 'mailproviders']",Risky_resource_management,{'crash': 100},
fdd156330a09488cd0d970dbdc60bcb299daa79b,"['function', 'crash']",Risky_resource_management,{'crash': 100},
0b9d6179767acf9cb5ef91370492cf3188d38e5a,"['function', 'crash']",Risky_resource_management,{'crash': 100},
7437be6e661b83e5e3af85848c940f9fd2f533de,"['flattenhtml', 'crash']",Risky_resource_management,{'crash': 100},
b79ecc8bc9f0b5de0eee0b4fc79e4e152fb17006,"['crash', 'string']",Risky_resource_management,{'crash': 100},
cd68ceb0f17eca3e6d4acabae448b8d79f735a8d,"['login', 'crash', 'connection']",Risky_resource_management,{'crash': 100},
