message,fuzzy
"['codestyle', 'issue']",{'issue': 100}
"['generate', 'image', 'cachemanager', 'generation']",{'generation': 100}
"['generate', 'image', 'cachemanager', 'generation']",{'generation': 100}
"['mergefbourigault', 'request', 'sprintf', 'placeholder', 'mergeplaceholder', 'sprintf']",{'Sprintf': 100}
"['placeholder', 'sprintf']",{'Sprintf': 100}
"['thrown', 'catch', 'vsprintf']",{'Sprintf': 93}
"['thumbnail', 'generation']",{'generation': 100}
"['referencereference', 'expose']",{'expose': 100}
"['reference', 'expose']",{'expose': 100}
"['changelog', 'updateissuecomment', 'issue']",{'issue': 100}
"['mergerequest', 'injection', 'fpaterno', 'dependency', 'aliasfilter', 'injection', 'dependency', 'manager', 'alias']",{'injection': 100}
"['filter', 'injection', 'dependency', 'manager', 'alias']",{'injection': 100}
"['mergerequest', 'config', 'injection', 'driver', 'mergecustom', 'ability']",{'injection': 100}
"['mergebranch', 'config', 'injection', 'driver']",{'injection': 100}
"['filterset', 'stack']",{'stack': 100}
"['filterset', 'stack']",{'stack': 100}
"['template', 'issuegithub', 'specific', 'issue', 'template']",{'issue': 100}
"['specific', 'documentfeature', 'issue', 'request', 'template']",{'issue': 100}
"['mergerequest', 'locator', 'simplify', 'rpkamp', 'mergelocator', 'loader', 'injection', 'construction', 'dependency']",{'injection': 100}
"['mergefeature', 'robfrawley', 'request', 'cleanupremove', 'travis', 'update', 'legacy', 'injection', 'docblocks', 'dependency', 'compiler', 'general', 'upgrade']",{'injection': 100}
"['mergefeature', 'robfrawley', 'request', 'detect', 'version', 'symfony', 'injection', 'dependency', 'detect', 'kernel']",{'injection': 100}
"['kvdnbergdocumentation', 'issue']",{'issue': 100}
"['image', 'filterservice', 'method', 'filteredcreation', 'image', 'resolvig', 'filteredimage', 'issue', 'image', 'temporal', 'createdimplementation']",{'issue': 100}
"['insecure', 'locator', 'loader', 'version', 'abstract', 'filesystem']",{'insecure': 100}
"['robfrawley', 'request', 'template', 'mergegithub', 'template', 'issue']",{'issue': 100}
"['github', 'template', 'issue']",{'issue': 100}
"['mergearray', 'phpcsfixer', 'request', 'bugfix', 'short', 'mergeremove', 'array', 'issue', 'bugfix', 'minor', 'recent', 'syntax']",{'issue': 100}
"['incorrect', 'bugfix']",{'incorrect': 100}
"['skywinder', 'attempt', 'changelog', 'command', 'followinghiddenissuesimplechangelog', 'duplicate', 'generation']",{'generation': 100}
"['length', 'string']",{'length': 100}
"['updateargument', 'sprintf', 'previous', 'exception']",{'Sprintf': 100}
"['class', 'incorrect', 'usage', 'minimum']",{'incorrect': 100}
"['issue', 'syntax']",{'issue': 100}
"['resolver', 'image', 'webpathresolverclose', 'issue']",{'issue': 100}
"['ffeea', 'mergeissue', 'request', 'image', 'wrong', 'formapro', 'mergeimage', 'wrong', 'issue']",{'issue': 100}
"['resolver', 'expose']",{'expose': 100}
"['rjbijlinset', 'issue', 'documentation', 'filter', 'outbound', 'thumbnail']",{'issue': 100}
"['inset', 'issue', 'documentation', 'filter', 'outbound', 'thumbnail']",{'issue': 100}
"['mergekingcrunch', 'request', 'permission', 'foldermkdir', 'umask']",{'permission': 100}
"['ensure', 'subfolders', 'permission', 'folder']",{'permission': 100}
"['mergerequest', 'kevarch', 'cache', 'directory', 'permission', 'configuration', 'parameter']",{'permission': 100}
"['config', 'cache', 'parameter', 'permission']",{'permission': 100}
"['cfbcarequest', 'havvg', 'masterfilesystem', 'basepath', 'resolver', 'injection']",{'injection': 100}
"['filesystem', 'basepath', 'resolver', 'injection']",{'injection': 100}
"['issue', 'cache', 'image', 'clearer']",{'issue': 100}
"['mergeorigin', 'issue', 'remote', 'master', 'trackingconflictconfig', 'resource']",{'issue': 100}
"['issue', 'security', 'avalanche']","{'issue': 100, 'Security': 100}"
"['resolver', 'injection', 'class', 'cachemanager', 'abstract']",{'injection': 100}
"['issue', 'cache', 'helper', 'template', 'cachemanager', 'common', 'layer']",{'issue': 100}
"['cache', 'notice', 'baseurl', 'check', 'generation']",{'generation': 100}
