message,fuzzy
"['update', 'template', 'issue']",{'issue': 100}
"['update', 'template', 'template', 'issue']",{'issue': 100}
"['mergemerge', 'issue', 'request', 'gabrielfinclose']",{'issue': 100}
"['security', 'warning']",{'Security': 100}
"['updatebuild', 'issue', 'fixingbuild', 'travis']",{'issue': 100}
"['issue', 'fixedclose']",{'issue': 100}
"['template', 'issue']",{'issue': 100}
"['issue', 'timingclose']",{'issue': 100}
"['issue', 'adsbypasser', 'ticket']",{'issue': 100}
"['issue', 'adsbypasser', 'ticket']",{'issue': 100}
"['query', 'incorrect']",{'incorrect': 100}
"['expose', 'option', 'referer']",{'expose': 100}
"['query', 'incorrect']",{'incorrect': 100}
"['injection', 'config']",{'injection': 100}
