message,fuzzy
"['detection', 'intermediate', 'configurationinsteadsince', 'cipher', 'server', 'order']",{'cipher': 100}
"['mergespace', 'request', 'tomato', 'mergespace', 'support', 'openssl']",{'OpenSSL': 100}
"['space', 'support', 'openssl']",{'OpenSSL': 100}
"['mergecastillar', 'master', 'request', 'mergeproxy', 'cipherscan', 'option', 'openssl']",{'OpenSSL': 100}
"['update', 'version', 'message', 'openssl']",{'OpenSSL': 100}
"['proxy', 'cipherscan', 'option', 'openssl']",{'OpenSSL': 100}
"['check', 'cipher', 'openssl', 'update', 'regexp', 'variant', 'suite']","{'cipher': 100, 'OpenSSL': 100}"
"['update', 'binary', 'openssl']",{'OpenSSL': 100}
"['weakest', 'cipher', 'report', 'statistic']",{'cipher': 100}
"['cipher', 'differentconnection', 'usefulstatistic']",{'cipher': 100}
"['fallback', 'local', 'issue', 'recommendation', 'error', 'urllib']",{'issue': 100}
"['update', 'openssl', 'binary', 'linux']",{'OpenSSL': 100}
"['detect', 'ecdsa', 'keysizeecdsa', 'transition', 'cipher', 'rathercertificate', 'signature', 'ecdsasmall']",{'cipher': 100}
"['mergerequest', 'petermosmans', 'mergefallback', 'openssl', 'default']",{'OpenSSL': 100}
"['openssl', 'default']",{'OpenSSL': 100}
"['option', 'message', 'openssloption', 'useful', 'example', 'openssl']",{'OpenSSL': 100}
"['mergerequest', 'tomato', 'custom', 'openssl', 'mergeconfig', 'custom', 'incompatibility', 'openssl']",{'OpenSSL': 100}
"['exchangeselectable', 'signature', 'algorithm', 'checkwhatever', 'server', 'willing', 'honour', 'client', 'performselectionsigalgs', 'necessary', 'cipher']",{'cipher': 100}
"['fallback', 'warning', 'openssl', 'version', 'stderr']",{'OpenSSL': 100}
"['string', 'array', 'cipher', 'cache', 'result']",{'cipher': 100}
"['mergemaster', 'kenoh', 'request', 'mergeissue', 'incorrect', 'string', 'concatenation']",{'incorrect': 100}
"['refuse', 'argumentprevents', 'detects', 'category', 'specificcommand', 'cipherscan', 'option', 'incomplete', 'openssl', 'resulttarget', 'option', 'cipherscan']",{'OpenSSL': 100}
"['valid', 'binary', 'opensslbinary', 'catch', 'openssl', 'wrong', 'instance', 'selectedneither', 'darwin', 'uname']",{'OpenSSL': 100}
"['simple', 'favorcheck', 'simple', 'function', 'performcommand', 'output', 'openssl', 'iteratingstartup', 'output']",{'OpenSSL': 100}
"['reindent', 'curve', 'cipher', 'format']",{'cipher': 100}
"['issue', 'incorrect', 'string', 'concatenation']","{'issue': 100, 'incorrect': 100}"
"['possible', 'openssl']",{'OpenSSL': 100}
"['support', 'cipher']",{'cipher': 100}
"['multiple', 'server', 'client', 'cipher', 'limit']",{'cipher': 100}
"['firefox', 'cipher', 'setting']",{'cipher': 100}
"['count', 'cipher', 'grade']",{'cipher': 100}
"['detection', 'cipher', 'grade', 'statsgrade', 'explanatory', 'exportavailable', 'secureexport', 'version', 'grade']",{'cipher': 100}
