message,fuzzy
"['security', 'chore', 'install', 'upgrade', 'typedoc']",{'Security': 100}
"['release', 'chorecompare', 'panzoom', 'timmywilcommit', 'timmywil', 'issue', 'panzoom', 'window', 'check', 'document']",{'issue': 100}
"['release', 'chorecompare', 'panzoom', 'timmywilfeaturecommit', 'option', 'timmywil', 'issue', 'close', 'eeaeedfabdbfa', 'panzoom', 'method', 'nobindrevertscommit', 'revert', 'unnecessary', 'panzoom', 'declaration', 'window', 'bddcfaceeddbce']",{'issue': 100}
"['release', 'chorecompare', 'panzoom', 'timmywilfeaturecommit', 'expose', 'timmywil', 'edfac', 'browser', 'issue', 'close', 'panzoom', 'current', 'eventtouch', 'option', 'timmywil', 'issue', 'action', 'touchaction', 'setting', 'style', 'panzoom', 'close', 'aebbaabeeaeaac']","{'expose': 100, 'issue': 100}"
"['current', 'expose', 'event', 'browser']",{'expose': 100}
"['release', 'chorecompare', 'panzoom', 'timmywil', 'package', 'prettier', 'panzoom', 'upgradecommit', 'timmywil', 'panzoomobject', 'issue', 'panzoomoptions']",{'issue': 100}
"['github', 'issue', 'update', 'chore', 'template']",{'issue': 100}
"['release', 'chorecompare', 'panzoom', 'timmywilcommit', 'option', 'timmywil', 'reset', 'issue', 'close', 'panzoom', 'febefaacfcaacb', 'ignorecommit', 'option', 'disablepan', 'timmywil', 'issue', 'setoptions']",{'issue': 100}
"['release', 'chorecompare', 'panzoom', 'timmywilconstrainxy', 'aecaaaadeaa', 'timmywil', 'issue', 'scale', 'panzoom', 'containcommit', 'width', 'firefox', 'timmywil', 'border', 'retrieval', 'dfacaccbeb', 'panzoomtouch', 'ccbdafbcdbdcca', 'timmywil', 'mouse', 'issue', 'fallback', 'panzoom', 'eventcommit', 'timmywil', 'issue', 'pointer', 'close', 'panzoom', 'panzoomend', 'eventcommit', 'descendent', 'timmywil', 'exclude', 'issue', 'handledown', 'parent', 'close', 'panzoomcommit', 'timmywil', 'issue', 'state', 'pointer', 'regardless', 'close', 'baaadceebba', 'handleupsettransform', 'option', 'timmywil', 'reset', 'adbbe', 'panzoom', 'adbbefdcafefdbcommit', 'option', 'timmywil', 'setoptions', 'cursor', 'style', 'panzoomcommit', 'setstyle', 'panzoom', 'paramcommit', 'timmywil', 'border', 'element', 'feabebbbddfffcd', 'panzoom', 'accountcommit', 'timmywil', 'issue', 'dimension', 'ccfcecdccdd', 'constrain', 'containment', 'timmywil', 'issue', 'scale', 'timmywil', 'functionality', 'basic', 'effbacfbffadfb', 'panzoom', 'panningcommit', 'timmywil', 'clean', 'release', 'semantic', 'slate', 'panzoom', 'abebefedfbefbecommit', 'timmywil', 'origin', 'panzoom', 'transform', 'switch', 'defaultcommit', 'option', 'timmywil', 'edfdceceeaadbc', 'panzoom', 'timmywil', 'custom', 'issue', 'panzoom', 'event', 'ccdeefdffcdchange', 'option', 'timmywil', 'exclude', 'issue', 'excludeclass', 'panzoom', 'clickableclasscommit', 'option', 'timmywil', 'issue', 'close', 'panzoom', 'afffebeadade', 'eventcommit', 'option', 'timmywil', 'issue', 'parent', 'close', 'panzoom', 'override', 'overflowcommit', 'timmywil', 'issue', 'ceffbfcdffa', 'panzoom', 'option', 'timmywil', 'transforms', 'transition', 'panzoomcommit', 'option', 'timmywil', 'panzoom', 'containcommit', 'option', 'timmywil', 'ccdbfdadce', 'panzoomcommit', 'baafcebffff', 'force', 'option', 'timmywil', 'issue', 'point', 'timmywil', 'focal', 'matrix', 'panzoom', 'timmywil', 'pinch', 'pointer', 'panzoom', 'eventimprovement', 'performancepassive', 'timmywil', 'ffbaffdbfdfbff', 'panzoom', 'listenerchange', 'breakinglibrary', 'panzoom', 'complete', 'rewritestandardplugin']",{'issue': 100}
"['parent', 'option', 'override', 'overflow']",{'overflow': 100}
"['github', 'issue']",{'issue': 100}
"['issue', 'lodash', 'mocha', 'grunt', 'kmiyashiro']",{'issue': 100}
"['expose', 'element', 'dimension', 'parent', 'resetdimensions', 'method', 'whenever']",{'expose': 100}
"['increment', 'issue']",{'issue': 100}
"['expose', 'option', 'transform', 'gettransform']",{'expose': 100}
