message,fuzzy
"['automatic', 'buffer']",{'buffer': 100}
"['buffer', 'liveness', 'check']",{'buffer': 100}
"['mergemaster', 'request', 'rogerthatrevert', 'issue', 'source', 'indent']",{'issue': 100}
"['revert', 'issue', 'source', 'indent', 'beginningreverts']",{'issue': 100}
"['readme', 'issue', 'window', 'updatedalways', 'window', 'install', 'variable', 'directory']",{'issue': 100}
"['previous', 'incorrect', 'methoddiscard', 'printf', 'synctex', 'stdout']",{'incorrect': 100}
"['incorrect', 'return', 'autobuild', 'value']",{'incorrect': 100}
"['buffer', 'check', 'minor', 'incompatible']",{'buffer': 100}
"['incorrect', 'position', 'offset', 'annot']",{'incorrect': 100}
"['decryption', 'virtual', 'workaround']",{'encryption': 90}
"['decryption', 'interactive', 'support']",{'encryption': 90}
"['library', 'partyremove', 'library', 'packagetherefore', 'bundle', 'reason', 'melpacause', 'librarypeople', 'issue', 'package', 'submodules', 'install']",{'issue': 100}
"['revert', 'handlingrevert', 'removeclose', 'document', 'functionremove', 'content', 'functionrevert', 'thing', 'close', 'buffer', 'minor', 'midnightrevert', 'option']",{'buffer': 100}
"['minor', 'issue', 'commentstate']",{'issue': 100}
"['region', 'setting', 'issue', 'mouse', 'region']",{'issue': 100}
"['usingdocument', 'buffer']",{'buffer': 100}
"['buffer', 'occurnormalize']",{'buffer': 100}
"['buffer', 'improvedclose']",{'buffer': 100}
"['enablecheck', 'install', 'buffer', 'alreadyavoids']",{'buffer': 100}
"['buffer', 'ibuffer', 'check']",{'buffer': 92}
"['buffer', 'improvedclose', 'documentbuffer']",{'buffer': 100}
"['addes', 'ability', 'locallocalserver', 'localbatch', 'local', 'query', 'buffer', 'functionserver', 'local']",{'buffer': 100}
"['mergebuffer', 'request', 'revert', 'mergeallow', 'revert', 'buffer', 'function']",{'buffer': 100}
"['buffer', 'revert', 'functionbuffer', 'revert']",{'buffer': 100}
"['revert', 'buffer', 'functiondefault', 'revert', 'functionrecursion', 'revert', 'setting', 'buffer', 'infinitebuffer', 'revert']",{'buffer': 100}
"['validate', 'optionalcheck', 'addannot', 'buffer']",{'buffer': 100}
"['buffer', 'displaybuffer', 'display']",{'buffer': 100}
"['improper', 'creationannotation', 'annotannotation', 'annot']",{'improper': 100}
"['clear', 'therercache', 'clearcheck', 'cache', 'clear', 'buffer']",{'buffer': 100}
"['activatingcheck', 'install', 'buffer']",{'buffer': 100}
"['buffer', 'annot']",{'buffer': 100}
"['minor', 'buffer', 'assert', 'prefetch']",{'buffer': 100}
"['cache', 'buffer', 'delete', 'filename', 'directory']",{'buffer': 100}
"['buffer', 'local', 'single']",{'buffer': 100}
