sha,message,catetory,matched,labels
22b533053130d89e9f10bc4a7ab081f9fa421a86,"['security', 'mirror', 'impersonate', 'privilege']",General,{'security': 100},
d7b70a3570bcf798565910ae6d30b26d62c8a307,"['mergeoption', 'request', 'impersonateoption', 'security', 'impersonate']",General,{'security': 100},
db49bf0fbd6b27fda4aadf6699ec28fd4c1a1865,"['option', 'security', 'impersonatealways', 'operation', 'security', 'impersonate', 'right', 'caller', 'access']",General,{'security': 100},
0e159e37d28d44828210d72b34d736ccd43933d5,"['mergerequest', 'invalid', 'mergeensure', 'security', 'mirror', 'length', 'descriptor']",General,{'security': 100},
d9258c6d971f5605bf7b456cfb44e2efb3d03b2c,"['ensure', 'security', 'mirror', 'length', 'descriptorsuccess', 'parameter', 'ensure', 'function', 'output', 'length', 'return']",General,{'security': 100},
18b9df1958a126a07edb865197b2aef0fdf953eb,"['driver', 'cygwin', 'issue', 'crash']",Risky_resource_management,{'crash': 100},
65c9c03a50eced4b0f33177758fc55d464f402ac,"['concurrent', 'exclusiveccflushcacheblock', 'control', 'ccflushcache', 'deadlock', 'leadingconcrete', 'windbg', 'session', 'evidence', 'pleaseresource', 'resource', 'xffffaaccbc', 'ownedcount', 'contentionffffaacadfc', 'ffffaacfc', 'threadaccess', 'resource', 'exclusivelycount', 'contentionffffaacabbe', 'ffffaacfc', 'threadaccess', 'totalffffaacadfcimplicit', 'cadfc', 'ffffaa', 'threadstack', 'reset', 'context', 'traceretaddr', 'childfffff', 'ffffbb', 'baccdc', 'kiswapcontextfffff', 'ffffbb', 'kiswapthreadfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbb', 'mmflushsectionfffff', 'ffffbbffffff', 'ffffbb', 'ccflushcacheffffff', 'ffffbb', 'acbbcffffff', 'ffffbbffffff', 'ffffbbffffff', 'fltmgr', 'ffffbbfffff', 'fltmgr', 'ffffbb', 'fltpdispatchfffff', 'ffffbbbbdfc', 'fffff', 'ffffbb', 'ntreadfileffffbbffffff', 'ffffbb', 'acbbcxffffaa', 'ffffbb', 'structffffaacfcimplicit', 'ffffaa', 'threadstack', 'reset', 'context', 'traceretaddr', 'childfffff', 'ffffbb', 'baccdc', 'kiswapcontextfffff', 'ffffbb', 'kiswapthreadfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbbfffff', 'ffffbb', 'mmflushsectionfffff', 'ffffbbffffff', 'ffffbb', 'ccflushcacheffffff', 'ffffbbffffff', 'ffffbbffffff', 'ffffbbffffff', 'fltmgr', 'ffffbbbeafc', 'fffff', 'fltmgr', 'fltpdispatch', 'ffffbbfffff', 'ffffbb', 'iopclosefilefffff', 'ffffbbbbdfc', 'fffff', 'ffffbb', 'ntcloseffffbbceeefffffff', 'ffffbbxffffaa', 'struct']",Risky_resource_management,{'deadlock': 100},
1639c0f2a569bb6d44653c3b1f08cab8ecf2e95b,"['deeba', 'mergekerbox', 'master', 'request', 'mergedescriptor', 'security', 'align', 'boundary']",General,{'security': 100},
3e5403cc649d7afe02efc9dca6abd11ae6fd8440,"['descriptor', 'security', 'align', 'boundary']",General,{'security': 100},
3babcb0f362a48a8942f6003282a7539bfe982a8,"['mergekerbox', 'master', 'request', 'mergecheck', 'security', 'descriptor', 'double']",General,{'security': 100},
1121f48ff7ad5a956f7e7bdd670a736edbec81b9,"['querysecurity', 'success', 'check', 'security', 'descriptor', 'double']",General,{'security': 100},
d15e23cb7d0f77c79e7e5c62b6e7fdb4a8a08134,"['relatedfilename', 'relatedfcb', 'possible', 'crash']",Risky_resource_management,{'crash': 100},
f460dda2f265e95a35cc6953ab9b2d850b9664da,"['device', 'network', 'provider', 'buffersize', 'return', 'crash']",Risky_resource_management,{'crash': 100},
b94d6570b621ae501a928d37b34cec7bf050227d,"['critical', 'resource']",Risky_resource_management,{'critical resource': 100},
9c9da29a9e189207f566a57cad7110712768fca9,"['multiple', 'event', 'crash']",Risky_resource_management,{'crash': 100},
7058c5ceeb99658f6ccd3e98c2fd0117238bdbbc,"['simplefies', 'system', 'exception', 'valid', 'standard', 'centeral', 'crash']",Risky_resource_management,{'crash': 100},
72892ab4a1719c35f7c28a9d21e8f3e5932fe4f6,"['separate', 'strategy', 'route', 'implementationmethodbasic', 'local', 'route', 'strategyroute', 'strategyregister', 'strategyroute', 'google', 'strategyoauth', 'route', 'google', 'renameservice', 'middleware', 'strategy', 'tokenmiddleware', 'proxy', 'strategyregistration', 'strategy', 'passportmiddleware', 'proxy', 'headermiddleware', 'passport', 'consolidateauthstrategies', 'indexupdate', 'commentsignup', 'route', 'signinalways', 'route', 'googlealways', 'route', 'createorganize', 'comment', 'security', 'routeconsistent']",General,{'security': 100},
d52fc6dadbe59361d387af8b31e8fb679c47f442,"['request', 'rickbergfalk', 'mysqlmysql', 'support', 'insecure']",General,{'insecure': 100},
e1bc612f4c42d82fcf4fe058835792cca353ebd5,"['mysql', 'support', 'insecure']",General,{'insecure': 100},
