sha,message,catetory,matched,labels
15de7723457758b8c5e95da3d79a67859054d40d,"['restarts', 'crash']",Risky_resource_management,{'crash': 100},
cc27591ee04b318a1c266747b0624337edfbb8e1,"['recovery', 'crash']",Risky_resource_management,{'crash': 100},
92887a9cee543600282f6712c37db9d15b1f5227,"['crash', 'recovery']",Risky_resource_management,{'crash': 100},
fac440c07f3c963203fc8478bd13646817db0c4f,"['crash', 'recovery']",Risky_resource_management,{'crash': 100},
709451393208514aeff03462b55551bca280d4b8,"['clean', 'crash', 'quits', 'scene']",Risky_resource_management,{'crash': 100},
f44ff2315bbf3c6d2bbc77b2dc8108729ed146d3,"['clean', 'crash', 'quits', 'scene']",Risky_resource_management,{'crash': 100},
43b724ef1d9d3a1751046e5ff35eaf5ea3b252e9,"['crash', 'activation', 'scene']",Risky_resource_management,{'crash': 100},
66b23ece16b1f743469b013969b4610ca4db3532,"['scene', 'setting', 'crash', 'callself', 'focuse']",Risky_resource_management,{'crash': 100},
2732e70e4846b503d9113ee0efbfbf710ede29b4,"['security', 'product', 'subscription', 'field', 'event', 'object', 'company', 'region', 'detail', 'elasticsearch']",General,{'security': 100},
0b3fba9f958c761952a5a6cf68f7a8fd36c24295,"['firewall', 'remediation', 'security', 'route', 'action', 'administrator', 'network', 'support', 'policy', 'manager', 'recommendation', 'table']",General,{'security': 100},
8cc2f965e733edb0908ca2673a6d9083bd447778,"['token', 'security', 'documentation']",General,{'security': 100},
7f05ccc2cd5b4fbdea74c0e262addb0e5cd87101,"['group', 'security', 'support', 'resource', 'release']",General,{'security': 100},
ab661e3187113df9ca2dcd61f87b6015c693dfa7,"['security', 'amazon', 'cloudfront', 'support']",General,{'security': 100},
68ea19decc235bc5cab3af6672fffc111ffb3551,"['window', 'security', 'customer', 'access', 'event', 'compliance', 'support', 'share']",General,{'security': 100},
3159043562ca8782becbf2c0b752c54a5152c819,"['component', 'destination', 'security', 'descriptor', 'option', 'control']",General,{'security': 100},
53defe462b1fc433796519809f4126031a3ddfe5,"['level', 'security', 'updatedataset', 'support']",General,{'security': 100},
96bed814f03c91ab76a605a1fc1daa3d70476515,"['label', 'security', 'changedetails', 'patch', 'critical', 'support']",General,{'security': 100},
f50554a7416b5c22c264d39e8c4be0378d380a30,"['availability', 'security', 'subnet', 'update', 'network', 'response', 'output', 'medialive', 'elastic', 'channel']",General,{'security': 100},
35dfa0ff596d1a852b75ddd0074482fa29afae94,"['amazon', 'security', 'sensitive', 'support', 'macie', 'release', 'category', 'publish']",General,{'security': 100},
0a97a641e8392164dd795ec86f73a8ea79470acf,"['envelope', 'encryption', 'enhance', 'amazon', 'security', 'secret', 'support']",General,{'security': 100},
46064163ecbc26b9444f96bc3a86ff246fbc7bbe,"['level', 'security', 'update', 'documentation', 'quicksight']",General,{'security': 100},
e09d5b41ec61349dea15cbce39be3ed6caa05969,"['management', 'method', 'security', 'support', 'account']",General,{'security': 100},
1e6200d0388c73ab40afc1008e8d577209877795,"['oracle', 'level', 'security', 'column', 'support', 'quicksight']",General,{'security': 100},
7fd352d03bcc6a08ffc7572e007a3064673bc5f3,"['group', 'server', 'security', 'associate', 'support']",General,{'security': 100},
df115f1e84a465e6ba6b74bfe8a9d29a3c6a5108,"['group', 'security', 'ippermissions', 'default', 'return']",General,{'security': 100},
be5f25d576bb5945a855fb2d35c96b7f679f0187,"['additional', 'security', 'character', 'usernames', 'control', 'compliant', 'endpoint', 'algorithm', 'policy', 'cryptographic', 'length', 'canada']",General,{'security': 100},
7718e0b56b7615308e7066b6e7d235caca6a166f,"['security', 'foundational', 'practice', 'customer', 'control']",General,{'security': 100},
