sha,message,catetory,matched
cd54fe9561a34378ae1c717187148ebc7a24b9c9,"['crash', 'reloadsupersedes']",General,{'crash': 100}
b0b7a89a743d34749d0d40de335e61a5e4603d86,"['default', 'cipher', 'currentstandard', 'currentcipher', 'onlinechange', 'default', 'perhapsdefault', 'wrongreason', 'cipherconfiguration', 'majoritychange', 'hitchreach', 'cipherconfiguration', 'insecure', 'default', 'changereach', 'researchspecial', 'requirement']",General,{'insecure': 100}
ed9ab76e7e5736c919c421eb5a7be3f9d7822483,"['security', 'reduceselects', 'default', 'explicitlyenable', 'comment', 'protos']",General,{'security': 100}
bdb63da1e9cc7a2c71f51fb55836ab09d2a73e70,"['crash', 'daemon', 'withoutsyslog']",General,{'crash': 100}
da1dd59cbdd9a43ffd92c9d3b3a74442a5732a46,"['daemon', 'crash']",General,{'crash': 100}
533557c13551a3aba2de903ce5b60f449b99d912,"['crash', 'onapichange', 'setting']",General,{'crash': 100}
3a6a6030bfdbf38c578b114920e20dd5ccfacde4,"['crash', 'bcrypt', 'password']",General,{'crash': 100}
09efecaeadc0ff3f02aff0366ab79787966fc1f7,"['crash', 'update']",General,{'crash': 100}
d925cbfdde59f20073790dea980a283d23a5942a,"['crash', 'dialog']",General,{'crash': 100}
653e54eb771e5bb27a84fbdc40cc3c7a23fec17d,"['field', 'crash', 'device']",General,{'crash': 100}
abd766892659c827fc3369ef0ffccca1ede099b1,"['crash', 'workaround', 'alertdialog']",General,{'crash': 100}
52a7cc5972f606a37f4cabd95914d41b1c44e3d4,"['crash', 'android', 'windowmanager']",General,{'crash': 100}
31721af0c3a00e4a9a2434e50f34e5dca0c57637,"['crash', 'battery', 'optimization', 'ignore']",General,{'crash': 100}
1d6fc644cab59f18837f636333b5ee53efc63be6,"['crash', 'folder', 'android', 'opening']",General,{'crash': 100}
f2498920f0c5658b882c6bbdcb048c9ea630d0d8,"['manager', 'crash']",General,{'crash': 100}
46044258a669fe4146cfd6d5828d73c7528722cb,"['crash', 'setting']",General,{'crash': 100}
60446d438133928c496c55273916952dff8a72a2,"['global', 'crash']",General,{'crash': 100}
1420ccc1be7c451670c00e799f13262e11ed1303,"['folder', 'picker', 'crash', 'device', 'kitkat']",General,{'crash': 100}
926a5a7d21941ecb823a44b1c6952f50c087ca1e,"['service', 'crash']",General,{'crash': 100}
77c2d4bd554471a3339a46d6ba5a10c95929c094,"['gplay', 'crash']",General,{'crash': 100}
5b9cd28eb8e81250524a15a3d3cedaf6b6447c40,"['devicesfragment', 'crash', 'active', 'xxxhdpistill', 'regeneratingdrawable', 'drawables']",General,{'crash': 100}
cc74cd1fcfbbc51913c0375d8592162ac8f65360,"['early', 'crash', 'drawerfragment']",General,{'crash': 100}
6a686cdb9571980d0b72205c37f785aa510d1c08,"['force', 'crash', 'release']",General,{'crash': 100}
9ed5859f40e4cf365f813baa874fd781b0755cca,"['crash', 'stdout']",General,{'crash': 100}
a04a05b8e8a552004601fc0bd66722c71ac9f81c,"['crash', 'samsung', 'workaround']",General,{'crash': 100}
115a9b5727381f140a6d4eab1358ef6427a184aa,"['force', 'crash', 'syncthingnative']",General,{'crash': 100}
43bca98ca5af682bc6ab4c291161b231a89f8e30,"['window', 'crash', 'android', 'opening']",General,{'crash': 100}
7daba5789cb211be53710d2884549477ae7e8c91,"['folder', 'error', 'crash']",General,{'crash': 100}
fa3898f8f44d0967dae26230a8f3ea4082628cac,"['folder', 'crash']",General,{'crash': 100}
84355c2dcf108dcb1f70c3ed86487b08b9d603b9,"['restapi', 'crash']",General,{'crash': 100}
42c8898c80f72e01e0b23f8cb90a31b0fe223f55,"['crash', 'pendingintent', 'notification']",General,{'crash': 100}
47cc76a9fd09ea498da9312d2ef76f7402a4c350,"['crash', 'folder']",General,{'crash': 100}
a375619ed7665b12ecccd9ce5291ec50602b1438,"['various', 'crash', 'restart']",General,{'crash': 100}
5af2e55878a6819cadd4bea59f4197899fc4a1c6,"['error', 'crash', 'logcat', 'binary']",General,{'crash': 100}
2eece2e35079da59f1260a1e7f1104a4fe5485dd,"['crash', 'scanner']",General,{'crash': 100}
6ccf1667e808d15ccc7770ebdcd8357872d719cc,"['dialog', 'crash']",General,{'crash': 100}
c6456b8b1f34cafd36c59e91a9580a759ae57fb5,"['force', 'crash', 'return']",General,{'crash': 100}
