sha,message,catetory,matched
6ffb18e6e4838b03d5c7d0f8689e011067228453,"['crash', 'issuesignal', 'recursive', 'blockqtextedit']",General,{'crash': 100}
3ac59f02f5e01903ac613ec0766fc8eaeb00d355,"['qrcore', 'space', 'crash', 'contains', 'importcrash', 'space', 'contains', 'importqrcore', 'import']",General,{'crash': 100}
0c69988f837f30726f92b604967237eeee746b2a,"['crash', 'sidebarcrash', 'invalidcheck', 'nullptr', 'functionreturndisassemble', 'hexasm', 'clickedcomparison']",General,{'crash': 100}
4a49acc2f2fb03d68d79e86913a81e96517bf075,"['crash', 'comment', 'deref']",General,{'crash': 100}
5fc6112ca0e9b34b88727516a631ac31916b7512,"['crash', 'possibleqwidget', 'constructor', 'mainwindow']",General,{'crash': 100}
