sha,message,catetory,matched
d1e6d14b530e9c25e13fe396d11a240641260c1c,"['crash', 'storage']",General,{'crash': 100}
9ee4c8abf9c7a428d9a9cf9184bafd3d2c790dfb,"['crash', 'filename', 'memory']",General,{'crash': 100}
d1bde5835f7f6063bcff5675e138d57644bc6d4a,"['security', 'codeql', 'scanningsecurity', 'codeql', 'scanningconfiguration', 'querywhitespace', 'excess']",General,{'security': 100}
