sha,message,catetory,matched,labels
1968215fb6ee5409b7544939d7291b82018810c6,"['security', 'level', 'update']",General,{'security': 100},
4a8ea7a1b82705cf865db6d63a3020fd3e238187,"['small', 'sector', 'security']",General,{'security': 100},
