sha,message,catetory,matched,labels
13dba5a50f84eee615223604212d7fc2de445575,"['token', 'security']",General,{'security': 100},
435f1cc68256684962f6c26686a5e48549bcbfc3,"['mergerequest', 'desktop', 'window', 'crashfocustrap', 'window', 'crash']",Risky_resource_management,{'crash': 100},
71d6aafb159f7d1eea1b7433636b0e7f6682f8bc,"['release', 'update', 'security']",General,{'security': 100},
9a84e0aa8c7842a438712015ef52e91d263a2250,"['crash', 'resolveproxy']",Risky_resource_management,{'crash': 100},
461d0da116bfcd59ef02c61c27fa14d97cba4b27,"['exception', 'example', 'security']",General,{'security': 100},
4822661ca377abd20c544df82dad40d6f37536b6,"['changelog', 'vulnerability', 'security']",General,{'security': 100},
c3d557e8d940a06e588e3ecd39cf32b00770c521,"['efacaa', 'bfaccmerge', 'request', 'multibyte', 'character', 'crash']",Risky_resource_management,{'crash': 100},
bf9a01c4cea143cbeeb4cb3afc29d75922affa97,"['eacderequest', 'desktop', 'spawn', 'debug', 'crashprevent', 'application', 'spawn', 'crash']",Risky_resource_management,{'crash': 100},
4f24e1f44932f9842dfcd1bc6ff2061a5e674060,"['development', 'spawn', 'debug', 'crash']",Risky_resource_management,{'crash': 100},
9e5da58bbbf4aa49a7a59da882295fece59b3a49,"['request', 'desktop', 'flexbox', 'crashoverflow', 'crash', 'container']",Risky_resource_management,{'crash': 100},
9418870ffb2fbf35625a849e174f32fe37c3e127,"['development', 'spawn', 'debug', 'crash']",Risky_resource_management,{'crash': 100},
2bf21e99eff075ba3ab02cd509d7659ede4fd7d6,"['mergerequest', 'desktop', 'flexbox', 'crashoverflow', 'crash', 'container']",Risky_resource_management,{'crash': 100},
72c61468a6bad874e512bd4e43c240c44105eea5,"['development', 'flexbox', 'crash']",Risky_resource_management,{'crash': 100},
c3288abd89be765f8863c73f8ece5953b0c00033,"['ffeade', 'cccfebranch', 'development', 'report', 'crash']",Risky_resource_management,{'crash': 100},
c06828076951d7535e0774dbeb9c27fd33103f6e,"['mergerequest', 'desktop', 'context', 'error', 'extradebug', 'report', 'crash']",Risky_resource_management,{'crash': 100},
7e59f034e54682d57f2855bf44c6bee956cceee6,"['report', 'crash', 'rejection']",Risky_resource_management,{'crash': 100},
51510df431fa97caa0ca5093982c0a5c9ad598f8,"['acafcebdrequest', 'desktop', 'update', 'crashrequest', 'hotfix', 'crash', 'update']",Risky_resource_management,{'crash': 100},
16702daa969f1270d7d3929a121a20e2b9068657,"['mergerequest', 'desktop', 'warning', 'buffer', 'security', 'cleanupenable', 'buffer', 'usage', 'constructor']",General,{'security': 100},
9e4b77743dbcb71a5035380d8059114b8e611c0f,"['buffer', 'security', 'development', 'cleanup']",General,{'security': 100},
58020f317ceda58f7bb74b6f59e6553842ae7d68,"['buffer', 'security', 'development', 'cleanup']",General,{'security': 100},
f59dfe694fdd19e0ce63e8ebe4f2d0676a7b3961,"['buffer', 'security', 'development', 'cleanup']",General,{'security': 100},
1565e8cbe6848d5eb2469e2058d17849f4fc8ce0,"['ddbdcarequest', 'desktop', 'error', 'launchclassification', 'launch', 'mistaken', 'crash']",Risky_resource_management,{'crash': 100},
ca07a785709fb69bee7d0484aea84079605a5a24,"['accidental', 'refactoringaaaebfdaebfef', 'proccess', 'check', 'exists', 'windowalways', 'launch', 'crash', 'result']",Risky_resource_management,{'crash': 100},
9ca2d35840920936366dc3c67f0b876ce62a3bcb,"['upgrade', 'vulnerability', 'security', 'address']",General,{'security': 100},
496da5f45da91789844b6fa7345e468e126d4067,"['awesome', 'loader', 'typescript', 'crash', 'initial', 'server', 'typeerror', 'typescript', 'panferov', 'issue', 'loader', 'reload', 'compile', 'webpack']",Risky_resource_management,{'crash': 100},
83a80a0c2c8e797cb727514c1974a0be1be5f165,"['mergemerge', 'request', 'desktop', 'electronelectron', 'issue', 'address', 'security']",General,{'security': 100},
8b61d599b87351b0a9a365c165eb5f9f96fb3348,"['electron', 'issue', 'address', 'security']",General,{'security': 100},
0c461f9cfde9400e881d91ab1ea231e5d41ac297,"['warning', 'security']",General,{'security': 100},
d54edb5f5b4c4464ab16cf994e2f67fcbbf98cbe,"['origin', 'crash']",Risky_resource_management,{'crash': 100},
0181d41b77c3af957b7ee7c2e1e6704e49ef7ada,"['mergerequest', 'desktop', 'process', 'launch', 'crashmacos', 'window', 'crash', 'platform']",Risky_resource_management,{'crash': 100},
e9742f49986b51bf7e4e71b92cab26391e30a2ff,"['master', 'remotemaster', 'commits', 'upstreamunicodeencodingaccount', 'refetch', 'upstreamnewlineuncaught', 'source', 'process', 'error', 'applyoverwrite', 'process', 'crash', 'stylemessage', 'warning', 'tweakproperlyhandle', 'local', 'introduce', 'function', 'pipeline', 'reworkevent']",Risky_resource_management,{'crash': 100},
9fb3b8023179342422f51c60151518c2e8c7e4a6,"['mergerequest', 'desktop', 'process', 'style', 'crashoverwrite', 'process', 'crash', 'style']",Risky_resource_management,{'crash': 100},
2c347bea84a9fdf74c415ae5fc0eee8e97d4d1c2,"['overwrite', 'process', 'crash', 'style']",Risky_resource_management,{'crash': 100},
fe66f83d9845a95e7292321de68325b290116e09,"['abbefrequest', 'desktop', 'encodelarge', 'crash']",Risky_resource_management,{'crash': 100},
