message,fuzzy
"['deadlock', 'gevent', 'timer', 'greenlets', 'vargovcik', 'pavol']",{'deadlock': 100}
"['removedqueue', 'thread', 'preventedpython', 'cpython']",{'thread': 100}
"['example', 'asyncio', 'concurrency', 'sectionexample', 'asyncio', 'default', 'scheduler', 'information']",{'concurren': 90}
"['spilt', 'operator', 'annotation', 'windowwindow', 'operator', 'distinctreturnrenamewindow', 'operator', 'buffer', 'basedstatement', 'window', 'nonlocal', 'operator', 'insteadmarble']",{'buffer': 100}
"['issue', 'addingaddingfixedstyle']",{'issue': 100}
"['scheduler', 'priorityqueue', 'relatedshare', 'thread', 'defaultrefactorcoverage', 'increaserefactorpriorityqueue', 'argument', 'capacity', 'unusedpriorityqueue', 'removepriorityqueue', 'exception', 'consistentlygeneric', 'priorityqueuesynchronization', 'priorityqueuecount', 'priorityqueue', 'negative', 'start', 'valuetimedelta', 'avoidsingle', 'thread', 'ensurecoverage', 'increasepolish', 'docstringcoverage', 'increasecoverage', 'increasepygamescheduler', 'refactorpygameschedulerpolish', 'docstringpygamescheduler', 'travispolish', 'docstringclock', 'access', 'publicbenchmark', 'crudecoverage', 'exclude', 'report', 'implementation']",{'thread': 100}
"['enhancement', 'syntax', 'function', 'marblesyntax', 'complete', 'marbleexample', 'thread', 'sleepmechanism', 'scheduler', 'selectiondependency', 'function', 'removescheduler', 'dependent', 'implementparse', 'example', 'updatedependency', 'update', 'removefunctionsyntax', 'marble', 'update', 'elementenforce', 'timedelta', 'datetime', 'observable', 'insteadpython', 'marble', 'contextupdateexample', 'update']",{'thread': 100}
"['coverage', 'generation']",{'generation': 100}
"['generation', 'dependency', 'requirement']",{'generation': 100}
"['operator', 'buffer', 'window']",{'buffer': 100}
"['operator', 'buffer']",{'buffer': 100}
"['window', 'issue', 'fromtimestampunittests']",{'issue': 100}
"['mergerequest', 'reactivex', 'developmulti', 'issue', 'observer', 'repeat']",{'issue': 100}
"['multiple', 'repeat', 'issue', 'observer']",{'issue': 100}
"['aaaae', 'mergerequest', 'issue']",{'issue': 100}
"['clutter', 'operator', 'buffer']",{'buffer': 100}
"['scheduler', 'thread', 'behave']",{'thread': 100}
"['current', 'scheduler', 'threadcurrent', 'queue', 'thread']",{'thread': 100}
"['reactivex', 'bugfix', 'issue']",{'issue': 100}
"['generator', 'thread']",{'thread': 100}
"['daemonic', 'thread']",{'thread': 100}
"['switchlatest', 'thread']",{'thread': 100}
"['stack', 'performance']",{'stack': 100}
"['timedeltas', 'delay', 'integer']",{'integer': 100}
"['delay', 'scheduler', 'integer']",{'integer': 100}
"['issue', 'install']",{'issue': 100}
