message,fuzzy
"['touchend', 'listener', 'touchstart', 'removedallow', 'wordcloud', 'device', 'touch', 'swipe', 'click', 'wordcloud', 'event', 'touch', 'insteadissuetimdream', 'issue']",{'issue': 100}
"['mergerequest', 'aeradriel', 'mergeanymore', 'crash']",{'crash': 100}
"['incorrect', 'rotationsteps', 'rotation']",{'incorrect': 100}
"['adfba', 'mergerequire', 'global', 'request', 'stefan', 'mergeobject', 'requirejs', 'global', 'wordcloud', 'error', 'expose']",{'expose': 100}
"['loader', 'object', 'global', 'wordcloud', 'error', 'expose']",{'expose': 100}
"['mergerequest', 'frankmayer', 'mergecontainer', 'issue']",{'issue': 100}
"['click', 'hover', 'dimension', 'expose', 'information']",{'expose': 100}
"['expose', 'wordclouddrawn', 'event']",{'expose': 100}
"['security', 'consideration']",{'Security': 100}
"['parseint', 'incorrect']",{'incorrect': 100}
