message,fuzzy
"['iphone', 'layout', 'issue']",{'issue': 100}
"['dbdab', 'mergerequest', 'sasnik', 'customview', 'custom', 'constraint', 'issue']",{'issue': 100}
"['buttonarray', 'action', 'mutates', 'buttonwould', 'action', 'mutate', 'cancelremovefirst', 'crash', 'action']",{'crash': 100}
"['incorrect', 'instruction', 'readme']",{'incorrect': 100}
"['cocoa', 'crash']",{'crash': 100}
"['layout', 'issue']",{'issue': 100}
"['layoutflexible', 'stack']",{'stack': 100}
"['mergerequest', 'fnxpt', 'crash', 'mergecrash']",{'crash': 100}
"['legacy', 'issue', 'animation']",{'issue': 100}
"['string', 'crash', 'setting']",{'crash': 100}
"['mergebranch', 'issue']",{'issue': 100}
"['transition', 'queue', 'propernsinvocation', 'transition', 'behavior', 'array', 'issue', 'animation', 'progress']",{'issue': 100}
"['handler', 'crash', 'completion']",{'crash': 100}
"['button', 'index', 'issue', 'error', 'default']",{'issue': 100}
"['expose', 'property']",{'expose': 100}
"['title', 'message', 'expose']",{'expose': 100}
