sha,message,catetory,matched,labels
3267765e85e1b75df7767369de6152dcf4910367,"['pickaxe', 'mitigate', 'widget', 'conrod', 'crash']",Risky_resource_management,{'crash': 100},
9bb283c60368bf67d0a882c496b85fdca4140a43,"['startup', 'crash']",Risky_resource_management,{'crash': 100},
3f8d2f95bea2e904df876207696df145fdc10e36,"['security', 'reflect', 'modeladministrator', 'history', 'revert', 'moderatorinformation', 'recordedadministrator', 'whitelists', 'important', 'support', 'migration', 'introduces', 'editable', 'commitversion', 'legacy', 'examplemigrate', 'version', 'editableatomic', 'information', 'amountlatent', 'server']",General,{'security': 100},
aa88f9005692889a726b5a5bee70d204d670e307,"['shutdown', 'improvementparticipant', 'timeout', 'eventuallythread', 'shutdown', 'runtime', 'deadlock', 'tokio', 'participant', 'sleepshutdown', 'reduces', 'scheduler', 'participant', 'parallel']",Risky_resource_management,{'deadlock': 100},
bb0ab44e88110d05cd2b54f66289e24b420d8264,"['instance', 'unwrap', 'ensure', 'crash']",Risky_resource_management,{'crash': 100},
f4576de079fa1a9ba3ac3126cdd92fd90013c014,"['glider', 'crash']",Risky_resource_management,{'crash': 100},
33085f1645ff2362497ea9d8e847bc836a80a29e,"['complete', 'redesign', 'network', 'cratecrate', 'async', 'protocol', 'implementingtokio', 'channeldrain', 'different', 'protocolallow', 'content', 'message', 'withoutinternal', 'security', 'extra', 'frameallows', 'abstraction', 'bettervariant', 'benchmark', 'allowscustom', 'handshake', 'protocol', 'easilyparticipant', 'manager', 'removeaccess', 'problem', 'complexity', 'parallelremote', 'notice', 'local', 'metric', 'protocol', 'networkcompiles', 'protocol', 'network', 'velorencompatible', 'handshake']",General,{'security': 100},
075933d60bba69dbfe388dbbec84b4279826010a,"['dependency', 'insecure']",General,{'insecure': 100},
cc062ffaea6cea8884396dc996b34dfb9572e494,"['dependency', 'insecure']",General,{'insecure': 100},
c83cb2707f186f6840dd88fb8a0140a3739760da,"['unicode', 'character', 'crash']",Risky_resource_management,{'crash': 100},
