sha,message,catetory,matched,labels
7456dac6b7bf610f18444629f51fde034024eb15,"['screenshots', 'crash']",Risky_resource_management,{'crash': 100},
c55d1bf5add11f786393d62b3abf4d698c10d269,"['crash', 'report']",Risky_resource_management,{'crash': 100},
853588903e9f722e9ace6e44b0c108ee6491cb10,"['upgrade', 'securityupdate', 'security', 'includesreleasechangelogcompare', 'commitspreview', 'dependabot']",General,{'security': 100},
004e7b78a20161e42960ef87cad92125d2e23b08,"['upgrade', 'securityupdate', 'security', 'yargs', 'includesrelease', 'yargsmaster', 'changelog', 'yargsyargs', 'commitspreview', 'dependabot']",General,{'security': 100},
d7d715f239a937768c15a0320f84e4a6bbd22337,"['upgrade', 'security', 'ellipticupdate', 'security', 'elliptic', 'indutnyrelease', 'indutny', 'ellipticindutny', 'elliptic', 'commitspreview', 'dependabot']",General,{'security': 100},
73c819694b2590d1d0f7240aeeeb8387abda0e02,"['upgrade', 'security', 'immerupdate', 'immerjs', 'immer', 'securityrelease', 'immer', 'immerjscompare', 'immer', 'immerjs', 'commitspreview', 'dependabot']",General,{'security': 100},
fc80abd9e5e26aa36cc68bc37bb01ba053c9743f,"['axios', 'upgrade', 'securityaxios', 'security', 'update', 'includesrelease', 'axiosaxios', 'changelogaxios', 'commitspreview', 'dependabot']",General,{'security': 100},
ce9a346dc25e58ff8b35d831f27d4f54259d174d,"['upgrade', 'security', 'notifierupdate', 'mikaelbr', 'security', 'notifierrelease', 'mikaelbr', 'notifiermikaelbr', 'changelog', 'notifiermikaelbr', 'notifier', 'commitspreview', 'dependabot']",General,{'security': 100},
acd176cc34860155916aedcc8d3f778133fbc38b,"['upgrade', 'securityisaac', 'security', 'update', 'includesrelease', 'isaacisaac', 'commitspreview', 'dependabot']",General,{'security': 100},
5413cd9d0168204bc2400b3711306d72ad057f37,"['upgrade', 'securityupdate', 'security', 'rvagg', 'includesrelease', 'rvaggrvagg', 'commitspreview', 'dependabot']",General,{'security': 100},
9d935afd4938497b33fbb9a5ee4fc37dfb4dd6a7,"['upgrade', 'security', 'acornupdate', 'acornjs', 'security', 'acornrelease', 'acorn', 'acornjsacornjs', 'acorn', 'commitspreview', 'dependabot']",General,{'security': 100},
2a5e0dbee97a44ed2e092acd1c56ce194837bca2,"['upgrade', 'router', 'crash', 'action', 'connector']",Risky_resource_management,{'crash': 100},
91bb40ada5513c54f2c86e3cc103057ec87730a9,"['express', 'security', 'compression']",General,{'security': 100},
