message,fuzzy
"['cdaaenamefix', 'request', 'theptrk', 'mergeexample', 'incorrect', 'rename']",{'incorrect': 100}
"['example', 'incorrect', 'rename']",{'incorrect': 100}
"['select', 'multiple', 'heightbootstrap', 'issue']",{'issue': 100}
"['mixins', 'columnbootstrap', 'issue']",{'issue': 100}
"['contextual', 'backgroundbootstrap', 'issue']",{'issue': 100}
"['input', 'element', 'stylebootstrap', 'issue']",{'issue': 100}
"['validation', 'inline', 'class', 'enablebootstrap', 'issue']",{'issue': 100}
"['proper', 'alignmentbootstrap', 'issue']",{'issue': 100}
"['reorder', 'emphasisbootstrap', 'issue']",{'issue': 100}
"['inner', 'bootstrap', 'height', 'selectdesignmodo', 'support', 'issue']",{'issue': 100}
"['minor', 'issue']",{'issue': 100}
"['mixins', 'update', 'navbar', 'issue']",{'issue': 100}
"['mergerequest', 'master', 'astrails', 'mergebutton', 'jquery', 'checkboxes', 'issue', 'radio']",{'issue': 100}
"['retina', 'sintaxdesignmodo', 'issue']",{'issue': 100}
