sha,message,catetory,matched,labels
80e9f0423061b23ed2555c5e89f1385de5bf6d5b,"['deadlock', 'delete', 'update', 'pointnoach', 'shlomi']",Risky_resource_management,{'deadlock': 100},
83ee08a7a9d043b368e043de0b94d9779b615d8b,"['liveness', 'crash', 'tracknoach', 'shlomi']",Risky_resource_management,{'crash': 100},
6cb849673382291e4cbfa9c5d52e0eb68e5edecd,"['dedaarequest', 'deadlock', 'planetscaledeadlock', 'replmanager']",Risky_resource_management,{'deadlock': 100},
26c9d6d10bd8717c1ef2dc183f08faee5b925dbc,"['deadlock', 'promotereplica', 'replmanagerchange', 'trylock', 'semaphore', 'actionmutex', 'function', 'implementsougoumarane']",Risky_resource_management,{'deadlock': 100},
8f6c690c5bd48848a7d6ccadbcfe7c7c1186f28b,"['daaaacmerge', 'planetscale', 'request', 'deadlock', 'vttabletdeadlock', 'vttablet', 'engine', 'schema']",Risky_resource_management,{'deadlock': 100},
76bd060b82d04d35abd2201b10389e677adc1360,"['deadlock', 'vttablet', 'engine', 'schemahistorian', 'reuses', 'schemafound', 'deadlockrequest', 'historiancause']",Risky_resource_management,{'deadlock': 100},
c0053b77313b0f8af03710e0c0aa4a5afb915639,"['edfda', 'afadcmerge', 'security', 'planetscale', 'request', 'morgosecurity', 'initial', 'policy']",General,{'security': 100},
29bd0e219cc51cdcc86e1b43caa3c8cd6e3706a7,"['deadlock', 'waitgroup', 'vstreamvstreamer', 'enginecancel', 'stopvstream', 'eventuallygoroutine', 'value', 'return']",Risky_resource_management,{'deadlock': 100},
98567757c9128fa54b34e1bd1e69a762c9ef7962,"['deadlock', 'engine', 'messager', 'schemasougoumarane']",Risky_resource_management,{'deadlock': 100},
5ccb2fb389b982ab4edab49a3f1dafddc37ddeb5,"['stability', 'dependency', 'fetch', 'improveinstall', 'security', 'return']",General,{'security': 100},
3d8954329f6f271368895beca2fd0a73fe476895,"['deadlock', 'insert', 'table', 'lookup', 'avoidjontirsen', 'tirsen']",Risky_resource_management,{'deadlock': 100},
f453e7367ef492dc32ef63ea04ec2dc81f59f615,"['mergemerge', 'planetscale', 'request', 'update', 'readmeresult', 'security', 'readme', 'pentest', 'upload', 'section']",General,{'security': 100},
cd77571affc5eb7cb0b42029878b9f197af9ab5e,"['security', 'section', 'readmeedgar']",General,{'security': 100},
0b53fcabfcecfdd1c6e6dcf75d08ff7778498749,"['mergerequest', 'security', 'security', 'issue']",General,{'security': 100},
4db6736e7010b1afd1bfe7899ec81d8cbfdefea6,"['security', 'issuesougoumarane']",General,{'security': 100},
dc119de2a66f023ef6a72cf22f05839df6c6b7b7,"['lockdb', 'messagecommit', 'transaction', 'deadlock', 'concurrenttouch', 'message', 'leasttransaction', 'tablemichael', 'berlin']",Risky_resource_management,{'deadlock': 100},
2976db6158a30fc4f08bf92e9cf4b7b8008aca00,"['behaviorbehavior', 'comment', 'reflect', 'autocommitdelete', 'neverautocommit', 'deadlock', 'operationvindexes', 'upsert', 'uniquevindexes', 'insert']",Risky_resource_management,{'deadlock': 100},
09e80c23f426168af4728d47736e24a10864bc5b,"['error', 'propagation', 'people', 'crash', 'vttabletmysterious', 'error', 'problempropagation', 'mycnf', 'panic', 'error', 'style']",Risky_resource_management,{'crash': 100},
679556a828e19809f0d7b9f04cc220fd971ec3f0,"['security', 'redcloth', 'vulnerability', 'update']",General,{'security': 100},
d7c49ccd3496f90b18e650393edaf43df8e26a19,"['deadlock', 'messagedeadlock', 'possiblerunsend', 'obtainspollertrigger', 'runsend', 'pollerreturn']",Risky_resource_management,{'deadlock': 100},
1a550701514c3e9d7a1f26330d3f160fa2743451,"['mergemerge', 'request', 'tinyspeck', 'socket', 'error', 'mysqlclean', 'mysql', 'socket', 'crash']",Risky_resource_management,{'crash': 100},
0d31ba4bc7830bdb8dcc001bda9e1be142932289,"['state', 'timer', 'deadlock']",Risky_resource_management,{'deadlock': 100},
739b4f4f48cba0dccd24635d4964e7a8a306ac73,"['crash', 'query', 'vtclient', 'error', 'single']",Risky_resource_management,{'crash': 100},
2cdce288946eac3152b0ffb4f8ef50ca3c448533,"['deadlock', 'messagerdeadlock', 'manager', 'messagedeadlock']",Risky_resource_management,{'deadlock': 100},
ab6b2eed101ea4256a1f6da2b5cb8fbf9817ed22,"['tabletserver', 'deadlockcause', 'safety', 'deadlock', 'panic']",Risky_resource_management,{'deadlock': 100},
66081c22ed217ee86faf20ca933b5ffaa6f18a52,"['deletes', 'default', 'value', 'practice', 'effect', 'query', 'delete', 'vitess', 'expression', 'youtube', 'necessary', 'query', 'multiple', 'value', 'default', 'delete', 'deadlock']",Risky_resource_management,{'deadlock': 100},
343ad6485064499d2827d4a661d907b60d0b8fd9,"['deadlock', 'discovery']",Risky_resource_management,{'deadlock': 100},
dfb3dab6e3e71db90b9024b13ec6b085a7949aff,"['security', 'transport', 'documentation']",General,{'security': 100},
a4d1c3e629b7861fbb6691034a21f09d61925903,"['command', 'vtworker', 'output', 'situation', 'vtworker', 'command', 'order', 'output', 'executedvtworker', 'crashconsumer', 'vtworker', 'crash', 'resetpreserve', 'outputprevious', 'newmemorylogger']",Risky_resource_management,{'crash': 100},
f2886c3d66f44f837f0c1f4d12b68525682d9d22,"['variable', 'stats', 'state', 'removestate', 'connection', 'zkcachedconn', 'zookeeper', 'variable', 'trackzkmetaconn', 'variable', 'informationupdatedeadlock', 'removingoriginal', 'detect', 'intent', 'removal', 'floppingcreate', 'debug', 'connection', 'zkcachedconn', 'deadlock', 'zookeeper', 'publish', 'variablestate', 'package', 'connection', 'expvar', 'deadlock', 'zookeeper', 'mutex', 'object']",Risky_resource_management,{'deadlock': 100},
5de90a8d126094b5bba380822ce8571201d7078f,"['contains', 'crash', 'stats']",Risky_resource_management,{'crash': 100},
1ee4476925baf4e3b7f53739e5eb15816ab0d3ca,"['deadlock', 'demote', 'mysql']",Risky_resource_management,{'deadlock': 100},
9d9cf1e7cc97650d991dcd5d58ff5cf4d37272d2,"['deadlock', 'etcdtopowatchendpoints', 'etcdtopo', 'function', 'possible', 'updatehappen']",Risky_resource_management,{'deadlock': 100},
6554c5c6d5921bed1e94ee810bad00a9459aade2,"['security', 'container', 'preview']",General,{'security': 100},
a6685b6a0437fb4cf7a40ffeacd992e3043e1a19,"['security', 'chore', 'alert', 'version']",General,{'security': 100},
94d49d4dc038863e95b5a934333254504203ffb5,"['handlebar', 'security', 'chore', 'alert', 'version']",General,{'security': 100},
626def4aed978d6a180f870bf2894db86694bda1,"['security', 'value', 'chore', 'alert', 'version']",General,{'security': 100},
3722726018c2af2360f0b3e63ca178437416836d,"['lodash', 'security', 'chore', 'alert', 'version']",General,{'security': 100},
c021d311a010401603614f94bbf84129c0266992,"['security', 'chore', 'alert', 'version']",General,{'security': 100},
9e82f2991024689f385b78c4c0d24578bf672105,"['security', 'chore', 'alert', 'brace', 'version']",General,{'security': 100},
d516c1fddf9d0c776354a5a391fbeef9bbeae307,"['contrib', 'grunt', 'compress', 'security', 'chore', 'alert', 'version']",General,{'security': 100},
593ce3c3ff542ca0e9cfef28ffba6c75aa035dab,"['issue', 'security', 'force', 'version']",General,{'security': 100},
