sha,message,catetory,matched
e5f9c0db28141fa4db06790ead421504817f112a,"['crash', 'debug', 'window']",General,{'crash': 100}
11bcbded645dea42dd6043363a9bc75453d61fab,"['storage', 'service', 'crash', 'android', 'report', 'group', 'setting', 'local', 'group', 'invariant', 'storage', 'service', 'mandate', 'remote', 'data', 'precendence', 'local', 'data', 'record', 'group', 'update', 'sync', 'manifest', 'storage', 'service', 'record', 'group', 'repair', 'manifest', 'fetch', 'attempt', 'useful', 'case', 'aware', 'group', 'remote', 'manifest', 'aware', 'manifest', 'scenario', 'fetch', 'record', 'thing', 'time', 'attempt', 'manifest', 'group', 'duplicate', 'crash', 'client', 'group', 'storage', 'service', 'record', 'storage', 'service', 'record', 'group', 'sync', 'storage', 'service', 'error', 'record']",General,{'crash': 100}
3306c82992e499f9409b85f46fefeb777a0adc09,"['crash', 'window']",General,{'crash': 100}
bc3b61db1d7fead763177ad65e76a753f8191376,"['queue', 'timeouts', 'search', 'crash']",General,{'crash': 100}
c8261814fd7c433f8a716fe343e8efe1325bd476,"['setting', 'toggle', 'notification', 'attention', 'drawing', 'linux', 'setup', 'drawing', 'attention', 'notification', 'arrives', 'signal', 'window', 'user', 'notification', 'gnome', 'shell', 'prominent', 'example', 'behavior', 'likely', 'case', 'focus', 'external', 'event', 'pose', 'security', 'problem', 'case', 'user', 'middle', 'sudo', 'password', 'monitor', 'notification', 'arrives', 'focus', 'signal', 'attention', 'drawing', 'problematic', 'user', 'sole', 'indication', 'message', 'flash', 'frame', 'command', 'line', 'argument', 'argument', 'command', 'line', 'argument', 'application', 'desktop', 'file', 'user', 'setting', 'option', 'notification', 'arrives', 'easy', 'linux', 'user', 'appropriate', 'behavior', 'command', 'line', 'argument']",General,{'security': 100}
e5aaf9f501a9b26f0892a61a4b89fea85d17baa4,"['entitlement', 'thanks', 'csaba', 'fitzl', 'theevilbit', 'offensive', 'security']",General,{'security': 100}
e9f08c3da996177fa81b38bca3fde00af8578c2f,"['bugfixes', 'focus', 'document', 'body', 'archive', 'focus', 'pane', 'shortcut', 'space', 'text', 'shortcut', 'highlight', 'ensure', 'click', 'button', 'keydown', 'event', 'user', 'additional', 'resiliency', 'avatar', 'check', 'disk', 'increase', 'timeouts', 'websocket', 'connection', 'startup', 'resilient', 'json', 'file', 'crash', 'return', 'error', 'whenever', 'request', 'contact', 'group', 'sync', 'block', 'list', 'avatar', 'popup', 'ensure', 'styling', 'mouse', 'keyboard', 'appropriate', 'mainheader', 'popperroot', 'demand', 'mount', 'default', 'ctrl', 'shortcut', 'update', 'libphonenumber']",General,{'crash': 100}
fa4b2d412fc152249d8d328cf63007eb1f7343a5,"['regex', 'whitelist', 'regex', 'whitelist', 'check', 'medium', 'link', 'host', 'invalid', 'expose', 'security', 'risk', 'subdomain', 'host', 'counter', 'example', 'const', 'ytimg', 'redd', 'imgur', 'fbcdn', 'pinimg', 'console', 'console', 'reddjit', 'reddjit', 'output', 'node', 'example', 'future', 'medium', 'redd', 'whitelist', 'visualisation', 'incorrect', 'regex', 'http', 'regexper', 'ytimg', 'credd', 'cimgur', 'cfbcdn', 'cpinimg', 'issue', 'lgtm', 'http', 'lgtm', 'project', 'signalapp', 'signal', 'desktop', 'snapshot', 'file', 'module', 'sort', 'name', 'mode', 'heatmap']",General,{'security': 100}
ca1e6c3ccd3a6c6ff4faa7a1cf77095b4c0a1e37,"['crash', 'catch', 'thrown', 'error', 'tray', 'seticon']",General,{'crash': 100}
058feb317c803006e8370e2033ba40f3ef35cbd0,"['crash', 'processing', 'message', 'timestamp', 'null']",General,{'crash': 100}
6bcd434585d0681db8950599a4b0470362be54cc,"['crash', 'tray', 'icon']",General,{'crash': 100}
d35e36550727047249e1fa2d80e1d7b789eef0e7,"['upgrade', 'message', 'schema', 'data', 'background', 'order', 'long', 'startup', 'time', 'migrate', 'message', 'schema', 'data', 'background', 'migration', 'attachment', 'data', 'indexeddb', 'disk', 'reduces', 'load', 'database', 'data', 'loss', 'development', 'profile', 'migration', 'indexeddb', 'directory']",Risky_resource_management,{'data loss': 100}
2642844c27ceb2a8d3bf3d089b5391c61dd21103,"['rewrite', 'migration', 'issue', 'async', 'operation', 'handler', 'error', 'transaction', 'active', 'transaction', 'control', 'return', 'event', 'loop', 'spec', 'http', 'indexeddb', 'transaction', 'lifetime', 'concept', 'http', 'indexeddb', 'upgrade', 'transaction', 'construct', 'stack', 'overflow', 'http', 'http', 'initial', 'database', 'migration', 'support', 'indexeddb', 'readability', 'indexeddb', 'code']",Risky_resource_management,{'stack overflow': 100}
56932ead998f56aa77ff1889b1d075407cad6d11,"['update', 'electron', 'crash', 'input', 'chinese']",General,{'crash': 100}
9d9991e0f3955c9ad453bbb1b69d5560e8d0d8c7,"['beta', 'update', 'electron', 'crash', 'input', 'chinese']",General,{'crash': 100}
44da6924f9efd34a83c5cbcdf10f064ac7adcb38,"['improvement', 'track', 'number', 'sync', 'message', 'addition', 'mystery', 'error', 'message', 'successful', 'load', 'debug', 'prekey', 'error', 'crash', 'error', 'case', 'level', 'comma', 'param', 'list', 'electron', 'harden', 'level', 'error', 'handler', 'strange', 'object', 'shape']",General,{'crash': 100}
fb7701576ec921690fd9c4f30ee471b0a4c2c11b,"['update', 'autosize', 'stack', 'overflow', 'error', 'update', 'version', 'autosize', 'gitignore', 'root', 'dist', 'folder', 'global', 'search', 'dist', 'bower', 'component', 'couple', 'minor', 'version', 'update', 'bytebuffer', 'filesize', 'intltel', 'moment', 'localse', 'protobuf']",Risky_resource_management,{'stack overflow': 100}
68070561f81c2b5daf3601a33f58a3451cd97759,"['socket', 'connection', 'reliable', 'show', 'offline', 'state', 'loss', 'network', 'access', 'notification', 'show', 'notification', 'large', 'backlog', 'download', 'complete', 'ensure', 'final', 'message', 'empty', 'ready', 'notification', 'ensure', 'variable', 'string', 'update', 'string', 'update', 'electron', 'security', 'warning', 'window', 'installation', 'code', 'message', 'processing', 'retry', 'message', 'startup', 'reconnect', 'error', 'redact', 'group', 'http', 'github', 'whispersystems', 'signal', 'desktop', 'manifest', 'json', 'project', 'http', 'github', 'whispersystems', 'signal', 'desktop']",General,{'security': 100}
29053059b2ced6db579752fdb794131b430f60f9,"['update', 'electron', 'security', 'http', 'blog', 'chromium', 'vulnerability', 'freebie']",General,{'security': 100}
33f5a804fe4397351d042fa65e0acf268f3c16e2,"['message', 'linux', 'crash', 'file', 'drag', 'drop', 'event', 'yarn', 'install', 'electron', 'dependency', 'world', 'electron', 'update', 'release', 'script', 'electron', 'builder', 'decrypt', 'user', 'profile', 'image', 'emoji', 'directory', 'freebie']",General,{'crash': 100}
4c7b1746065a081b99bcb12a9f47a0c89f18616a,"['conversation', 'check', 'message', 'safety', 'number', 'attempt', 'decrypt', 'processing', 'issue', 'security', 'check', 'unknown', 'contact', 'performance', 'security', 'check', 'message', 'composition', 'text', 'security', 'check']",General,{'security': 100}
91f50c028fe3801e448d8ce36c3f401c5a56dd36,"['java', 'implementation', 'default', 'case', 'sync', 'ensures', 'date', 'scenario', 'security', 'state']",General,{'security': 100}
10f4f3fea50e7ac14040ed425539bbc27eff9105,"['crash', 'keychange', 'listener', 'test', 'freebie']",General,{'crash': 100}
3206536d4752e266222702d095c09539eb67c401,"['deadlock', 'saveidentity', 'archive', 'session', 'block', 'device', 'lock', 'protocol', 'freebie']",Risky_resource_management,{'deadlock': 100}
1fedc75e5df1a5e115843a86c9c619e993500e62,"['length', 'zero', 'unknown', 'group', 'list', 'member', 'good', 'experience', 'crash', 'freebie']",General,{'crash': 100}
aa6dbb2e59359518a02a3a50cf3633450d224a62,"['status', 'revert', 'default', 'downgrade', 'security', 'model', 'contact', 'freebie']",General,{'security': 100}
