sha,message,catetory,matched
59ffd4f871171550e7b40d8193894549b97fe1f4,"['flume', 'update', 'jackson', 'jackson', 'serious', 'security', 'problem', 'http', 'github', 'fasterxml', 'jackson', 'databind', 'issue', 'update']",General,{'security': 100}
1b4378396a441629fa0332d4814e053345c58ffb,"['flume', 'deadlock', 'hdfs', 'jian', 'test', 'improvement', 'contains', 'deadlock', 'reproduction', 'contribution', 'denes', 'test', 'contains', 'optimization', 'callback', 'function', 'bucketwriter', 'cache', 'useful', 'help', 'close', 'reviewer', 'peter', 'turcsanyi', 'ferenc', 'szabo', 'endre', 'major', 'jian', 'denes', 'arvay', 'ferenc', 'szabo']",Risky_resource_management,{'deadlock': 100}
0d437810dc850192b48fa3b31608ffcd23b1f1e9,"['flume', 'flume', 'flume', 'application', 'enters', 'deadlock', 'mechanism', 'application', 'class', 'revievers', 'denes', 'arvay', 'attila', 'simon', 'benedict', 'ferenc', 'szabo', 'andras', 'beni', 'jian', 'ferenc', 'szabo']",Risky_resource_management,{'deadlock': 100}
93510c642a3ed6ee2280c3d9ab2688ddca5d620a,"['flume', 'upgrade', 'derby', 'current', 'derby', 'version', 'contains', 'security', 'vulnerability', 'update', 'upgrade', 'close', 'reviewer', 'ferenc', 'szabo', 'miklos', 'csanady', 'ferenc', 'szabo']",General,{'security': 100}
ed433ae1b12d40117ca3dca2ffd57389984ede72,"['flume', 'hdfs', 'data', 'loss', 'issue', 'processing', 'loop', 'close', 'reviewer', 'attila', 'simon', 'mike', 'percy', 'denes', 'arvay', 'mike', 'percy']",Risky_resource_management,{'data loss': 100}
e5c3e6aa76cf2b0bb0838ff6dcd3853656bff704,"['close', 'failure', 'hdfs', 'data', 'loss', 'hdfs', 'complete', 'state', 'case', 'block', 'recovery', 'flume', 'namenode', 'recovery', 'process', 'hard', 'limit', 'hour', 'explicit', 'recoverlease', 'close', 'failure', 'close', 'reviewer', 'hari', 'shreedharan', 'denes', 'arvay', 'bessenyei']",Risky_resource_management,{'data loss': 100}
5e52ac4ad18a7776f4c74499c1314fbfd3513160,"['support', 'environment', 'variable', 'configuration', 'file', 'flume', 'support', 'environment', 'variable', 'interpolation', 'property', 'file', 'configuration', 'security', 'credential', 'config', 'file', 'copy', 'paste', 'configuration', 'file', 'multiple', 'agent', 'close', 'reviewer', 'lior', 'zeno', 'jeff', 'holoman', 'shang', 'bessenyei', 'bessenyei']",General,{'security': 100}
25e4bc6d80cf475862a1686fb2c3c97fcea27278,"['data', 'message', 'explicit', 'flume', 'functionality', 'data', 'purpose', 'functionality', 'place', 'code', 'base', 'functionality', 'security', 'concern', 'production', 'environment', 'sensitive', 'information', 'explicit', 'possible', 'patch', 'system', 'property', 'flume', 'configuration', 'property', 'data', 'level', 'reviewer', 'bessenyei', 'denes', 'arvay', 'mike', 'percy', 'attila', 'simon', 'mike', 'percy']",General,{'security': 100}
ec40929596b06b4ec608a8199f6be2f807a865c6,"['deadlock', 'datasetsink', 'ryan', 'hari', 'shreedharan']",Risky_resource_management,{'deadlock': 100}
d45af178e6f71bea4484fbb0e94d6449f88e0b86,"['flume', 'application', 'class', 'deadlock', 'brock', 'noland', 'hari', 'shreedharan']",Risky_resource_management,{'deadlock': 100}
59c30364d8796a3806c8c2760682391d4eda1bae,"['flume', 'flume', 'sends', 'numeric', 'value', 'type', 'float', 'ganglion', 'ganglion', 'crash', 'hari', 'shreedharan', 'mike', 'percy']",General,{'crash': 100}
1c141029b13837be82b5cb79102f4197eb0cb5bc,"['flume', 'support', 'hbase', 'security', 'hbase', 'hari', 'shreedharan', 'brock', 'noland']",General,{'security': 100}
3aaef3d68b6f0afe78451ad677bddef8fb81929d,"['flume', 'file', 'channel', 'deadlock', 'checkpoint', 'hari', 'shreedharan', 'arvind', 'prabhakar', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
50e584754425256fd992e68348ddf654ee99577d,"['flume', 'deadlock', 'bucketwriter', 'shutdown', 'mike', 'percy', 'arvind', 'prabhakar', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
162723ba4ef359a01dfcb5c3ef9536c46df52651,"['kerberos', 'security', 'hdfs', 'mike', 'percy', 'arvind', 'prabhakar', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",General,{'security': 100}
ea1626aa3b28d0e2519e7b8b78e0bf8acbc73953,"['flume', 'agent', 'deadlock', 'latch', 'driver', 'thread', 'prasad', 'mujumdar', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
034d0d69c0fa4ff853c277f54be79c088a3e9683,"['sleep', 'config', 'provider', 'test', 'deadlock', 'http', 'apache', 'repos', 'incubator', 'flume', 'flume', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
e117229086f623d4efa0b7379783ea2cbc3ba0e5,"['flume', 'race', 'condition', 'retransmit', 'logic', 'setup', 'test', 'long', 'time', 'potential', 'race', 'runnable', 'command', 'line', 'arbitrary', 'iteration', 'possible', 'memory', 'leak', 'waldata', 'entry', 'object', 'lock', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'memory leak': 100}
1019390875a01a8969f4c99bd53ad52b27934b7a,"['flume', 'flume', 'node', 'deadlock', 'roll', 'subsink', 'jonathan', 'hsieh', 'cloudera', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
d4013bd366a519676f1b3bf92eb86bdd30088e95,"['enable', 'flume', 'hdfs', 'cluster', 'simple', 'implementation', 'hadoop', 'security', 'patch', 'documentation', 'setup', 'principal', 'jonathan', 'hsieh', 'cloudera', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",General,{'security': 100}
a6a6dbf8029436300dee63de02cce2928b828fbe,"['flume', 'node', 'dead', 'lock', 'lock', 'test', 'deadlock', 'agent', 'close', 'force', 'configuration', 'percolate', 'parent', 'decorator', 'parameterize', 'node', 'timeout', 'jonathan', 'hsieh', 'cloudera', 'http', 'apache', 'repos', 'incubator', 'flume', 'trunk', 'ffaedef']",Risky_resource_management,{'deadlock': 100}
