message,fuzzy
"['dacaeeefb', 'atomanticupgrade', 'security']",{'Security': 100}
"['cleanuphomebrew', 'issue']",{'issue': 100}
"['macos', 'mojave', 'issue']",{'issue': 100}
"['command', 'mathiasbynens', 'issue', 'check', 'dotfiles']",{'issue': 100}
"['disablelocal', 'tmutil', 'check', 'thread']",{'thread': 100}
"['installhomebrew', 'issue']",{'issue': 100}
"['suite', 'rename', 'gpgtoolssuite', 'gpgtoolshomebrew', 'issue']",{'issue': 100}
"['pushup', 'command', 'security']",{'Security': 100}
"['script', 'issue', 'restore']",{'issue': 100}
"['permission', 'local', 'install']",{'permission': 100}
"['email', 'insensitive']",{'Sensitive': 90}
"['shortcut', 'github', 'issue', 'backup', 'setup']",{'issue': 100}
