message,fuzzy
"['injection', 'category', 'dependency', 'weaver']",{'injection': 100}
"['indent', 'incorrect']",{'incorrect': 100}
"['mergerequest', 'master', 'malcommac', 'mergehydra', 'section', 'concurrency']",{'concurren': 90}
"['section', 'concurrency']",{'concurren': 90}
"['section', 'concurrency']",{'concurren': 90}
"['overdrive', 'concurrency']",{'concurren': 90}
"['dependency', 'injection', 'update', 'project']",{'injection': 100}
"['close', 'injection']",{'injection': 100}
"['delba', 'rename', 'permission']",{'permission': 100}
"['mergerequest', 'patch', 'mendesbarreto', 'mergedependency', 'injection', 'container', 'insert']",{'injection': 100}
"['dependency', 'injection', 'container', 'insert']",{'injection': 100}
"['section', 'permission']",{'permission': 100}
"['thread', 'categorywrapper']",{'thread': 100}
"['mergerequest', 'master', 'cezheng', 'mergeswiftsandbox', 'issue']",{'issue': 100}
"['mergepaulofaria', 'request', 'patch', 'mergeswiftgo', 'category', 'concurrency']",{'concurren': 90}
"['swiftgo', 'category', 'concurrency']",{'concurren': 90}
"['swift', 'function', 'language', 'helper', 'crypto']",{'crypto': 100}
"['updatesubsection', 'documentation', 'swiftdoc', 'parsersectioncrash', 'compiler', 'swiftcommandline', 'addedprettycolors', 'addedsystemkit', 'addedswiftdoc', 'swifter', 'smckit', 'swiftsectionorder', 'section', 'security']",{'Security': 100}
